1014	"<font color='#301C00'><font color='#FF0000'>キャラ素材倉庫</font>や<font color='#FF0000'>装備素材倉庫</font>には、<br>強化素材などが保管されています。<br><br>どのような素材アイテムがあるのか、<br>確認しに行ってみませんか？</font>"	PLAYER_LV	20	25	0		0	0	0		0	0	0	1986	0	0	7	2	0	"2016-12-06 00:00:00"	"2030-01-01 00:00:00"		images/navigation/ground/g_standard.png	images/navigation/textarea/t_standard.png	NAZNABI1	images/navigation/click/c_standard.png	289	130	0	
1016	"<font color='#301C00'>団長さんのLvが10まで上がりましたね！<br><br>メインクエスト「<font color='#FF0000'>歴戦の団長を目指して</font>」の<br>報酬として、花騎士さんへの<font color='#FF0000'>贈り物</font>を<br>受け取ることができますよ♪</font>"	PLAYER_LV	10	20	0	NOT_CLEAR_QUEST	1500	1500	0		0	0	0	1984	0	0	3	3	0	"2016-12-06 00:00:00"	"2030-01-01 00:00:00"		images/navigation/ground/g_standard.png	images/navigation/textarea/t_standard.png	NAZNABI1	images/navigation/click/c_standard.png	289	130	0	
1017	"<font color='#301C00'>執務室から花騎士さんにプレゼントを贈ると<br>好意を持ってくれるようになりますよ。<br><br><font color='#FF0000'>好感度が100%</font>になると、<br>何かしらの展開があるかもしれませんね♪</font>"	PLAYER_LV	10	20	0		0	0	0		0	0	0	1983	0	0	1	1	0	"2016-12-06 00:00:00"	"2030-01-01 00:00:00"		images/navigation/ground/g_standard.png	images/navigation/textarea/t_standard.png	NAZNABI1	images/navigation/click/c_standard.png	289	130	0	
2001	"<font color='#301C00'><font color='#FF0000'>日曜日</font>に開催される<font color='#FF0000'>強化精霊の大宴会</font>では、<br>強化霊マニュを獲得できます。<br><br>花騎士さんを強化するためにも、<br>日曜任務に行ってみませんか？</font>"	SUMPOWER_TOP20CHARACTER	40000	90000	0		0	0	0		0	0	0	2999	0	7	4	2	0	"2016-12-06 00:00:00"	"2030-01-01 00:00:00"		images/navigation/ground/g_standard.png	images/navigation/textarea/t_standard.png	NAZNABI1	images/navigation/click/c_standard.png	289	130	0	
2002	"<font color='#301C00'><font color='#FF0000'>水曜日</font>に開催される<font color='#FF0000'>強化精霊の大宴会</font>では、<br>強化霊マニュを獲得できます。<br><br>花騎士さんを強化するためにも、<br>水曜任務に行ってみませんか？</font>"	SUMPOWER_TOP20CHARACTER	40000	90000	0		0	0	0		0	0	0	2998	0	3	4	2	0	"2016-12-06 00:00:00"	"2030-01-01 00:00:00"		images/navigation/ground/g_standard.png	images/navigation/textarea/t_standard.png	NAZNABI1	images/navigation/click/c_standard.png	289	130	0	
2003	"<font color='#301C00'><font color='#FF0000'>ざくざくゴールドラッシュ</font>は、<br>ゴールドをたくさん獲得できる任務です。<br><br><font color='#FF0000'>土曜日</font>には、さらに大量に獲得できる、<br><font color='#FF0000'>もりもりゴールドブースト</font>もありますよ♪</font>"	SUMPOWER_TOP20CHARACTER	40000	90000	0		0	0	0		0	0	0	2997	0	6	4	2	0	"2016-12-06 00:00:00"	"2030-01-01 00:00:00"		images/navigation/ground/g_standard.png	images/navigation/textarea/t_standard.png	NAZNABI1	images/navigation/click/c_standard.png	289	130	0	
4106		NOT_CLEAR_STAGE	92087	92187	0		0	0	0		0	0	0	7500	0	0	4	3	0	"2020-05-21 00:00:00"	"2020-05-27 23:59:59"		images/navigation/ground/g_weekly.png		NAZNABI1	images/navigation/click/c_campaign.png	289	130	0	
4109		NOT_CLEAR_STAGE	92088	92188	0		0	0	0		0	0	0	7500	0	0	4	3	0	"2020-05-28 00:00:00"	"2020-06-03 23:59:59"		images/navigation/ground/g_weekly.png		NAZNABI1	images/navigation/click/c_campaign.png	289	130	0	
4110		PLAYER_LV	30	300	0		0	0	0		0	0	0	9000	0	0	4	2	0	"2020-05-21 00:00:00"	"2020-06-08 14:30:00"		images/navigation/ground/g_ev139B.png				0	0	0	
4112	"<font color='#301C00'>     「<font color='#FF0000'>ハニハニパニック</font>」開催中<br><br><br><br><br><br><br><font color='#0000FF'> レイドボス</font>との戦闘に参加するだけで<br> さまざまな報酬を獲得できますよ♪</font>"	PLAYER_LV	30	300	0	EVENT_TEXT_AREA	0	0	0		0	0	0	8998	0	0	6	1	0	"2020-05-21 00:00:00"	"2020-06-08 14:30:00"		images/navigation/ground/g_ev139.png	images/navigation/textarea/t_ev139B.png	NAZNABI1	images/navigation/click/c_event.png	90	11	0	
4113	"<font color='#301C00'>「<font color='#FF0000'>怒れるヌシの緊急討伐任務</font>」開催中!<br> とても<font color='#0000FF'>強力なヌシ</font>が<font color='#FF0000'>出現</font>しています！<br><font color='#FF0000'> 討伐</font>に向かいましょう！<br><br> 期間は<font color='#FF0000'>6月8日メンテナンス開始前</font>まで！</font>"	SUMPOWER_TOP20CHARACTER	680000	9999999	0	NOT_CLEAR_STAGE	500000	500008	0		0	0	0	8800	0	0	4	5	0	"2020-05-21 00:00:00"	"2020-06-08 14:30:00"		images/navigation/ground/g_standard.png	images/navigation/textarea/t_standard.png	NAZNABI1	images/navigation/click/c_standard.png	289	130	0	
4114	"<font color='#301C00'><font color='#FF0000'>すべてのメインストーリー</font>の<br>消費スタミナ<font color='#FF0000'>30%off</font>キャンペーン中です！<br>メインストーリーを楽しむ<font color='#FF0000'>チャンス</font>ですよ！<br><br>キャンペーン期間は、<br>6月1日メンテナンス開始前まで！"	PLAYER_LV	30	300	0		0	0	0		0	0	0	8500	0	0	4	1	0	"2020-05-21 00:00:00"	"2020-06-01 14:30:00"		images/navigation/ground/g_campaign.png	images/navigation/textarea/t_campaign.png	NAZNABI1	images/navigation/click/c_campaign.png	289	130	0	
4115	"<font color='#301C00'>すべての<font color='#FF0000'>キャラクタークエスト</font>で<br>消費スタミナ<font color='#FF0000'>30%off</font>キャンペーン中です！<br><br>キャンペーン期間は、<br>6月1日メンテナンス開始前まで！</font>"	PLAYER_LV	30	300	0		0	0	0		0	0	0	8400	0	0	3	2	0	"2020-05-21 00:00:00"	"2020-06-01 14:30:00"		images/navigation/ground/g_campaign.png	images/navigation/textarea/t_campaign.png	NAZNABI1	images/navigation/click/c_campaign.png	289	130	0	
9998	"<font color='#301C00'>今日は私から<font color='#FF0000'>特別なクエスト</font>を<br>用意させていただきました！<br><br><font color='#FF0000'>1日だけ</font>のクエストですので、<br>忘れずに見にいってくださいね♪</font>"	PLAYER_LV	30	300	0		0	0	0		0	0	0	9999	0	0	3	6	0	"2020-05-07 00:00:00"	"2020-05-08 00:00:00"		images/navigation/ground/g_campaign.png	images/navigation/textarea/t_campaign.png	NAZNABI1	images/navigation/click/c_campaign.png	289	130	0	
9999	"<font color='#301C00'>今日は私から<font color='#FF0000'>特別なクエスト</font>を<br>用意させていただきました！<br><br><font color='#FF0000'>1日だけ</font>のクエストですので、<br>忘れずに見にいってくださいね♪</font>"	PLAYER_LV	30	300	0		0	0	0		0	0	0	9998	0	0	3	6	0	"2020-05-27 00:00:00"	"2020-05-28 00:00:00"		images/navigation/ground/g_campaign.png	images/navigation/textarea/t_campaign.png	NAZNABI1	images/navigation/click/c_campaign.png	289	130	0	
10154		PLAYER_LV	30	300	0		0	0	0		0	0	0	100	1	0	11	17200	0	"2020-05-21 00:00:00"	"2020-06-08 14:30:00"		images/navigation/ground/g_ev139B.png				0	0	0	
19998	"<font color='#301C00'>今日は私から<font color='#FF0000'>特別なクエスト</font>を<br>用意させていただきました！<br><br><font color='#FF0000'>1日だけ</font>のクエストですので、<br>忘れずに見にいってくださいね♪</font>"	PLAYER_LV	30	300	0		0	0	0		0	0	0	899	1	0	3	6	1	"2020-05-07 00:00:00"	"2020-05-08 00:00:00"		images/navigation/ground/g_campaign.png	images/navigation/textarea/t_campaign.png	NAZNABI1	images/navigation/click/c_campaign.png	289	130	0	
19999	"<font color='#301C00'>今日は私から<font color='#FF0000'>特別なクエスト</font>を<br>用意させていただきました！<br><br><font color='#FF0000'>1日だけ</font>のクエストですので、<br>忘れずに見にいってくださいね♪</font>"	PLAYER_LV	30	300	0		0	0	0		0	0	0	898	1	0	3	6	1	"2020-05-27 00:00:00"	"2020-05-28 00:00:00"		images/navigation/ground/g_campaign.png	images/navigation/textarea/t_campaign.png	NAZNABI1	images/navigation/click/c_campaign.png	289	130	0	
