274	17	【キャラクターについて】	【設問9】モウセンゴケについて<br>見た目の好みの度合いを教えてください。	radioX	とても好み|好み|普通|あまり好みではない|好みではない	160053		0	7	
275	17			radioY	見た目			0	7	
276	17	【キャラクターについて】	【設問10】シラカバについて<br>見た目の好みの度合いを教えてください。	radioX	とても好み|好み|普通|あまり好みではない|好みではない	140033		0	8	
277	17			radioY	見た目			0	8	
278	17	【キャラクターについて】	【設問11】フェリシアについて<br>見た目の好みの度合いを教えてください。	radioX	とても好み|好み|普通|あまり好みではない|好みではない	130813		0	9	
279	17			radioY	見た目			0	9	
280	17	【キャラクターについて】	【設問12】ミセバヤについて<br>見た目の好みの度合いを教えてください。	radioX	とても好み|好み|普通|あまり好みではない|好みではない	148103		0	10	
281	17			radioY	見た目			0	10	
282	17	【キャラクターについて】	【設問13】シギラリアについて<br>見た目の好みの度合いを教えてください。	radioX	とても好み|好み|普通|あまり好みではない|好みではない	110017		0	11	
283	17			radioY	見た目			0	11	
284	17	【キャラクターについて】	【設問14】オオイヌノフグリについて<br>見た目の好みの度合いを教えてください。	radioX	とても好み|好み|普通|あまり好みではない|好みではない	134105		0	12	
285	17			radioY	見た目			0	12	
286	17	【キャラクターについて】	【設問15】ダイモンジソウについて<br>見た目の好みの度合いを教えてください。	radioX	とても好み|好み|普通|あまり好みではない|好みではない	167601		0	13	
287	17			radioY	見た目			0	13	
288	17	【キャラクターについて】	【設問16】イヌマキについて<br>見た目の好みの度合いを教えてください。	radioX	とても好み|好み|普通|あまり好みではない|好みではない	140035		0	14	
289	17			radioY	見た目			0	14	
290	17	【キャラクターについて】	【設問17】レモングラスについて<br>見た目の好みの度合いを教えてください。	radioX	とても好み|好み|普通|あまり好みではない|好みではない	123505		0	15	
291	17			radioY	見た目			0	15	
292	17	【「薫る甘味と秘めた想い」世界花の力EXステージについて】	【設問18】EXステージの勲章報酬について<br>次の選択肢から当てはまるものを選択してください。	radioV	とても良かった|まあまあ良かった|あまり良くなかった|良くなかった|分からない			0	16	
293	17	【「薫る甘味と秘めた想い」世界花の力EXステージについて】	【設問19】EXステージのイベントクエスト報酬について<br>次の選択肢から当てはまるものを選択してください。	radioV	とても良かった|まあまあ良かった|あまり良くなかった|良くなかった|分からない			0	16	
294	17	【「薫る甘味と秘めた想い」世界花の力EXステージについて】	【設問20】EXステージの難易度について<br>次の選択肢から当てはまるものを選択してください。	radioV	簡単|ちょうどいい|少し難しい|難しい|プレイしていない			0	17	
295	17	【「薫る甘味と秘めた想い」世界花の力EXステージについて】	【設問21】EXステージの評価について<br>次の選択肢から当てはまるものを選択してください。	radioV	とても良かった|まあまあ良かった|あまり良くなかった|良くなかった|プレイしていない			0	17	
296	17	【「薫る甘味と秘めた想い」世界花の力EXステージについて】	【設問22】EXステージについて<br>感想等ありましたら自由にご記入ください。	text				0	18	
297	18	【緊急任務シナリオについて】	【設問1】緊急任務「ベリーベリーイースター」のシナリオについての評価で<br>次の選択肢から当てはまるものを選択してください。	radioV	とても良かった|まあまあ良かった|あまり良くなかった|良くなかった|読んでいない			0	1	
298	18	【緊急任務シナリオについて】	【設問2】緊急任務「スリリング★バニーズ！」のシナリオについての評価で<br>次の選択肢から当てはまるものを選択してください。	radioV	とても良かった|まあまあ良かった|あまり良くなかった|良くなかった|読んでいない			0	1	
299	18	【キャラクターについて】	【設問3】オオバコについて<br>見た目の好みの度合いを教えてください。	radioX	とても好み|好み|普通|あまり好みではない|好みではない	124101		0	2	
300	18			radioY	見た目			0	2	
301	18	【キャラクターについて】	【設問4】ティーツリーについて<br>見た目の好みの度合いを教えてください。	radioX	とても好み|好み|普通|あまり好みではない|好みではない	155801		0	3	
302	18			radioY	見た目			0	3	
303	18	【害虫採集イベントについて】	【設問5】害虫採集イベントの報酬について<br>次の選択肢から当てはまるものを選択してください。	radioV	良かった|普通|あまり良くなかった|良くなかった|プレイしていない			0	4	
304	18	【害虫採集イベントについて】	【設問6】害虫採集イベントの図鑑完成度上げの難易度について<br>次の選択肢から当てはまるものを選択してください。	radioV	簡単|ちょうど良い|少し難しい|難しい|プレイしていない			0	4	
305	18	【害虫採集イベントについて】	【設問7】害虫採集イベントのやりこみ要素について<br>次の選択肢から当てはまるものを選択してください。	radioV	多い|ちょうどいい|やや少ない|少ない|プレイしていない			0	5	
306	18	【害虫採集イベントについて】	【設問8】害虫採集イベントをプレイする中で、あなたが目指した図鑑完成度について<br>次の選択肢から当てはまるものを選択してください	radioV	図鑑完成度100%(図鑑コンプリート)|図鑑完成度61%～99%|図鑑完成度60%(すべての装備と華霊石まで獲得)|図鑑完成度59%以下|プレイしていない			0	5	
307	18	【害虫採集イベントについて】	【設問9】害虫採集イベントについての評価で<br>次の選択肢から当てはまるものを選択してください。	radioV	良かった|普通|あまり良くなかった|良くなかった|プレイしていない			0	6	
308	18	【害虫採集イベントについて】	【設問10】害虫採集イベントで追加してほしい機能や要素がありましたら<br>是非ご意見等をこちらでお聞かせ下さい。	text				0	7	
309	18	【害虫採集イベントについて】	【設問11】害虫採集イベントについて、感想等ありましたら<br>是非ご意見等をこちらでお聞かせ下さい。	text				0	7	
