18	400220	3	401	120	400	0	0	0					2016-08-02 00:00:00	2016-08-03 00:00:00	0	2016-08-03 00:00:00
19	400230	3	401	120	400	0	0	0					2016-08-02 00:00:00	2016-08-03 00:00:00	0	2016-08-03 00:00:00
20	400240	3	401	120	400	0	0	0					2016-08-02 00:00:00	2016-08-03 00:00:00	0	2016-08-03 00:00:00
21	400300	4	300	0	0	0	0	0					2016-08-31 00:00:00	2016-08-31 00:00:00	0	2016-08-31 00:00:00
22	400310	4	300	0	0	0	0	0					2016-08-31 00:00:00	2016-08-31 00:00:00	0	2016-08-31 00:00:00
23	400320	4	300	0	0	0	0	0					2016-08-31 00:00:00	2016-08-31 00:00:00	0	2016-08-31 00:00:00
24	400330	4	300	0	0	0	0	0					2016-08-31 00:00:00	2016-08-31 00:00:00	0	2016-08-31 00:00:00
25	400340	4	300	0	0	0	0	0					2016-08-31 00:00:00	2016-08-31 00:00:00	0	2016-08-31 00:00:00
26	400400	5	300	300	300	300	300	0					2016-09-27 00:00:00	2016-09-27 00:00:00	0	2016-09-27 00:00:00
27	400410	5	300	300	300	300	300	0					2016-09-27 00:00:00	2016-09-27 00:00:00	0	2016-09-27 00:00:00
28	400420	5	300	300	300	300	300	0					2016-09-27 00:00:00	2016-09-27 00:00:00	0	2016-09-27 00:00:00
29	400430	5	300	300	300	300	300	0					2016-09-27 00:00:00	2016-09-27 00:00:00	0	2016-09-27 00:00:00
30	400440	5	300	300	300	300	300	0					2016-09-27 00:00:00	2016-09-27 00:00:00	0	2016-09-27 00:00:00
31	400700	6	103	0	250	0	250	0					2016-11-20 00:00:00	2016-11-20 00:00:00	0	2016-11-20 00:00:00
32	400700	6	110	0	0	250	250	0					2016-11-20 00:00:00	2016-11-20 00:00:00	0	2016-11-20 00:00:00
33	400700	7	25	0	0	0	0	0					2016-11-20 00:00:00	2016-11-20 00:00:00	0	2016-11-20 00:00:00
34	400710	6	103	0	250	0	250	0					2016-11-20 00:00:00	2016-11-20 00:00:00	0	2016-11-20 00:00:00
35	400710	6	110	0	0	250	250	0					2016-11-20 00:00:00	2016-11-20 00:00:00	0	2016-11-20 00:00:00
36	400710	7	25	0	0	0	0	0					2016-11-20 00:00:00	2016-11-20 00:00:00	0	2016-11-20 00:00:00
37	400720	6	103	0	250	0	250	0					2016-11-20 00:00:00	2016-11-20 00:00:00	0	2016-11-20 00:00:00
38	400720	6	110	0	0	250	250	0					2016-11-20 00:00:00	2016-11-20 00:00:00	0	2016-11-20 00:00:00
39	400720	7	25	0	0	0	0	0					2016-11-20 00:00:00	2016-11-20 00:00:00	0	2016-11-20 00:00:00
40	400730	6	103	0	250	0	250	0					2016-11-20 00:00:00	2016-11-20 00:00:00	0	2016-11-20 00:00:00
41	400730	6	110	0	0	250	250	0					2016-11-20 00:00:00	2016-11-20 00:00:00	0	2016-11-20 00:00:00
42	400730	7	25	0	0	0	0	0					2016-11-20 00:00:00	2016-11-20 00:00:00	0	2016-11-20 00:00:00
43	400740	6	103	0	250	0	250	0					2016-11-20 00:00:00	2016-11-20 00:00:00	0	2016-11-20 00:00:00
44	400740	6	110	0	0	250	250	0					2016-11-20 00:00:00	2016-11-20 00:00:00	0	2016-11-20 00:00:00
45	400740	7	25	0	0	0	0	0					2016-11-20 00:00:00	2016-11-20 00:00:00	0	2016-11-20 00:00:00
46	400800	8	10	0	0	0	0	0					2016-12-20 00:00:00	2016-12-20 00:00:00	0	2016-12-20 00:00:00
47	400810	8	10	0	0	0	0	0					2016-12-20 00:00:00	2016-12-20 00:00:00	0	2016-12-20 00:00:00
48	400820	8	10	0	0	0	0	0					2016-12-20 00:00:00	2016-12-20 00:00:00	0	2016-12-20 00:00:00
49	400830	8	10	0	0	0	0	0					2016-12-20 00:00:00	2016-12-20 00:00:00	0	2016-12-20 00:00:00
50	400840	8	10	0	0	0	0	0					2016-12-20 00:00:00	2016-12-20 00:00:00	0	2016-12-20 00:00:00
51	400900	9	20	20	0	0	0	0					2017-01-19 00:00:00	2017-01-19 00:00:00	0	2017-01-19 00:00:00
52	400910	9	20	20	0	0	0	0					2017-01-19 00:00:00	2017-01-19 00:00:00	0	2017-01-19 00:00:00
53	400920	9	20	20	0	0	0	0					2017-01-19 00:00:00	2017-01-19 00:00:00	0	2017-01-19 00:00:00
54	400930	9	20	20	0	0	0	0					2017-01-19 00:00:00	2017-01-19 00:00:00	0	2017-01-19 00:00:00
55	400940	9	20	20	0	0	0	0					2017-01-19 00:00:00	2017-01-19 00:00:00	0	2017-01-19 00:00:00
56	400000	1	1103	130	0	0	0	0					2017-06-01 00:00:00	2017-06-01 00:00:00	0	2017-06-01 00:00:00
57	400010	1	1103	130	0	0	0	0					2017-06-01 00:00:00	2017-06-01 00:00:00	0	2017-06-01 00:00:00
58	400020	1	1103	130	0	0	0	0					2017-06-01 00:00:00	2017-06-01 00:00:00	0	2017-06-01 00:00:00
59	400030	1	1103	130	0	0	0	0					2017-06-01 00:00:00	2017-06-01 00:00:00	0	2017-06-01 00:00:00
60	400040	1	1103	130	0	0	0	0					2017-06-01 00:00:00	2017-06-01 00:00:00	0	2017-06-01 00:00:00
61	400000	1	1104	130	0	0	0	0					2017-06-01 00:00:00	2017-06-01 00:00:00	0	2017-06-01 00:00:00
62	400010	1	1104	130	0	0	0	0					2017-06-01 00:00:00	2017-06-01 00:00:00	0	2017-06-01 00:00:00
63	400020	1	1104	130	0	0	0	0					2017-06-01 00:00:00	2017-06-01 00:00:00	0	2017-06-01 00:00:00
64	400030	1	1104	130	0	0	0	0					2017-06-01 00:00:00	2017-06-01 00:00:00	0	2017-06-01 00:00:00
65	400040	1	1104	130	0	0	0	0					2017-06-01 00:00:00	2017-06-01 00:00:00	0	2017-06-01 00:00:00
66	400000	1	1105	130	0	0	0	0					2017-06-01 00:00:00	2017-06-01 00:00:00	0	2017-06-01 00:00:00
67	400010	1	1105	130	0	0	0	0					2017-06-01 00:00:00	2017-06-01 00:00:00	0	2017-06-01 00:00:00
68	400020	1	1105	130	0	0	0	0					2017-06-01 00:00:00	2017-06-01 00:00:00	0	2017-06-01 00:00:00
69	400030	1	1105	130	0	0	0	0					2017-06-01 00:00:00	2017-06-01 00:00:00	0	2017-06-01 00:00:00
70	400040	1	1105	130	0	0	0	0					2017-06-01 00:00:00	2017-06-01 00:00:00	0	2017-06-01 00:00:00
71	400000	1	1209	130	0	0	0	0					2017-09-28 00:00:00	2017-09-28 00:00:00	0	2017-09-28 00:00:00
72	400010	1	1209	130	0	0	0	0					2017-09-28 00:00:00	2017-09-28 00:00:00	0	2017-09-28 00:00:00
73	400020	1	1209	130	0	0	0	0					2017-09-28 00:00:00	2017-09-28 00:00:00	0	2017-09-28 00:00:00
74	400030	1	1209	130	0	0	0	0					2017-09-28 00:00:00	2017-09-28 00:00:00	0	2017-09-28 00:00:00
75	400040	1	1209	130	0	0	0	0					2017-09-28 00:00:00	2017-09-28 00:00:00	0	2017-09-28 00:00:00
76	700000	10	130	0	101	0	0	0	【単体】敵単体にダメージを与える				2018-02-20 00:00:00	2018-02-20 00:00:00	0	2018-02-20 00:00:00
77	700000	10	130	0	103	0	0	0	【単体】敵単体にダメージを与え、HPを吸収する				2018-02-20 00:00:00	2018-02-20 00:00:00	0	2018-02-20 00:00:00
78	700000	10	130	0	109	0	0	0	【単体】スキル使用者の好感度に応じて敵単体にダメージを与える				2018-02-20 00:00:00	2018-02-20 00:00:00	0	2018-02-20 00:00:00
79	700000	10	130	0	110	0	0	0	【単体】スキル使用者の好感度に応じて敵単体にダメージを与え、HPを吸収する				2018-02-20 00:00:00	2018-02-20 00:00:00	0	2018-02-20 00:00:00
80	700010	10	130	0	108	0	0	0	【2体】2体の敵にダメージを与える				2018-02-22 00:00:00	2018-02-22 00:00:00	0	2018-02-22 00:00:00
81	700020	10	130	0	107	0	0	0	【複数回】複数回、敵にダメージを与える				2018-02-22 00:00:00	2018-02-22 00:00:00	0	2018-02-22 00:00:00
82	700020	10	130	0	111	0	0	0	【複数回】複数回敵にダメージを与え、敵全員にダメージを与える				2018-02-22 00:00:00	2018-02-22 00:00:00	0	2018-02-22 00:00:00
83	700030	10	130	0	104	0	0	0	【全体】敵全員にダメージを与える				2018-02-22 00:00:00	2018-02-22 00:00:00	0	2018-02-22 00:00:00
84	700030	10	130	0	112	0	0	0	【全体】敵全員に敵の残り数に応じてダメージを与える				2018-02-22 00:00:00	2018-02-22 00:00:00	0	2018-02-22 00:00:00
85	700030	10	130	0	117	0	0	0	【全体】敵全員に敵の残り数に応じてダメージを与え、HPを吸収する				2021-07-20 00:00:00	2021-07-20 00:00:00	0	2021-07-20 00:00:00
86	700040	10	130	0	108	0	0	0	【2体】2体の敵にダメージを与える				2018-05-01 00:00:00	2018-05-01 00:00:00	0	2018-05-01 00:00:00
87	700040	10	130	0	107	0	0	0	【複数回】複数回、敵にダメージを与える				2018-05-01 00:00:00	2018-05-01 00:00:00	0	2018-05-01 00:00:00
88	700040	10	130	0	111	0	0	0	【複数回】複数回敵にダメージを与え、敵全員にダメージを与える				2018-05-01 00:00:00	2018-05-01 00:00:00	0	2018-05-01 00:00:00
