24	boss_ant_event19blue0_all_3	紅絹神	もみじん	たなびくマフラーを身に着けているおしゃれ上級者。<br>モミジが巻いているマフラーと非常に良く似ており、<br>マフラーを見ただけでは判別がつかないほど。<br>花騎士達から奪ったほくほく芋は、<br>冬越しと子育てのための食糧にしようとしていたらしい。<br>このあたりに棲むアリ型は、秋になると<br>赤く紅葉したもみじの葉を体につける習慣があり、<br>そこから紅絹（モミ）の名前がついたとされる。<br><br>※緊急任務「山と紅葉と食いしん坊」にて登場	アリ	ベルガモットバレー	28	3	4	1			0
25	boss_spider_event20A_all_3	マエミナイ	まえみない	カボチャを被ったクモ型害虫。<br>元は秋に行われる儀式を手伝う益虫だったが、<br>害虫との接触により凶暴化してしまった。<br>まだ益虫だったころ、被り物のせいで<br>まともに前が見えていなかったのにも関わらず、<br>強がって隠していたため「マエミナイ」と呼ばれていた。<br>害虫化した今は、気配を察知する能力が長けたため、<br>前が見えていなくても問題はないらしい。<br><br>※緊急任務「おばけカボチャの大行進」にて登場	クモ	ブロッサムヒル	29	3	3	6			0
26	boss_spider_event20B_all_3	マエガミエーネ	まえがみえーね	カボチャを被ったクモ型害虫。<br>元は秋に行われる儀式を手伝う益虫だったが、<br>害虫との接触により凶暴化してしまった。<br>強がっていた「マエミナイ」よりも素直だったためか<br>「マエガミエーネ」と呼ばれていた。<br>害虫化した今は、気配を察知する能力が長けたため、<br>前が見えていなくても問題はないらしい。<br><br>※緊急任務「おばけカボチャの大行進」にて登場	クモ	ブロッサムヒル	30	3	3	6			0
27	boss_caterpillar_event20_all_3	魔虫　ケーム	まちゅう　けーむ	トンガリ帽子をかぶっているイモムシ型の害虫。<br>マエミナイ、マエガミエーネと共に<br>儀式に参加する益虫だったが、<br>害虫との接触により凶暴化してしまった。<br>当時はこの帽子が大層お気に入りだったらしく、<br>外そうとすると威嚇をしたらしい。<br>害虫化した今は、お気に入りの帽子のことなど<br>気にも止めず、強力な回転攻撃をしかけてくる。<br><br>※緊急任務「おばけカボチャの大行進」にて登場	イモムシ	ブロッサムヒル	31	3	3	2			0
28	boss_caterpillar_event23A_all_3	オクリィモムシ	おくりぃもむし	スプリングガーデンの良い子の皆のため（？）、<br>自らの体をデコレーションして「プレゼントフォーユー！」<br>と言いながら突進してくる有難迷惑な害虫。<br>元々はケムルオジサンという<br>クリスマスフェスタを盛り上げるための<br>益虫キャラクターと一緒にプレゼントを配っていたが、<br>害虫との接触によって凶暴化してしまった。<br><br>※緊急任務「クリスマスフェスタ」にて登場	ケムシ	ウィンターローズ	36	3	1	8			0
29	boss_caterpillar_event23B_all_3	ケムルオジサン	けむるおじさん	スプリングガーデンの良い子の皆のため（？）、<br>プレゼントを配る優しいオジサンをイメージした害虫。<br>元々はクリスマスフェスタの益虫キャラクターだったが、<br>害虫との接触により凶暴化してしまった。<br>益虫だった時の笑い方が記憶に残っていた様で、<br>「フォッフォッフォ！」と不気味に鳴く。<br>害虫化した今、その鳴き声は<br>なんと実体化して人を襲うとか、襲わないとか……。<br><br>※緊急任務「クリスマスフェスタ」にて登場	ケムシ	ウィンターローズ	37	3	1	8			0
30	enemy_bee_event23_single_3	サビィ・シィ	さびぃ・しぃ	口元にケーキの欠片を付けているハチ型の害虫。<br>元々はクリスマスフェスタで販売されていた<br>ケーキを配達する仕事を担っていた益虫だが、<br>配達途中で害虫化してしまったようだ。<br>害虫化に伴って凶暴になり、<br>配達先の事も依頼人の事も忘れ、配達する予定だった<br>ケーキを孤独に貪るサビィ・シィの姿は、とても寂しい。<br><br>※緊急任務「クリスマスフェスタ」にて登場	ハチ	ウィンターローズ	38	3	1	17			0
31	enemy_fly_blue0_single_2	イチネンハエー	いちねんはえー	ウィンターローズとベルガモットバレーの<br>国境に位置する神殿近くに棲むハエ型害虫。<br>一年をかけてスプリングガーデン各地を集団で移動し、<br>神殿近くまで戻ってくる習性を持つ。<br>この害虫の出現と共に、一年の経過の早さを<br>改めて認識する者も少なくないという。<br><br>※緊急任務「笑う花には福来る」にて登場	ハエ	ウィンターローズ	39	2	1	16			0
32	boss_butterfly_event24_a_all_3	チョウ・イワイダー	ちょう・いわいだー	ウィンターローズとベルガモットバレーの<br>国境に位置する神殿近くに棲むチョウ型害虫。<br>かつて益虫だった頃、その黒と金の艶やかな見た目から<br>新年を祝う縁起物として祝いの席に招かれていたが、<br>凶暴化して害虫となった現在では<br>逆に祝いの席を妨害する存在となってしまった。<br><br>※緊急任務「笑う花には福来る」にて登場	チョウ	ウィンターローズ	42	3	1	12			0
33	boss_mantis_event24_c_all	カガミモチィ	かがみもちぃ	神殿を訪れた参拝者が供えたカガミモチを奪う害虫。<br>罰が当たったのか、食べたカガミモチが原因で<br>たまにお腹を壊して倒れている姿が目撃される。<br><br>お供え物を勝手に持って行ってはいけません！<br><br>※緊急任務「笑う花には福来る」にて登場	カマキリ	ウィンターローズ	43	3	1	4			0
34	boss_butterfly_event24_b_all	チョウ・メデターイ	ちょう・めでたーい	ウィンターローズとベルガモットバレーの<br>国境に位置する神殿近くに棲むチョウ型害虫。<br>体の赤は「始まり」を、白は「終わり」を意味するといわれ、<br>対なる色彩を併せ持つことから、益虫だった頃は<br>健康長寿を願う信仰対象とされていた。<br>しかし凶暴化して害虫となった現在では、<br>逆に死をもたらす存在となってしまっているようだ。<br><br>※緊急任務「笑う花には福来る」にて登場	チョウ	ウィンターローズ	44	3	1	12			0
35	raid100001_3	トライサンボン	とらいさんぼん	巨大なカブトムシ型の害虫。<br>螺旋状の三本角と、<br>空腹から常に垂らしているヨダレが特徴。<br>獲物を探して街の近くまで降りてくるので遭遇しやすく、<br>騎士団にとってはある意味見慣れた存在でもある。	カブトムシ	ブロッサムヒル	45	3	3	3			0
36	raid020003_3	ジョオジョバチ	じょおじょばち	巨大な針を使った素早い攻撃も脅威だが、<br>自分が産んだ小蜂と交わって、際限なく増え続けるなど、<br>繁殖力が高い点が危険視されている。	ハチ	ウィンターローズ	46	3	1	17			0
37	raid060002	タネモチィ	たねもちぃ	常に色々な種類のタネを抱えている。<br>このタネには他の害虫が好む物も混ざっており、<br>強い害虫にパシリ扱いされているのではないかと<br>言われている、ちょっと気の毒な害虫。	カマキリ	スプリングガーデン各地	47	4	8	4			0
38	raid000002_3	タネホシードー	たねほしーどー	巨大なハエ型の害虫。<br>タネが大好きで、大量のタネを隠し持っている。<br>たくさん持っているのにまだ欲しがる、<br>かなり欲張りなヤツ。<br>倒すと、装備を製造するのに適したタネが手に入る。	ハエ	スプリングガーデン各地	48	3	8	16			0
39	raid080000_3	スコルスコヴィル	すこるすこゔぃる	赤く燃えるような表皮が特徴的な害虫。<br>体温は数千度に達していると言われ、<br>その体液すら凶器となる。<br>ただ、その肉は食べることができる。<br>人によっては一か月舌が痺れるほどの激辛っぷりで、<br>一部の激辛マニアの間で珍重されている。	サソリ	スプリングガーデン各地	49	3	8	10			0
40	raid020000_3	ダマービィ	だまーびぃ	ブロッサムヒル近辺に生息し、<br>花から蜜を吸って巣に貯蔵する。<br>人が少ない場所で隠れて繁殖する習性があり、<br>気がつくと大量に増え、周囲のエサを食いつくした個体が<br>人里に降りてきて、被害を出すケースが後を絶たない。<br>このためブロッサムヒルでは年に一度、<br>大狩猟祭として、ダマービィを探して狩る風習がある。<br><br>※緊急任務「フォスの大狩猟祭」にて登場	ハチ	ブロッサムヒル	50	3	3	17			0
41	boss_butterfly_event19yellow0_all_4	ダイ・エッター	だい・えったー	常に体内の栄養を燃焼して、エネルギーに変えている。<br>本来ならその分を食べる必要があるはずだが、<br>繁殖活動を行う秋にはほとんど何も食べずに過ごす。<br>どうやら害虫の世界でも、<br>痩せている方が美しいとされるようだ。<br>このため、繁殖期は常に餓えており、<br>性格もより獰猛になっている。<br>餓えよりも見た目を気にする、自分に厳しい害虫。<br><br>※緊急任務「山と紅葉と食いしん坊」にて登場	チョウ	ベルガモットバレー	52	4	4	12			0
42	boss_mantis_event190_all_5	ダイ・タベホウ	だい・たべほう	巨大な体躯に相応しく、一日の食事量は半端ではない。<br>雑食性で、なんでも食べる。もりもり食べる。<br>秋には食事量が日ごとに増えていき、<br>最終的には一日で山を一つ、ハゲ山に変えてしまうとか。<br>しかしなぜか、一定以上は決して体重が増えない。<br>この「いくら食べても太らない体質」のせいで、<br>一部の花騎士から羨望と恨みを買っている。<br><br>※緊急任務「山と紅葉と食いしん坊」にて登場	カマキリ	ベルガモットバレー	53	5	4	4			0
43	event25_b_4	オートゥナビィータ	おーとぅなゔぃーた	とても成熟された、大物の風格が漂う害虫。<br>戦うだけではなく、時には逃げ隠れし、<br>時には子孫を残し、そうして長年の間、<br>討伐されることなく騎士団と渡り合ってきた<br>歴戦の古強者であるため、生半可な経験しかない<br>花騎士では逆に手玉に取られてしまうほど。<br>知性のない害虫には珍しく若い世代の害虫を<br>気にかけているようだが、同時に不満も多いらしい。<br><br>※緊急任務「目指せ！　一流の花騎士」にて登場	ハチ	ブロッサムヒル	57	4	3	17			0
44	event25_c_5	ジャイアント	じゃいあんと	その名の通り、体の大きな害虫。<br>派手な外見で周囲に存在感をアピールしている。<br>ガキ大将のような性格で<br>「誰かのモノは自分のモノ」だと考えている。<br>ただし、自分の仲間がピンチの時は、<br>その身を張って相手に立ち向かうこともある……らしい。<br><br>※緊急任務「目指せ！　一流の花騎士」にて登場	アリ	ブロッサムヒル	58	5	3	1			0
45	event33_a_4	アシガラーニョ	あしがらーにょ	傘を被っているような頭部を持つ。<br>ショーグモン、ダイショーグモンとは同種であり、<br>この三種で常に大きな群れを作って移動するが、<br>二種に使役される立場にある。個体は全てオス。<br>ただし、一定の条件を満たすと、ショーグモンや<br>ダイショーグモンに変態する事があるらしい。<br><br>※緊急任務「東西奔走スタンプラリー」にて登場	クモ	スプリングガーデン各地	62	4	8	6			0
46	event33_b_5	ショーグモン	しょーぐもん	金色の兜のような頭部を持つ。<br>アシガラーニョ、ダイショーグモンとは同種であり、<br>アシガラーニョを使役する一方で、<br>ダイショーグモンには使われる立場にある。<br>なお、ショーグモンは全てオスである。<br><br>※緊急任務「東西奔走スタンプラリー」にて登場	クモ	スプリングガーデン各地	63	5	8	6			0
47	event33_c_5	ダイショーグモン	だいしょーぐもん	黄金の甲冑を着込んだような表皮を持つ。<br>アシガラーニョ、ショーグモンとは同種であり、<br>この二者を支配している。<br>ダイショーグモンは全てメスであり、<br>交尾したショーグモンをメス化させ、<br>ダイショーグモンに変態させる。<br>変態したダイショーグモンは<br>新たな群れのリーダーになる。<br><br>※緊急任務「東西奔走スタンプラリー」にて登場	クモ	スプリングガーデン各地	64	5	8	6			0
48	event27_a_5	チョコホスィ	ちょこほすぃ	何かの拍子にチョコレートの味を覚えてしまい、<br>チョコを求めて人里に降りてきた害虫。<br>人からすると脅威なので倒さざるを得ないが、<br>向こうは純粋にチョコレートが欲しいらしい。<br>哀しき害虫。<br><br>※緊急任務「バレンタイン・ナイト」にて登場	アリ	ウィンターローズ	65	5	1	1			0
49	enemy_bee_magenta0_single_3	サー・ヴィター	さー・ゔぃたー	古代害虫ゼロ・ジョバチィに仕える働きバチ。<br>ゼロ・ジョバチィに比べると小柄だが、<br>それでも毒針の一刺しは強烈。	ハチ	？？？	67	3	8	17			0
50	whale010001_5	ゼロ・ジョバチィ	ぜろ・じょばちぃ	ジョオジョバチの祖先にあたる古代害虫。<br>かつてあらゆるハチの頂点に君臨し、<br>バナナオーシャンの諸島を支配していた。<br>その手下の多さから、一時期は最も多く世界花の力を<br>集めた害虫となったが、それゆえに最も危険視され、<br>当時の花騎士たちに討たれ海底深くに封印された。<br>原点たるゼロの名を冠し、<br>すべてを混迷へと引きずり込む波動を放つ。	ハチ	？？？	68	5	8	17			0
51	enemy020000_2	戦闘ブンブン	せんとうぶんぶん	敵を見つけると真っ先に突撃する習性がある。<br>しかしとても弱いので、<br>簡単に倒されてしまうことがほとんど。<br>実力が伴っていれば脅威だったかもしれない。	ハチ	ブロッサムヒル	4	2	3	17			0
52	enemy070001_2	アリアント	ありあんと	鋭い爪と顎を備えたアリ型の害虫。<br>実に安直とも言えるその名称は、<br>発見者である研究者の両親が<br>それぞれ別の国の出身であったからと言われる。	アリ	リリィウッド	7	2	5	1			0
53	raid020000_4	プラナムーヌ	ぷらなむーぬ	遥か天より高い場所、<br>宙（そら）に浮かぶムーヌの名を冠する極限指定害虫。<br>かつてコダイバナの国で宙を観測し研究していた者が、<br>一定の周期をもって破壊活動を行うその習性が<br>星の動きに似ていると考え、なぞって名付けた。	ハチ	コダイバナ	12	4	6	17			0
54	enemy_mantis_blue0_single_2	パンオイッスィ	ぱんおいっすぃ	主食がパンという珍しい害虫。<br>はじめの頃はパン以外に見向きもしなかったが、<br>人々が美味しいパンを作る存在であることに気づくと、<br>パンを求めて人を襲い始めるようになった。<br>大好きなパンを食べる姿はとても幸せそうである。<br><br>※緊急任務「秋空に響く応援歌」にて登場	カマキリ	ベルガモットバレー	26	2	4	4			0
55	boss_mantis_event210_black_all_3	ガンバリスギィ	がんばりすぎぃ	益虫だった頃、他のカマキリ型より<br>頑張り過ぎなくらい頑張っていたため、<br>その名がつけられた。<br>ちょっと無理をし過ぎても頑張ってしまう所が玉に瑕で、<br>よく道端に倒れている姿が見受けられたとか。<br>同僚（？）のハタラキスギィに負けないよう、<br>頑張っていたのかもしれない……。<br><br>※緊急任務「世界花に愛を込めて」にて登場	カマキリ	リリィウッド	32	3	5	4			0
56	boss_mantis_event210_white_all_3	ハタラキスギィ	はたらきすぎぃ	益虫だった頃、他のカマキリ型より<br>働き過ぎなくらい働いていたため、<br>その名がつけられた。<br>働き過ぎではあったのだが、<br>ガンバリスギィよりも効率よく働いていたので、<br>人々からの評価はガンバリスギィよりも高かった。<br>彼らが人のために働くことは、もうないのかもしれない。<br><br>※緊急任務「世界花に愛を込めて」にて登場	カマキリ	リリィウッド	33	3	5	4			0
57	enemy_mantis_blue0_single_3	シズククレ	しずくくれ	リリィウッドの祭礼に必要な<br>陽光の雫を好んで集める習性をもつ。<br>害虫化する前は雫を探すために利用されていたが、<br>感謝の気持ちが足りていない人には<br>雫を渡さないという、少々実直すぎるところがあった。<br>現在では代わりに同等の能力を持つ<br>導きの光虫が利用される。<br><br>※緊急任務「世界花に愛を込めて」にて登場	カマキリ	リリィウッド	34	3	5	4			0
58	raid120002_3	サモス・ギモス	さもす・ぎもす	ウィンターローズを中心とした<br>寒冷地に生息するチョウ型害虫。<br>サモスという同種のチョウ型害虫が進化した害虫で、<br>寒すぎるくらい過酷な地方を好んで生活している。<br>太陽の熱を得るため羽根が黒く変色しているようだが、<br>雪原ではかえって目立つという何ともドジな害虫。<br><br>※緊急任務「聖夜の為にベルは鳴る」にて登場	チョウ	ウィンターローズ	35	3	1	12			0
59	enemy_greencaterpillar_blue0_single_2	イソガシ	いそがし	ボス害虫の支配下で、いつも忙しそうにしている害虫。<br>人を襲ったり、食べ物を集めたり、<br>ジャマをしてくる花騎士と戦ったりするのも、<br>すべてはボス害虫の命令。<br>いつでも忙しい彼らが自らの意志で襲いかかるのは、<br>暇そうにしている人々なのだとか。<br><br>※緊急任務「笑う花には福来る」にて登場	イモムシ	ウィンターローズ	40	2	1	2			0
60	enemy_mantis_blue0_single_2	ユクトッスィ	ゆくとっすぃ	ウィンターローズとベルガモットバレーの<br>国境に位置する神殿近くに棲むカマキリ型害虫。<br>ある時期になると急激に目撃情報が増え、<br>そしてまたある時期を境に目撃情報が激減する。<br>そのある時期というのが年末年始だったために<br>この名がつき、一部騎士団はユクトッスィの討伐を<br>年の最後の仕事とし、それから年越しの準備をする。<br><br>※緊急任務「笑う花には福来る」にて登場	カマキリ	ウィンターローズ	41	2	1	4			0
61	boss_butterfly_event19green0_all_3	ダイ・エット	だい・えっと	常に体内の栄養を燃焼して、エネルギーに変えている。<br>その分、大量のエサを必要とするので<br>人の生活圏に迷い込んでくることもしばしば。<br><br>※緊急任務「山と紅葉と食いしん坊」にて登場	チョウ	ベルガモットバレー	51	3	4	12			0
62	boss_butterfly_event22_001_all_3	ユキヨン	ゆきよん	ウィンターローズを中心とした寒冷地に<br>生息するチョウ型害虫。<br>白く輝く体色は、雪景色の一部に擬態して<br>獲物を襲うためと考えられている。<br>クリスタルのように光り輝く美しいものに<br>惹かれる習性があるため、<br>クリスマスの時期になるとツリーの星飾りを狙って<br>人里付近に現れることがある。<br><br>※緊急任務「聖夜の為にベルは鳴る」にて登場	チョウ	ウィンターローズ	54	3	1	12			0
63	boss_butterfly_event22_002_all_4	トケルデス	とけるです	ウィンターローズを中心とした寒冷地に<br>生息するチョウ型害虫。<br>ユキヨンよりも雪景色に溶け込もうとした結果、<br>体色が少し水っぽくなってしまった。<br>そのため川や氷結湖の上でなければあまり擬態できず、<br>生息地も徐々にそちらへ移っていったため、<br>目撃と被害の報告は減少傾向にある。<br><br>※緊急任務「聖夜の為にベルは鳴る」にて登場	チョウ	ウィンターローズ	55	4	1	12			0
64	boss_beetle_event22_003_all_5	スノービートル	すのーびーとる	ウィンターローズを中心とした寒冷地に<br>生息するカブトムシ型害虫。<br>進化のルーツとしては他のカブトムシ型と変わらないが、<br>過酷な環境で身につけた高い生命力を持ち、<br>とても凶暴で好戦的。<br>目撃情報は滅多にないが、<br>まれに人里に出現することがあり、その場合、<br>複数の騎士団が協力して討伐にあたる。<br><br>※緊急任務「聖夜の為にベルは鳴る」にて登場	カブトムシ	ウィンターローズ	56	5	1	3			0
65	event29_a_4	コォーセイジヨシ	こぉーせいじよし	大きなハチ型害虫。<br>若い女性のような性格のため、流行にはとても敏感。<br>流行に気を遣っているうちに、<br>見た目が制服のように変異した。<br>この見た目が若い女性を中心に、密かに人気があり、<br>一部の花騎士はファッションの手本にしている。<br><br>※緊急任務「春風に舞う騎士の門出」にて登場	ハチ	ブロッサムヒル	59	4	3	17			0
66	event29_b_5	ソッギョーセィ	そっぎょーせぃ	大きなアリ型害虫。<br>襟の立った服のような外見をしている。<br>思春期の少年のようにやんちゃな性格。<br>ちょっとした悪いことや、異性に興味がある。<br>まだまだ半人前なところもあり、<br>大物の風格を持つオートゥナビータに憧れている。<br><br>※緊急任務「春風に舞う騎士の門出」にて登場	アリ	ブロッサムヒル	60	5	3	1			0
67	raid100002_3	コイノボビートル	こいのぼびーとる	三本の黄金に輝く角が特徴的。<br>アシガラーニョ、ショーグモン、ダイショーグモンとは<br>共生関係にあり、この三種の群れと一緒に行動する。<br>群れの周辺を警護する代わりに、<br>エサを提供してもらっている。<br><br>※緊急任務「東西奔走スタンプラリー」にて登場	カブトムシ	スプリングガーデン各地	61	3	8	3			0
68	event31_a_5	フライング・ブチョー	ふらいんぐ・ぶちょー	異世界の教本から魔力を得て突然変異した害虫。<br>目から謎の光線を発し、これをずっと見ていると、<br>的外れなお説教を受けている時のような感覚になり、<br>体力をドンドン奪われ、やがて倒れてしまう。<br>このため、相対した際は目を見ない事が大切とされる。<br><br>※緊急任務「春めくスカネの古書祭り」にて登場	ハエ	ブロッサムヒル	66	5	3	16			0
69	enemy_fly_yellow0_single_3	ミナゥ・バーエ	みなぅ・ばーえ	古代害虫ドン・ヨークに仕える子バエ。<br>子バエとはいえ戦闘能力は高く、ドン・ヨークの命に従い、<br>この世のすべてを奪っていこうとする。	ハエ	？？？	69	3	8	16			0
70	whale010002_5	強翼のドン・ヨーク	ごうよくのどん・よーく	タネホシードーの祖先にあたる古代害虫。<br>かつてこの世のすべてを欲し、<br>手下を従え世界征服に乗り出した。<br>コダイバナの国の三割はこの害虫により<br>滅ぼされたと伝えられており、<br>多くの花騎士の犠牲と引き換えに封印した際も、<br>その力のすべては出さず、<br>ただ自らの内に閉じ込めて眠っていったという。<br>強欲な翼がはためくたびに、何もかもが奪われてゆく。	ハエ	？？？	70	5	8	16			0
71	enemy_fly_red0_single_2	チョイヨワ虫	ちょいよわむし	ヨワ虫よりもほんのちょっぴり強い害虫。<br>そのため少し調子に乗っているところがあるが、<br>害虫の中では下から数えた方が早いくらい弱いので、<br>新米花騎士の腕試し相手が関の山なのは相変わらず。	ハエ	ブロッサムヒル	71	2	3	16			0
