148	キヌタソウの装花	224706	1	265	1	0			0	
149	キヌタソウの技花	224705	5	265	1	100			0	
150	ローダンセの装花	230806	1	311	1	0			0	
151	ローダンセの技花	230805	5	311	1	100			0	
152	ロベリアの装花	260702	1	388	1	0			0	
153	ロベリアの技花	260701	5	388	1	100			0	
154	ミズバコパの装花	264402	1	392	1	0			0	
155	ミズバコパの技花	264401	5	392	1	100			0	
156	アンリの装花	232914	1	335	1	0			0	
157	アンリの技花	232913	5	335	1	100			0	
158	イフェイオンの装花	232006	1	397	1	0			0	
159	イフェイオンの技花	232005	5	397	1	100			0	
160	スズシロの装花	210304	1	401	1	0			0	
161	スズシロの技花	210303	5	401	1	100			0	
162	メギの装花	237802	1	405	1	0			0	
163	メギの技花	237801	5	405	1	100			0	
164	ヤマゴーヤの装花	264002	1	413	1	0			0	
165	ヤマゴーヤの技花	264001	5	413	1	100			0	
166	タツナミソウの装花	261106	1	417	1	0			0	
167	タツナミソウの技花	261105	5	417	1	100			0	
168	クラスペディアの装花	240822	1	423	1	0			0	
169	クラスペディアの技花	240821	5	423	1	100			0	
170	ヒギリの装花	245502	1	427	1	0			0	
171	ヒギリの技花	245501	5	427	1	100			0	
172	ツツジ(新人)の装花	234202	1	419	1	0			0	
173	ツツジ(新人)の技花	234201	5	419	1	100			0	
174	カリンの装花	241904	1	432	1	0			0	
175	カリンの技花	241903	5	432	1	100			0	
176	トレニアの装花	254406	1	384	1	0			0	
177	トレニアの技花	254405	5	384	1	100			0	
178	ビバーナムの装花	260016	1	437	1	0			0	
179	ビバーナムの技花	260015	5	437	1	100			0	
180	コリウスの装花	241110	1	441	1	0			0	
181	コリウスの技花	241109	5	441	1	100			0	
182	トウカの装花	263502	1	446	1	0			0	
183	トウカの技花	263501	5	446	1	100			0	
184	ウルシの装花	268502	1	450	1	0			0	
185	ウルシの技花	268501	5	450	1	100			0	
186	"霊獣 命のアンプルゥ・上"	5030	8	0	30	0			0	
187	"霊獣 攻のアンプルゥ・上"	5040	9	0	10	0			0	
188	"霊獣 守のアンプルゥ・上"	5050	10	0	4	0			0	
189	キヌサヤの装花	232410	1	454	1	0			0	
190	キヌサヤの技花	232409	5	454	1	100			0	
191	キンセンカの装花	230808	1	458	1	0			0	
192	キンセンカの技花	230807	5	458	1	100			0	
193	アデニウムの装花	265002	1	462	1	0			0	
194	アデニウムの技花	265001	5	462	1	100			0	
195	テッポウユリの装花	252720	1	466	1	0			0	
196	テッポウユリの技花	252719	5	466	1	100			0	
197	アヤメの装花	260410	1	470	1	0			0	
198	アヤメの技花	260409	5	470	1	100			0	
199	カカラの装花	240004	1	474	1	0			0	
200	カカラの技花	240003	5	474	1	100			0	
201	レインボーローズの装花	221902	1	478	1	0			0	
202	レインボーローズの技花	221901	5	478	1	100			0	
207	ミズヒキの装花	261602	1	483	1	0			0	
208	ミズヒキの技花	261601	5	483	1	100			0	
209	ビンカの装花	235002	1	487	1	0			0	
210	ビンカの技花	235001	5	487	1	100			0	
211	チューベローズの装花	220002	1	492	1	0			0	
212	チューベローズの技花	220001	5	492	1	100			0	
213	スイセイランの装花	212822	1	496	1	0			0	
214	スイセイランの技花	212821	5	496	1	100			0	
215	セアノサスの技花	230007	5	501	1	100			0	
216	セアノサスの装花	230008	1	501	1	0			0	
217	バイケイソウの技花	262701	5	433	1	100			0	
218	バイケイソウの装花	262702	1	433	1	0			0	
219	アベリアの技花	240005	5	506	1	100			0	
220	アベリアの装花	240006	1	506	1	0			0	
221	グーズベリーの技花	230009	5	510	1	100			0	
222	グーズベリーの装花	230010	1	510	1	0			0	
223	ゼブリナの技花	238001	5	514	1	100			0	
224	ゼブリナの装花	238002	1	514	1	0			0	
225	ボタンヅルの技花	252913	5	518	1	100			0	
226	ボタンヅルの装花	252914	1	518	1	0			0	
227	イフェイオンの技花	232007	5	515	1	100			0	
228	イフェイオンの装花	232008	1	515	1	0			0	
229	オレガノの技花	261107	5	516	1	100			0	
230	オレガノの装花	261108	1	516	1	0			0	
231	カウスリップの技花	230903	5	517	1	100			0	
232	カウスリップの装花	230904	1	517	1	0			0	
233	ラークスパー(ハロウィン)の技花	252911	5	519	1	100			0	
234	ラークスパー(ハロウィン)の装花	252912	1	519	1	0			0	
235	キツネノボタンの技花	262903	5	520	1	100			0	
236	キツネノボタンの装花	262904	1	520	1	0			0	
237	ワルナスビ(ハロウィン)の技花	225609	5	521	1	100			0	
238	ワルナスビ(ハロウィン)の装花	225610	1	521	1	0			0	
239	ルコウソウの技花	222307	5	522	1	100			0	
240	ルコウソウの装花	222308	1	522	1	0			0	
241	エノテラ(天つ花の令嬢)の技花	254303	5	523	1	100			0	
242	エノテラ(天つ花の令嬢)の装花	254304	1	523	1	0			0	
243	アネモネ(天つ花の令嬢)の技花	232917	5	524	1	100			0	
244	アネモネ(天つ花の令嬢)の装花	232918	1	524	1	0			0	
245	トリカブト(天つ花の令嬢)の技花	212907	5	525	1	100			0	
246	トリカブト(天つ花の令嬢)の装花	212908	1	525	1	0			0	
247	ハナオクラの技花	240105	5	526	1	100			0	
248	ハナオクラの装花	240106	1	526	1	0			0	
249	セルリア(きぐるみ)の技花	219503	5	527	1	100			0	
250	セルリア(きぐるみ)の装花	219504	1	527	1	0			0	
251	セントポーリア(きぐるみ)の技花	230503	5	528	1	100			0	
252	セントポーリア(きぐるみ)の技花	230504	1	528	1	0			0	
253	オシロイバナ(きぐるみ)の技花	223903	5	529	1	100			0	
254	オシロイバナ(きぐるみ)の装花	223904	1	529	1	0			0	
255	カノコユリの技花	222713	5	530	1	100			0	
256	カノコユリの装花	222714	1	530	1	0			0	
259	オニユリ(クリスマス)の技花	242705	5	533	1	100			0	
260	オニユリ(クリスマス)の装花	242706	1	533	1	0			0	
261	オジギソウ(クリスマス)の技花	210411	5	534	1	100			0	
262	オジギソウ(クリスマス)の装花	210412	1	534	1	0			0	
263	キリンソウ(クリスマス)の技花	258103	5	535	1	100			0	
264	キリンソウ(クリスマス)の装花	258104	1	535	1	0			0	
265	フユサンゴの技花	265603	5	536	1	100			0	
266	フユサンゴの装花	265604	1	536	1	0			0	
267	ナイトフロックス(クリスマス)の技花	254407	5	538	1	100			0	
268	ナイトフロックス(クリスマス)の装花	254408	1	538	1	0			0	
269	アルテミシア(クリスマス)の技花	240827	5	539	1	100			0	
270	アルテミシア(クリスマス)の装花	240828	1	539	1	0			0	
271	エニシダ(クリスマス)の技花	232413	5	540	1	100			0	
272	エニシダ(クリスマス)の装花	232414	1	540	1	0			0	
273	コーレアの技花	213003	5	541	1	100			0	
274	コーレアの装花	213004	1	541	1	0			0	
275	チェリーセージ(新春)の技花	211109	5	542	1	100			0	
276	チェリーセージ(新春)の装花	211110	1	542	1	0			0	
277	サカキの技花	221705	5	543	1	100			0	
278	サカキの装花	221706	1	543	1	0			0	
279	アカシア(新春)の技花	232415	5	544	1	100			0	
280	アカシア(新春)の装花	232416	1	544	1	0			0	
281	マイヅルソウの技花	260025	5	545	1	100			0	
282	マイヅルソウの装花	260026	1	545	1	0			0	
283	クラリンドウの技花	215503	5	502	1	100			0	
284	クラリンドウの装花	215504	1	502	1	0			0	
285	ガウラの技花	264301	5	547	1	100			0	
286	ガウラの装花	264302	1	547	1	0			0	
287	ディアスキアの技花	244407	5	548	1	100			0	
288	ディアスキアの装花	244408	1	548	1	0			0	
289	コオニタビラコの技花	260803	5	549	1	100			0	
290	コオニタビラコの装花	260804	1	549	1	0			0	
291	ポンデテリアの技花	267903	5	550	1	100			0	
292	ポンデテリアの装花	267904	1	550	1	0			0	
293	"覚醒竜 センティ"	15000	11	0	5	0			0	
294	ノイバラの技花	211913	5	552	1	100			0	
295	ノイバラの装花	211914	1	552	1	0			0	
296	カランコエの技花	218103	5	553	1	100			0	
297	カランコエの装花	218104	1	553	1	0			0	
298	ノヴァーリス(雪華の女王)の技花	211911	5	554	1	100			0	
299	ノヴァーリス(雪華の女王)の装花	211912	1	554	1	0			0	
300	ミニバラの技花	211915	5	555	1	100			0	
301	ミニバラの装花	211916	1	555	1	0			0	
302	デンドロビウム(バレンタイン)の技花	212827	5	556	1	100			0	
303	デンドロビウム(バレンタイン)の装花	212828	1	556	1	0			0	
304	シンビジューム(バレンタイン)の技花	212825	5	557	1	100			0	
305	シンビジューム(バレンタイン)の装花	212826	1	557	1	0			0	
306	オンシジューム(バレンタイン)の技花	212823	5	558	1	100			0	
307	オンシジューム(バレンタイン)の装花	212824	1	558	1	0			0	
308	ノースポールの技花	210817	5	559	1	100			0	
309	ノースポールの装花	210818	1	559	1	0			0	
310	シズ(ドウダンツツジ)の技花	234207	5	563	1	100			0	
311	シズ(ドウダンツツジ)の装花	234208	1	563	1	0			0	
312	異世界の炎使いの技花	234209	5	567	1	100			0	
313	異世界の炎使いの装花	234210	1	567	1	0			0	
314	アンゼリカの技花	269603	5	568	1	100			0	
315	アンゼリカの装花	269604	1	568	1	0			0	
316	ジャノメエリカの技花	214203	5	569	1	100			0	
317	ジャノメエリカの装花	214204	1	569	1	0			0	
318	ウサギゴケの技花	260013	5	570	1	100			0	
319	ウサギゴケの装花	260014	1	570	1	0			0	
320	バイカソウの技花	260017	5	571	1	100			0	
321	バイカソウの装花	260018	1	571	1	0			0	
322	サザンクロス(温泉浴衣)の技花	233003	5	572	1	100			0	
323	サザンクロス(温泉浴衣)の装花	233004	1	572	1	0			0	
324	ヘチマの技花	244003	5	573	1	100			0	
325	ヘチマの装花	244004	1	573	1	0			0	
326	フェンネル(温泉浴衣)の技花	269609	5	574	1	100			0	
327	フェンネル(温泉浴衣)の装花	269610	1	574	1	0			0	
328	アナナスの技花	258901	5	575	1	100			0	
329	アナナスの装花	258902	1	575	1	0			0	
330	アステリカリスの技花	260807	5	576	1	100			0	
331	アステリカリスの装花	260808	1	576	1	0			0	
332	スキラの技花	230013	5	577	1	100			0	
333	スキラの装花	230014	1	577	1	0			0	
334	ヒヤシンスの技花	266701	5	578	1	100			0	
335	ヒヤシンスの装花	266702	1	578	1	0			0	
336	カゲツの技花	210005	5	579	1	100			0	
337	カゲツの装花	210006	1	579	1	0			0	
338	ニリンソウ(監獄島)の技花	212909	5	580	1	100			0	
339	ニリンソウ(監獄島)の装花	212910	1	580	1	0			0	
340	シルフィウムの技花	220827	5	581	1	100			0	
341	シルフィウムの装花	220828	1	581	1	0			0	
342	アキレア(監獄島)の技花	250817	5	582	1	100			0	
343	アキレア(監獄島)の装花	250818	1	582	1	0			0	
344	アンゲロニアの技花	224401	5	583	1	100			0	
345	アンゲロニアの装花	224402	1	583	1	0			0	
346	ワタチョロギ(イースター)の技花	241113	5	584	1	100			0	
347	ワタチョロギ(イースター)の装花	241114	1	584	1	0			0	
348	ブラックバッカラ(イースター)の技花	211917	5	585	1	100			0	
349	ブラックバッカラ(イースター)の装花	211918	1	585	1	0			0	
350	ウサギギクの技花	220821	5	586	1	100			0	
351	ウサギギクの装花	220822	1	586	1	0			0	
352	アナガリスの技花	230905	5	587	1	100			0	
353	アナガリスの装花	230906	1	587	1	0			0	
354	オトギリソウ(ベイサボール)の技花	243803	5	588	1	100			0	
355	オトギリソウ(ベイサボール)の装花	243804	1	588	1	0			0	
356	クリンソウの技花	260903	5	589	1	100			0	
357	クリンソウの装花	260904	1	589	1	0			0	
358	ビバーナム(ベイサボール)の技花	260027	5	590	1	100			0	
359	ビバーナム(ベイサボール)の装花	260028	1	590	1	0			0	
360	ノラナの技花	220005	5	591	1	100			0	
361	ノラナの装花	220006	1	591	1	0			0	
362	フィソステギアの技花	251101	5	593	1	100			0	
363	フィソステギアの装花	251102	1	593	1	0			0	
364	ボリジの技花	235103	5	594	1	100			0	
365	ボリジの装花	235104	1	594	1	0			0	
366	タラゴンの技花	250813	5	595	1	100			0	
367	タラゴンの装花	250814	1	595	1	0			0	
368	ソリダスターの技花	220823	5	596	1	100			0	
369	ソリダスターの装花	220824	1	596	1	0			0	
370	ブンタンの技花	253003	5	597	1	100			0	
371	ブンタンの装花	253004	1	597	1	0			0	
372	スミシアンサの技花	260501	5	598	1	100			0	
373	スミシアンサの装花	260502	1	598	1	0			0	
374	ゴデチアの技花	224307	5	599	1	100			0	
375	ゴデチアの装花	224308	1	599	1	0			0	
376	エリンギの技花	260023	5	600	1	100			0	
377	エリンギの装花	260024	1	600	1	0			0	
378	サフラン(ジューンブライド)の技花	210413	5	601	1	100			0	
379	サフラン(ジューンブライド)の装花	210414	1	601	1	0			0	
380	ヘレニウム(ジューンブライド)の技花	220825	5	602	1	100			0	
381	ヘレニウム(ジューンブライド)の装花	220826	1	602	1	0			0	
382	ハリエンジュ(ジューンブライド)の技花	232417	5	603	1	100			0	
383	ハリエンジュ(ジューンブライド)の装花	232418	1	603	1	0			0	
384	ブラキカムの技花	210819	5	604	1	100			0	
385	ブラキカムの装花	210820	1	604	1	0			0	
386	ランギクの技花	245503	5	605	1	100			0	
387	ランギクの装花	245504	1	605	1	0			0	
388	マスデバリアの技花	232803	5	606	1	100			0	
389	マスデバリアの装花	232804	1	606	1	0			0	
390	プラムの技花	231929	5	607	1	100			0	
391	プラムの装花	231930	1	607	1	0			0	
392	ホスタの技花	266703	5	608	1	100			0	
393	ホスタの装花	266704	1	608	1	0			0	
394	ハマナデシコの技花	261801	5	609	1	100			0	
395	ハマナデシコの装花	261802	1	609	1	0			0	
396	カズラの技花	222403	5	610	1	100			0	
397	カズラの装花	222404	1	610	1	0			0	
398	デュランタの技花	255501	5	611	1	100			0	
399	デュランタの装花	255502	1	611	1	0			0	
400	テンナンショウの技花	253403	5	612	1	100			0	
401	テンナンショウの装花	253404	1	612	1	0			0	
402	ギリアの技花	230011	5	613	1	100			0	
403	ギリアの装花	230012	1	613	1	0			0	
404	ツルバキアの技花	240007	5	614	1	100			0	
405	ツルバキアの装花	240008	1	614	1	0			0	
406	フリチラリアの技花	252721	5	615	1	100			0	
407	フリチラリアの装花	252722	1	615	1	0			0	
408	イソギクの技花	260805	5	616	1	100			0	
409	イソギクの装花	260806	1	616	1	0			0	
410	アキメネスの技花	260503	5	617	1	100			0	
411	アキメネスの装花	260504	1	617	1	0			0	
412	ルリタマアザミの技花	250819	5	618	1	100			0	
413	ルリタマアザミの装花	250820	1	618	1	0			0	
414	モミジ(水着)の技花	255305	5	619	1	100			0	
415	モミジ(水着)の装花	255306	1	619	1	0			0	
416	モントブレチアの技花	220403	5	620	1	100			0	
417	モントブレチアの装花	220404	1	620	1	0			0	
418	チャノキの技花	241705	5	546	1	100			0	
419	チャノキの装花	241706	1	546	1	0			0	
420	アイビー(水着)の技花	244807	5	622	1	100			0	
421	アイビー(水着)の装花	244808	1	622	1	0			0	
422	エビネの技花	232805	5	623	1	100			0	
423	エビネの装花	232806	1	623	1	0			0	
424	サクラ(水着)の技花	231933	5	624	1	100			0	
425	サクラ(水着)の装花	231934	1	624	1	0			0	
426	ロエオの技花	228001	5	625	1	100			0	
427	ロエオの装花	228002	1	625	1	0			0	
428	クローブの技花	265801	5	626	1	100			0	
429	クローブの装花	265802	1	626	1	0			0	
430	パピルスの技花	260029	5	627	1	100			0	
431	パピルスの装花	260030	1	627	1	0			0	
432	ネムノキの技花	262401	5	628	1	100			0	
433	ネムノキの装花	262402	1	628	1	0			0	
434	シザンサスの技花	265607	5	629	1	100			0	
435	シザンサスの装花	265608	1	629	1	0			0	
436	アンチューサの技花	235105	5	630	1	100			0	
437	アンチューサの装花	235106	1	630	1	0			0	
438	コケモモの技花	254209	5	631	1	100			0	
439	コケモモの装花	254210	1	631	1	0			0	
440	ホウセンカの技花	220007	5	632	1	100			0	
441	ホウセンカの装花	220008	1	632	1	0			0	
442	バーベナの技花	235501	5	633	1	100			0	
443	バーベナの装花	235502	1	633	1	0			0	
444	ハツユキソウ(精華の王女)の技花	216009	5	634	1	100			0	
445	ハツユキソウ(精華の王女)の装花	216010	1	634	1	0			0	
446	エノテラ(精華の王女)の技花	254305	5	635	1	100			0	
447	エノテラ(精華の王女)の装花	254306	1	635	1	0			0	
448	アネモネ(精華の王女)の技花	232921	5	636	1	100			0	
449	アネモネ(精華の王女)の装花	232922	1	636	1	0			0	
450	ディモルフォセカの技花	210821	5	637	1	100			0	
451	ディモルフォセカの装花	210822	1	637	1	0			0	
452	バイカモ(ハロウィン)の技花	262907	5	638	1	100			0	
453	バイカモ(ハロウィン)の装花	262908	1	638	1	0			0	
454	ケイトウの技花	212201	5	639	1	100			0	
455	ケイトウの装花	212202	1	639	1	0			0	
456	ストレプトカーパス(ハロウィン)の技花	240503	5	640	1	100			0	
457	ストレプトカーパス(ハロウィン)の装花	240504	1	640	1	0			0	
458	ヒメノカリスの技花	252003	5	641	1	100			0	
459	ヒメノカリスの装花	252004	1	641	1	0			0	
460	インクバナの技花	268001	5	642	1	100			0	
461	インクバナの装花	268002	1	642	1	0			0	
462	ピレスラムの技花	240833	5	643	1	100			0	
463	ピレスラムの装花	240834	1	643	1	0			0	
464	カヤナの技花	244901	5	644	1	100			0	
465	カヤナの装花	244902	1	644	1	0			0	
466	ゼンマイの技花	240009	5	645	1	100			0	
467	ゼンマイの装花	240010	1	645	1	0			0	
468	デンドロビウム(憧れ)の技花	212829	5	646	1	100			0	
469	デンドロビウム(憧れ)の装花	212830	1	646	1	0			0	
470	ステラ(憧れ)の技花	244409	5	647	1	100			0	
471	ステラ(憧れ)の装花	244410	1	647	1	0			0	
472	シュウメイギク(憧れ)の技花	242905	5	648	1	100			0	
473	シュウメイギク(憧れ)の装花	242906	1	648	1	0			0	
474	バーゼリアの技花	230019	5	649	1	100			0	
475	バーゼリアの装花	230020	1	649	1	0			0	
476	キランソウの技花	231601	5	650	1	100			0	
477	キランソウの装花	231602	1	650	1	0			0	
478	ナツメの技花	220009	5	651	1	100			0	
479	ナツメの装花	220010	1	651	1	0			0	
480	パクチーの技花	259601	5	652	1	100			0	
481	パクチーの装花	259602	1	652	1	0			0	
482	ガーリックバインの技花	240011	5	653	1	100			0	
483	ガーリックバインの装花	240012	1	653	1	0			0	
484	ハマシオンの技花	260811	5	654	1	100			0	
485	ハマシオンの装花	260812	1	654	1	0			0	
486	ミズアオイ(クリスマス)の技花	267905	5	655	1	100			0	
487	ミズアオイ(クリスマス)の装花	267906	1	655	1	0			0	
488	ネリネ(クリスマス)の技花	242009	5	656	1	100			0	
489	ネリネ(クリスマス)の装花	242010	1	656	1	0			0	
490	トキソウの技花	262801	5	657	1	100			0	
491	トキソウの装花	262802	1	657	1	0			0	
492	シャコバサボテンの技花	211001	5	658	1	100			0	
493	シャコバサボテンの装花	211002	1	658	1	0			0	
494	コムギ(クリスマス)の技花	253503	5	659	1	100			0	
495	コムギ(クリスマス)の装花	253504	1	659	1	0			0	
496	サボテン(クリスマス)の技花	231011	5	660	1	100			0	
497	サボテン(クリスマス)の装花	231012	1	660	1	0			0	
498	シャボンソウ(新春)の技花	231811	5	661	1	100			0	
499	シャボンソウ(新春)の装花	231812	1	661	1	0			0	
500	エピデンドラム(新春)の技花	252809	5	662	1	100			0	
501	エピデンドラム(新春)の装花	252810	1	662	1	0			0	
502	ヤブデマリの技花	260031	5	664	1	100			0	
503	ヤブデマリの装花	260032	1	664	1	0			0	
504	ファンフラワーの技花	223103	5	621	1	100			0	
505	ファンフラワーの装花	223104	1	621	1	0			0	
506	スグリの技花	230017	5	666	1	100			0	
507	スグリの装花	230018	1	666	1	0			0	
508	クルマユリの技花	222715	5	667	1	100			0	
509	クルマユリの装花	222716	1	667	1	0			0	
510	ミムルスの技花	240013	5	668	1	100			0	
511	ミムルスの装花	240014	1	668	1	0			0	
512	メルテンシアの技花	265101	5	669	1	100			0	
513	メルテンシアの装花	265102	1	669	1	0			0	
514	ヒメオドリコソウの技花	261109	5	670	1	100			0	
515	ヒメオドリコソウの装花	261110	1	670	1	0			0	
516	リッピアの技花	265501	5	671	1	100			0	
517	リッピアの装花	265502	1	671	1	0			0	
518	カルダミネ・リラタの技花	260305	5	672	1	100			0	
519	カルダミネ・リラタの装花	260306	1	672	1	0			0	
520	パキスタキスの技花	264901	5	673	1	100			0	
521	パキスタキスの装花	264902	1	673	1	0			0	
522	アニソドンテアの技花	230101	5	680	1	100			0	
523	アニソドンテアの装花	230102	1	680	1	0			0	
524	アカネの技花	244701	5	684	1	100			0	
525	アカネの装花	244702	1	684	1	0			0	
526	キジムシロの技花	231935	5	688	1	100			0	
527	キジムシロの装花	231936	1	688	1	0			0	
528	ブローディアの技花	256701	5	695	1	100			0	
529	ブローディアの装花	256702	1	695	1	0			0	
