_enableFlag	_enableValue	_bookId	_name	_bookNum	_languageOfFlower	_secondSceneOpenFlag	_secondDateSceneOpenFlag	_heartFlag	0x9	0xa	_deleteFlag	0xc
1		36	イチゴ	36	幸福な家庭、愛	0	0	0	2014-09-16 00:00:00	2014-09-16 00:00:00	0	2014-09-16 00:00:00
1		37	ウメ	37	忍耐力、気品	1	0	0	2014-09-16 00:00:00	2014-09-16 00:00:00	0	2014-09-16 00:00:00
1		38	バラ	38	情熱、模範的	1	0	0	2014-09-16 00:00:00	2014-09-16 00:00:00	0	2014-09-16 00:00:00
1		39	サクラ	39	優れた美人、淡泊	1	0	0	2014-09-16 00:00:00	2014-09-16 00:00:00	0	2014-09-16 00:00:00
1		40	ユキヤナギ	40	自由、気まま、愛嬌	0	0	0	2014-09-16 00:00:00	2014-09-16 00:00:00	0	2014-09-16 00:00:00
1		41	アマリリス	41	誇り、強い虚栄心、内気	0	0	0	2014-09-16 00:00:00	2014-09-16 00:00:00	0	2014-09-16 00:00:00
1		42	ヒノキ	42	不老、不滅	0	0	0	2014-09-16 00:00:00	2014-09-16 00:00:00	0	2014-09-16 00:00:00
1		43	レンゲソウ	43	心が和らぐ、感化	0	0	0	2014-09-16 00:00:00	2014-09-16 00:00:00	0	2014-09-16 00:00:00
1		44	ハクモクレン	44	高潔な心、自然愛	0	0	0	2014-09-16 00:00:00	2014-12-09 00:00:00	0	2014-12-09 00:00:00
1		45	コチョウラン	45	変わらぬ愛、幸福が飛んでくる	0	0	0	2014-09-16 00:00:00	2014-09-16 00:00:00	0	2014-09-16 00:00:00
1		46	コスモス	46	乙女の真心、少女の純潔	1	0	0	2014-09-16 00:00:00	2014-09-16 00:00:00	0	2014-09-16 00:00:00
1		47	マリーゴールド	47	予言、嫉妬	0	0	0	2014-09-16 00:00:00	2014-09-16 00:00:00	0	2014-09-16 00:00:00
1		48	シクラメン	48	内気、はにかみ	0	0	0	2014-09-16 00:00:00	2014-09-16 00:00:00	0	2014-09-16 00:00:00
1		49	ミント	49	美徳、かけがえのない時間	0	0	0	2014-09-16 00:00:00	2014-09-16 00:00:00	0	2014-09-16 00:00:00
1		50	ラベンダー	50	私に答えてください、期待、不信	1	0	0	2014-09-16 00:00:00	2014-09-16 00:00:00	0	2014-09-16 00:00:00
1		51	ブルーロータス	51	慈悲、許すこと	0	0	0	2014-09-16 00:00:00	2014-09-16 00:00:00	0	2014-09-16 00:00:00
1		52	サザンカ	52	困難に打ち勝つ、謙遜	0	0	0	2014-09-16 00:00:00	2014-09-16 00:00:00	0	2014-09-16 00:00:00
1		53	ワレモコウ	53	変化、愛慕	0	0	0	2014-09-16 00:00:00	2014-09-16 00:00:00	0	2014-09-16 00:00:00
1		54	センニチコウ	54	変わらない愛情を永遠に	0	0	0	2014-09-16 00:00:00	2014-09-16 00:00:00	0	2014-09-16 00:00:00
1		55	シロツメクサ	55	幸運、希望、愛情	0	0	0	2014-09-16 00:00:00	2014-09-16 00:00:00	0	2014-09-16 00:00:00
1		56	キンモクセイ	56	謙遜、陶酔、初恋	0	0	0	2014-09-16 00:00:00	2014-09-16 00:00:00	0	2014-09-16 00:00:00
1		57	ジャスミン	57	官能的、気立ての良さ	0	0	0	2014-09-16 00:00:00	2014-09-16 00:00:00	0	2014-09-16 00:00:00
1		58	ホトトギス	58	秘めた思い、永遠にあなたのもの	1	0	0	2014-09-16 00:00:00	2014-09-16 00:00:00	0	2014-09-16 00:00:00
1		59	ヘリコニア	59	脚光、風変わりな人	0	0	0	2014-09-16 00:00:00	2014-09-16 00:00:00	0	2014-09-16 00:00:00
1		60	エーデルワイス	60	尊い思い出、忍耐	1	0	0	2014-09-16 00:00:00	2016-07-12 00:00:00	0	2016-07-12 00:00:00
1		61	タンポポ	61	神のお告げ、真心の愛	0	0	0	2014-09-16 00:00:00	2014-09-16 00:00:00	0	2014-09-16 00:00:00
1		62	ヤグルマギク	62	教育、信頼、独身生活	0	0	0	2014-09-16 00:00:00	2014-09-16 00:00:00	0	2014-09-16 00:00:00
1		63	カーネーション	63	母の愛、愛を信じる	0	0	0	2014-09-16 00:00:00	2014-09-16 00:00:00	0	2014-09-16 00:00:00
1		64	スノーフレーク	64	慈愛、穢れ無き心	0	0	0	2014-09-16 00:00:00	2014-12-15 00:00:00	0	2014-12-15 00:00:00
1		65	スイートピー	65	仄かな喜び、門出、繊細	0	0	0	2014-09-16 00:00:00	2014-09-16 00:00:00	0	2014-09-16 00:00:00
1		66	ライラック	66	友情、思い出	0	0	0	2014-09-16 00:00:00	2014-09-16 00:00:00	0	2014-09-16 00:00:00
1		67	クロユリ	67	呪い、恋	1	0	0	2014-09-16 00:00:00	2014-09-16 00:00:00	0	2014-09-16 00:00:00
1		68	レッドチューリップ	68	愛の告白、愛の宣告	1	0	0	2014-09-16 00:00:00	2014-09-16 00:00:00	0	2014-09-16 00:00:00
1		69	イエローチューリップ	69	実らぬ恋、正直	0	0	0	2014-09-16 00:00:00	2014-09-16 00:00:00	0	2014-09-16 00:00:00
1		70	パープルチューリップ	70	不滅の愛、永遠の愛情	0	0	0	2014-09-16 00:00:00	2014-09-16 00:00:00	0	2014-09-16 00:00:00
1		71	ホワイトチューリップ	71	失恋、思いやり	0	0	0	2014-09-16 00:00:00	2014-09-16 00:00:00	0	2014-09-16 00:00:00
1		72	ギンラン	72	貴婦人	0	0	0	2014-09-16 00:00:00	2014-09-16 00:00:00	0	2014-09-16 00:00:00
1		85	強化霊 赤のマニュ5才	1013		0	0	0	2014-10-08 00:00:00	2014-10-08 00:00:00	0	2014-10-08 00:00:00
1		86	強化霊 青のマニュ5才	1014		0	0	0	2014-10-08 00:00:00	2014-10-08 00:00:00	0	2014-10-08 00:00:00
1		87	強化霊 黄のマニュ5才	1015		0	0	0	2014-10-08 00:00:00	2014-10-08 00:00:00	0	2014-10-08 00:00:00
1		88	強化霊 紫のマニュ5才	1016		0	0	0	2014-10-08 00:00:00	2014-10-08 00:00:00	0	2014-10-08 00:00:00
1		89	強化霊 赤のマニュ20才	1017		0	0	0	2014-10-08 00:00:00	2014-10-08 00:00:00	0	2014-10-08 00:00:00
1		90	強化霊 青のマニュ20才	1018		0	0	0	2014-10-08 00:00:00	2014-10-08 00:00:00	0	2014-10-08 00:00:00
1		91	強化霊 黄のマニュ20才	1019		0	0	0	2014-10-08 00:00:00	2014-10-08 00:00:00	0	2014-10-08 00:00:00
1		92	強化霊 紫のマニュ20才	1020		0	0	0	2014-10-08 00:00:00	2014-10-08 00:00:00	0	2014-10-08 00:00:00
1		93	強化霊 赤のマニュ100才	1021		0	0	0	2014-10-08 00:00:00	2014-10-08 00:00:00	0	2014-10-08 00:00:00
1		94	強化霊 青のマニュ100才	1022		0	0	0	2014-10-08 00:00:00	2014-10-08 00:00:00	0	2014-10-08 00:00:00
1		95	強化霊 黄のマニュ100才	1023		0	0	0	2014-10-08 00:00:00	2014-10-08 00:00:00	0	2014-10-08 00:00:00
1		96	強化霊 紫のマニュ100才	1024		0	0	0	2014-10-08 00:00:00	2014-10-08 00:00:00	0	2014-10-08 00:00:00
1		97	進化竜 赤のブルム5才	1025		0	0	0	2014-10-08 00:00:00	2014-10-08 00:00:00	0	2014-10-08 00:00:00
1		98	進化竜 青のブルム5才	1026		0	0	0	2014-10-08 00:00:00	2014-10-08 00:00:00	0	2014-10-08 00:00:00
1		99	進化竜 黄のブルム5才	1027		0	0	0	2014-10-08 00:00:00	2014-10-08 00:00:00	0	2014-10-08 00:00:00
1		100	進化竜 紫のブルム5才	1028		0	0	0	2014-10-08 00:00:00	2014-10-08 00:00:00	0	2014-10-08 00:00:00
1		101	進化竜 赤のブルム20才	1029		0	0	0	2014-10-08 00:00:00	2014-10-08 00:00:00	0	2014-10-08 00:00:00
1		102	進化竜 青のブルム20才	1030		0	0	0	2014-10-08 00:00:00	2014-10-08 00:00:00	0	2014-10-08 00:00:00
1		103	進化竜 黄のブルム20才	1031		0	0	0	2014-10-08 00:00:00	2014-10-08 00:00:00	0	2014-10-08 00:00:00
1		104	進化竜 紫のブルム20才	1032		0	0	0	2014-10-08 00:00:00	2014-10-08 00:00:00	0	2014-10-08 00:00:00
1		105	進化竜 赤のブルム100才	1033		0	0	0	2014-10-08 00:00:00	2014-10-08 00:00:00	0	2014-10-08 00:00:00
1		106	進化竜 青のブルム100才	1034		0	0	0	2014-10-08 00:00:00	2014-10-08 00:00:00	0	2014-10-08 00:00:00
1		107	進化竜 黄のブルム100才	1035		0	0	0	2014-10-08 00:00:00	2014-10-08 00:00:00	0	2014-10-08 00:00:00
1		108	進化竜 紫のブルム100才	1036		0	0	0	2014-10-08 00:00:00	2014-10-08 00:00:00	0	2014-10-08 00:00:00
1		109	レシュノルティア	73	淡い初恋、秘密、約束を守る	1	0	0	2014-10-08 00:00:00	2015-05-08 00:00:00	0	2015-05-08 00:00:00
1		110	ヒメユリ	74	可憐な愛情、誇り、他	1	0	0	2014-10-08 00:00:00	2014-10-08 00:00:00	0	2014-10-08 00:00:00
1		111	タチバナ	75	追憶、永遠	1	0	0	2014-10-08 00:00:00	2017-09-06 00:00:00	0	2017-09-06 00:00:00
1		112	モモ	76	天下無敵、私は貴方の虜	1	0	0	2014-10-08 00:00:00	2014-10-08 00:00:00	0	2014-10-08 00:00:00
1		113	ハナモモ	77	恋の虜、恋の奴隷、貴方に夢中、他	1	0	0	2014-10-08 00:00:00	2017-08-09 00:00:00	0	2017-08-09 00:00:00
1		114	キルタンサス	78	恥ずかしがり屋、屈折した魅力、他	1	0	0	2014-10-08 00:00:00	2017-09-06 00:00:00	0	2017-09-06 00:00:00
1		115	アネモネ	79	儚い夢、薄れゆく希望、他	1	0	0	2014-10-08 00:00:00	2014-10-08 00:00:00	0	2014-10-08 00:00:00
1		116	ガーベラ	80	崇高な美、神秘、希望、他	1	0	0	2014-10-08 00:00:00	2014-10-08 00:00:00	0	2014-10-08 00:00:00
1		117	チョコレートコスモス	81	恋の思い出、移り変わらぬ気持ち	1	0	0	2014-10-08 00:00:00	2015-03-11 00:00:00	0	2015-03-11 00:00:00
1		118	ストロベリーキャンドル	82	素朴な可愛らしさ、人知れぬ恋、他	1	0	0	2014-10-08 00:00:00	2015-04-27 00:00:00	0	2015-04-27 00:00:00
1		119	リューココリーネ	83	温かい心、信じる心	1	0	0	2014-10-08 00:00:00	2015-04-27 00:00:00	0	2015-04-27 00:00:00
1		120	ハナミズキ	84	私の思いを受け止めて、他	1	0	0	2014-10-08 00:00:00	2015-04-27 00:00:00	0	2015-04-27 00:00:00
1		121	アイリス	85	使命、伝令、使者、他	1	0	0	2015-04-23 00:00:00	2015-05-08 00:00:00	0	2015-05-08 00:00:00
1		122	アンスリウム	86	煩悩、恋に悶える心、可愛い	1	0	0	2015-04-23 00:00:00	2015-05-08 00:00:00	0	2015-05-08 00:00:00
1		123	デージー	87	無意識、無邪気	1	0	0	2015-04-23 00:00:00	2015-05-08 00:00:00	0	2015-05-08 00:00:00
1		124	エノコログサ	88	遊び、愛嬌	1	0	0	2015-05-25 00:00:00	2016-07-12 00:00:00	0	2016-07-12 00:00:00
1		125	ジャーマンアイリス	89	燃える思い、恋の便り、炎、他	1	0	0	2015-05-25 00:00:00	2015-05-25 00:00:00	0	2015-05-25 00:00:00
1		126	ゼラニウム	90	友情、慰め、決心、 愛情、他	1	0	0	2015-05-25 00:00:00	2015-05-25 00:00:00	0	2015-05-25 00:00:00
1		127	ヤマブキ	91	気品、待ちかねる	1	0	0	2015-05-25 00:00:00	2015-05-25 00:00:00	0	2015-05-25 00:00:00
1		128	サクランボ	92	小さな恋人、上品	1	0	0	2015-06-05 00:00:00	2015-06-05 00:00:00	0	2015-06-05 00:00:00
1		129	オトギリソウ	93	迷信、秘密、盲信、信心、他	1	0	0	2015-06-05 00:00:00	2015-06-05 00:00:00	0	2015-06-05 00:00:00
1		130	ルピナス	94	貪欲、母性愛、いつも幸せ、他	1	0	0	2015-06-05 00:00:00	2015-06-05 00:00:00	0	2015-06-05 00:00:00
1		131	サザンクロス	95	願いをかなえて、光輝、他	1	0	0	2015-06-08 00:00:00	2015-06-08 00:00:00	0	2015-06-08 00:00:00
1		132	チェリーセージ	96	燃ゆる思い、知恵、尊重	1	0	0	2015-06-08 00:00:00	2015-06-08 00:00:00	0	2015-06-08 00:00:00
1		133	ゲッカビジン	97	はかない美、快楽、強い意志、他	1	0	0	2015-06-18 00:00:00	2015-06-18 00:00:00	0	2015-06-18 00:00:00
1		134	ハナショウブ	98	優しさ、伝言、心意気、優雅、他	1	0	0	2015-06-18 00:00:00	2015-06-18 00:00:00	0	2015-06-18 00:00:00
1		135	ナデシコ	99	勇敢、純愛、大胆	1	0	0	2015-06-18 00:00:00	2021-04-30 00:00:00	0	2021-04-30 00:00:00
1		136	カンナ	100	情熱、尊敬、堅実な生き方、妄想	1	0	0	2015-06-18 00:00:00	2015-07-07 00:00:00	0	2015-07-07 00:00:00
1		137	イオノシジウム	101	容姿端麗	1	0	0	2015-07-07 00:00:00	2015-07-07 00:00:00	0	2015-07-07 00:00:00
1		138	カタバミ	102	輝く心、喜び	1	0	0	2015-07-07 00:00:00	2015-07-07 00:00:00	0	2015-07-07 00:00:00
1		139	ダリア	103	華麗、優雅、威厳、不安定、他	1	0	0	2015-07-07 00:00:00	2015-07-23 00:00:00	0	2015-07-23 00:00:00
1		140	ネリネ	104	幸せな思い出、他	1	0	0	2015-07-22 00:00:00	2016-07-12 00:00:00	0	2016-07-12 00:00:00
1		141	サンゴバナ	105	繊細な想い、きらめき、他	1	0	0	2015-07-22 00:00:00	2016-07-12 00:00:00	0	2016-07-12 00:00:00
1		142	クチナシ	106	洗練、とても幸せです、他	1	0	0	2015-07-22 00:00:00	2015-07-28 00:00:00	0	2015-07-28 00:00:00
1		143	カラー	107	清純、素敵な美しさ、他	1	0	0	2015-07-23 00:00:00	2015-07-28 00:00:00	0	2015-07-28 00:00:00
1		144	ディプラデニア	108	危険な恋、固い友情、情熱、他	1	0	0	2015-07-23 00:00:00	2015-07-28 00:00:00	0	2015-07-28 00:00:00
1		145	オオオニバス	109	神秘的	1	0	0	2015-08-04 00:00:00	2017-08-22 00:00:00	0	2017-08-22 00:00:00
1		146	ツキミソウ	110	美人、自由な心、うつろな愛、他	1	0	0	2015-08-04 00:00:00	2016-03-31 00:00:00	0	2016-03-31 00:00:00
1		147	ナイトフロックス	111	温厚	1	0	0	2015-08-04 00:00:00	2015-08-04 00:00:00	0	2015-08-04 00:00:00
1		148	オシロイバナ	112	内気、臆病、疑いの恋、他	1	0	0	2015-08-04 00:00:00	2015-08-10 00:00:00	0	2015-08-10 00:00:00
1		149	ヒガンバナ	113	情熱、悲しい思い出、独立、他	1	0	0	2015-08-17 00:00:00	2015-08-17 00:00:00	0	2015-08-17 00:00:00
1		150	エピデンドラム	114	清らかな幸福、孤高への憧れ、他	1	0	0	2015-08-17 00:00:00	2015-08-17 00:00:00	0	2015-08-17 00:00:00
1		151	キンギョソウ	115	清純な心、図々しい、騒々しい、他	1	0	0	2015-08-17 00:00:00	2015-08-31 00:00:00	0	2015-08-31 00:00:00
1		152	ギンリョウソウ	116	はにかみ、そっと見守る、他	1	0	0	2015-08-17 00:00:00	2015-08-20 00:00:00	0	2015-08-20 00:00:00
1		153	ツバキ	117	謙遜、理想の愛	1	0	0	2015-08-27 00:00:00	2015-09-02 00:00:00	0	2015-09-02 00:00:00
1		154	オンシジューム	118	美しい瞳、一緒に踊って	1	0	0	2015-08-27 00:00:00	2018-04-02 00:00:00	0	2018-04-02 00:00:00
1		155	サボテン	119	燃える心、内気な乙女	1	0	0	2015-08-27 00:00:00	2015-09-02 00:00:00	0	2015-09-02 00:00:00
1		156	ハリエンジュ	120	慕情、親睦、友情、頼られる人、他	1	0	0	2015-08-27 00:00:00	2015-09-01 00:00:00	0	2015-09-01 00:00:00
1		157	サンカクサボテン	121	一時の美	1	0	0	2015-09-11 00:00:00	2015-09-11 00:00:00	0	2015-09-11 00:00:00
1		158	ススキ	122	活力、勢力、生命力、他	1	0	0	2015-09-11 00:00:00	2015-09-11 00:00:00	0	2015-09-11 00:00:00
1		159	ウサギノオ	123	感謝、私を信じて、はずむ心	1	0	0	2015-09-11 00:00:00	2015-09-11 00:00:00	0	2015-09-11 00:00:00
1		160	ルナリア	124	はかない美しさ	1	0	0	2015-09-11 00:00:00	2017-08-22 00:00:00	0	2017-08-22 00:00:00
1		161	キンレンカ	125	困難に打ち克つ、愛国心	1	0	0	2015-09-28 00:00:00	2015-09-28 00:00:00	0	2015-09-28 00:00:00
1		162	ローレンティア	126	優しい知らせ、勝負、他	1	0	0	2015-09-28 00:00:00	2015-09-28 00:00:00	0	2015-09-28 00:00:00
1		163	ヘレニウム	127	涙、善良な家風、寛容な心、他	1	0	0	2015-09-28 00:00:00	2017-09-06 00:00:00	0	2017-09-06 00:00:00
1		164	ガイラルディア	128	協力、団結、明るい人柄、他	1	0	0	2015-09-28 00:00:00	2015-09-28 00:00:00	0	2015-09-28 00:00:00
1		165	ユーカリ	129	思い出、記憶、永遠の幸せ、他	1	0	0	2015-10-09 00:00:00	2015-10-13 00:00:00	0	2015-10-13 00:00:00
1		166	イチョウ	130	鎮魂、長寿、しとやか	1	0	0	2015-10-09 00:00:00	2015-10-09 00:00:00	0	2015-10-09 00:00:00
1		167	モミジ	131	節制、自制、大切な思い出、他	1	0	0	2015-10-09 00:00:00	2015-10-13 00:00:00	0	2015-10-13 00:00:00
1		168	スズランノキ	132	恋わずらい	1	0	0	2015-10-09 00:00:00	2015-10-09 00:00:00	0	2015-10-09 00:00:00
1		169	リュウゼツラン	133	気高い貴婦人、冒険、心を鎮める	1	0	0	2015-10-19 00:00:00	2015-10-19 00:00:00	0	2015-10-19 00:00:00
1		170	フォックスフェイス	134	私の想い、偽りの言葉、他	1	0	0	2015-10-27 00:00:00	2015-10-27 00:00:00	0	2015-10-27 00:00:00
1		171	ランタナ	135	厳格、心変わり、他	1	0	0	2015-10-27 00:00:00	2015-10-27 00:00:00	0	2015-10-27 00:00:00
1		172	ペポ	136	大きさ、広さ、広大	1	0	0	2015-10-27 00:00:00	2015-10-27 00:00:00	0	2015-10-27 00:00:00
1		173	リンドウ	137	正義、勝利、淋しい愛情、他	1	0	0	2015-10-27 00:00:00	2015-10-27 00:00:00	0	2015-10-27 00:00:00
1		174	ペンタス	138	願い事、鮮やかな行動、他	1	0	0	2015-11-09 00:00:00	2015-11-09 00:00:00	0	2015-11-09 00:00:00
1		175	エキナセア	139	深い愛、ただよう品格、他	1	0	0	2015-11-09 00:00:00	2015-11-09 00:00:00	0	2015-11-09 00:00:00
1		176	ビオラ	140	信頼、忠実、少女の恋	1	0	0	2015-11-09 00:00:00	2015-11-09 00:00:00	0	2015-11-09 00:00:00
1		177	ヤツデ	141	分別、判断力、固い絆	1	0	0	2015-11-09 00:00:00	2015-11-09 00:00:00	0	2015-11-09 00:00:00
1		178	リンゴ	142	誘惑、最も美しい人へ、他	1	0	0	2015-11-24 00:00:00	2015-11-24 00:00:00	0	2015-11-24 00:00:00
1		179	アイビー	143	不滅、不死、永遠の愛、他	1	0	0	2015-11-24 00:00:00	2015-11-24 00:00:00	0	2015-11-24 00:00:00
1		180	ヤドリギ	144	困難に打ち勝つ、忍耐強い、征服	1	0	0	2015-11-24 00:00:00	2015-11-24 00:00:00	0	2015-11-24 00:00:00
1		181	サンダーソニア	145	福音、祝福、祈り、信頼、他	1	0	0	2015-11-24 00:00:00	2015-11-24 00:00:00	0	2015-11-24 00:00:00
1		182	モミノキ	146	高尚、昇進、高くそびえる、他	1	0	0	2015-12-07 00:00:00	2015-12-07 00:00:00	0	2015-12-07 00:00:00
1		183	ポインセチア	147	純粋、博愛、幸運を祈る、他	1	0	0	2015-12-07 00:00:00	2015-12-07 00:00:00	0	2015-12-07 00:00:00
1		184	クリスマスローズ	148	慰め、いたわり、追憶、他	0	0	0	2015-12-07 00:00:00	2015-12-07 00:00:00	0	2015-12-07 00:00:00
1		185	ホーリー	149	先見の明、用心深さ、予見、他	1	0	0	2015-12-07 00:00:00	2015-12-07 00:00:00	0	2015-12-07 00:00:00
1		186	センリョウ	150	利益、裕福、富、財産、他	1	0	0	2015-12-21 00:00:00	2015-12-21 00:00:00	0	2015-12-21 00:00:00
1		187	ナンテン	151	幸せ、福をなす、機知に富む、他	1	0	0	2015-12-21 00:00:00	2015-12-21 00:00:00	0	2015-12-21 00:00:00
1		188	ハボタン	152	利益、慈愛、物事に動じない、他	0	0	0	2015-12-21 00:00:00	2015-12-21 00:00:00	0	2015-12-21 00:00:00
1		189	マンリョウ	153	徳のある人、寿ぎ、金満家、他	1	0	0	2015-12-21 00:00:00	2015-12-21 00:00:00	0	2015-12-21 00:00:00
1		190	マツ	154	同情、哀れみ、勇敢、慈悲、他	1	0	0	2015-12-21 00:00:00	2015-12-21 00:00:00	0	2015-12-21 00:00:00
1		191	ボタン	155	王者の風格、壮麗、富貴、他	0	0	0	2016-01-05 00:00:00	2016-01-05 00:00:00	0	2016-01-05 00:00:00
1		192	ユリ	156	純粋、無垢、荘厳、純潔、他	1	0	0	2016-01-05 00:00:00	2016-01-05 00:00:00	0	2016-01-05 00:00:00
1		193	シャクヤク	157	恥じらい、謙遜、内気、他	1	0	0	2016-01-05 00:00:00	2021-12-14 00:00:00	0	2021-12-14 00:00:00
1		194	フクジュソウ	158	幸せを招く、永久の幸福、他	1	0	0	2016-01-05 00:00:00	2016-01-05 00:00:00	0	2016-01-05 00:00:00
1		195	アカシア	159	優雅、友情、秘密の愛	1	0	0	2016-01-18 00:00:00	2016-01-18 00:00:00	0	2016-01-18 00:00:00
1		196	ヘリオトロープ	160	献身的な愛、献身、夢中、他	1	0	0	2016-01-19 00:00:00	2016-01-19 00:00:00	0	2016-01-19 00:00:00
1		197	ポピー	161	感謝、慰め、いたわり、他	1	0	0	2016-01-19 00:00:00	2021-04-30 00:00:00	0	2021-04-30 00:00:00
1		198	レインリリー	162	清い愛	1	0	0	2016-01-19 00:00:00	2016-01-19 00:00:00	0	2016-01-19 00:00:00
1		199	ベロニカ	163	人のよさ、女性の貞操、名誉、他	1	0	0	2016-02-01 00:00:00	2016-02-01 00:00:00	0	2016-02-01 00:00:00
1		200	バルーンバイン	164	自由な心、飛翔、期待、他	1	0	0	2016-02-01 00:00:00	2016-02-01 00:00:00	0	2016-02-01 00:00:00
1		201	シャムサクララン	165	恋が成就する、幸福を告げる、他	1	0	0	2016-02-01 00:00:00	2016-02-01 00:00:00	0	2016-02-01 00:00:00
