11	1000010	咲き誇る花の騎士たち	さきほこるはなのきしたち	6	11	late	135	90	66	25	15	10	花の世界スプリングガーデン。<br>害虫たちとの争いが続くこの世界を守るのは、<br>世界花の加護を受けた華麗なる花騎士達。<br>咲き誇る少女たちと世界を救うため、<br>今、一人の騎士団長が立ち上がる……！	
12	1000011	雪の降る休日に	ゆきのふるきゅうじつに	6	12	normal	90	90	75	25	18	10	窓の外は一面の雪景色、<br>部屋の中は、色鮮やかな春の園。<br>カーディガンを羽織って、ソファに座って、<br>親友と二人でじゃれあって。<br>ゆっくりと時間は過ぎていく。	
13	1000012	花見心地	はなみごこち	6	13	normal	173	90	42	25	27	10	ゆっくり花を愛でてみたり、<br>酒池肉林に酔いしれてみたり、<br>花見の楽しみ方は人それぞれ。<br>スリルを追求するのもいいけれど、<br>今は少しだけ、おやすみしない？<br>みんなでのんびり、春を味わいながら。	
14	1000068	森と橋と挟撃と	もりとはしときょうげきと	6	14	normal	120	90	60	25	24	10	"橋の下奇襲作戦を成功させた花騎士たち。<br>次なる一手、挟撃作戦が決行されるも……。<br>「もふもふしちゃダメにゃ！<br>　 時と場合をわきまえるのにゃ！」<br>「わきまえてるよっ。 <br>　アタシに力をちょうだい、エノコログサ！」<br>「や　め　る　の　に　ゃ　ぁ　ぁ　ぁ　あ　！」<br>「――だ、大丈夫なのかな、この部隊……！」"	
15	1000014	星空の座談会	ほしぞらのざだんかい	6	15	normal	113	90	69	25	18	10	こんなに星が綺麗な夜は、<br>みんなで集まっておしゃべりしよう。<br>温かい飲み物に、そっと息を吹きかけて。<br>他愛もないおしゃべりに、くすくす笑いを忍ばせて。<br>暗く冷たい冬の夜も、みんながいればあたたかい。	
16	1000013	真夏の彩り	まなつのいろどり	5	16	normal	60	70	33	16	9	6	暑い日差しに負けないように、<br>涼やかな浴衣でお出かけしましょう。<br>そこ、慌てて転んだりしないように！<br>そっち、イタズラを企んだりしないように！<br>輝く夏に魅せられて、乙女心も浮足立ちます。	
17	1000016	春眠、暁を覚える	しゅんみんあかつきをおぼえる	5	17	normal	53	70	35	16	10	6	春の陽気と花模様、花見の席で夢心地。<br>鳥の鳴き声、乾杯の音、楽しそうな笑い声。<br>寝て見る夢より今の夢、起きた今こそ夢心地。<br>おにぎり、お弁当、美味しい料理。<br>花も団子も満載で、寝ている暇などないのです。	
18	1000017	雨降りの午後	あめふりのごご	5	18	normal	68	70	32	16	9	6	ぽつぽつ、ぽつり、雨の音。<br>ぱしゃぱしゃ、ぱしゃり、水の音。<br>きらめく雨粒に魅せられて、<br>もう少しだけ、こうしていたい。<br>これもひとつの、幸せなのカモ。	
19	1000018	乙女心と猫と空	おとめごころとねことそら	5	19	normal	46	70	36	16	12	6	お酒を温めたかったけれど、火を使うのも手間すぎる。<br>真っ赤な紅葉を炎に見立て、気分だけでも燗酒に。<br>椅子の上の洗濯物を払いのけ、腰を下ろして秋を楽しむ。<br>猫のお客を共にして、景色を肴にのんびり乾杯。<br>呑兵衛ガールの秋は、ゆっくりと過ぎていく。	
20	1000019	桃色と水色の花吹雪	ももいろとみずいろのはなふぶき	5	20	normal	45	70	32	15	15	6	風が吹き、花びらが舞い散る。<br>その中で、ひときわ鮮やかな花二つ。<br>二人が見つめるその先には、<br>一体だれがいるのだろうか？	
21	1000020	粉雪の舞う街角	こなゆきのまうまちかど	5	21	normal	53	70	36	15	9	6	街角に少しだけ雪が降る。<br>寒さに備えて、マフラーを準備する。<br>積もるかどうかわからないけど、<br>ほんの少しだけ心が弾む。<br>あの人の住む街にも、この雪は降るのかな？	
22	1000021	星を掴む者たち	ほしをつかむものたち	5	22	normal	38	70	38	15	12	6	夜空に輝く、いくつもの星々。<br>同じように、この世界にはいくつもの<br>輝く星が眠っているに違いない。<br>見つけよう、たくさんの星々を。<br>そして、この手に掴んでみせよう。	
23	1000022	渚の誘惑	なぎさのゆうわく	5	23	normal	83	70	30	15	6	6	抜けるような青空、空よりも青い海！<br>みんなで水着に着替えて、一斉に飛び込もう！<br>早く来ないと置いてっちゃうよ？<br><br>夏は、もう始まってるんだから。	
24	1000023	純白のシーツのように	じゅんぱくのしーつのように	5	24	early	53	70	35	15	10	6	お日様さんさんいい天気。<br>洗濯物も、綺麗に真っ白♪<br>掃除洗濯はおまかせあれ。<br>この真っ白なシーツのように、<br>未来の旦那様は、献身的にお世話します！	
25	1000024	秋の一人旅	あきのひとりたび	5	25	normal	87	70	21	15	14	6	"たまの休暇の一人旅、真っ赤に染まる谷の木々。<br>愛する国の姿を見て回ろうと思ったら、 <br>こんなきれいな景色を見つけてしまうなんて。 <br>ええ、これもまた、勝利と言えるでしょう。"	
26	1000025	世界に愛されたお姫様	せかいにあいされたおひめさま	5	26	early	66	70	24	15	17	6	雪原を越えた森に、不思議なお屋敷がありました。<br>そこに閉じ込められていた美しいお姫様は、<br>いつしか不思議な力を使いこなし、<br>仲間と共に広い世界へ飛び出していきました。<br>本当の物語は、ここから始まるのです。	
27	1000026	雪原の世界花	せつげんのせかいばな	5	27	late	57	70	36	15	8	6	雪原の世界花ウィンターローズを中心とした、<br>厳しい寒さと雪に閉ざされた常冬の国。<br>過酷な環境と凶悪な害虫の跋扈する国を守る<br>花騎士はいずれも精強である。<br>その幻想的な銀世界には、<br>未だ知られていない遺跡や洞窟も数多く存在する。	
28	1000027	常夏の世界花	とこなつのせかいばな	5	28	late	53	70	35	15	10	6	常夏の世界花バナナオーシャンを中心とした、<br>人々が開放的に暮らす南の国。<br>隣接したコダイバナからの害虫被害も多く、<br>実は過酷な環境でもあるが、<br>その現実を賑やかな“祭り”で受け止め日々を生きる。<br>その陽気な国柄は、千年前から変わっていない。	
29	1000028	知徳の世界花	ちとくのせかいばな	5	29	late	60	70	36	15	7	6	知徳の世界花ブロッサムヒルを中心とした、<br>色鮮やかな花が咲き乱れる常春の国。<br>温暖な気候で食料も豊かであり、他国との交易も多い。<br>最初の花騎士とされるフォスが現れた地であり、<br>騎士学校も多く、花騎士の養成に熱心である。<br>彼女の影響は今も強く、世界で最も花騎士の層が厚い。	
30	1000029	風谷の世界花	かぜたにのせかいばな	5	30	late	45	70	38	15	10	6	風谷の世界花ベルガモットバレーを中心とした、<br>険しい山と深い谷に囲まれた国。<br>複雑な地形のため国内移動が困難であること、<br>また王室が「個々人の才能の活躍」を<br>古くより奨励していることから、<br>各地域に自主自立した気風が強く見受けられる。	
31	1000030	深い森の世界花	ふかいもりのせかいばな	5	31	late	83	70	27	15	9	6	深い森の世界花リリィウッドを中心とした、<br>その名の通り、豊かな森に覆われた国。<br>伝統と格式を重んじる風潮が大多数だが、<br>新しい風を巻き起こそうとする世代も現れ始めている。<br>世界で最も自然との調和、共生を目指しており、<br>精霊をはじめとした超常的存在の目撃報告も多い。	
32	1000031	湖畔の世界花・水上	こはんのせかいばなすいじょう	5	32	late	90	70	26	15	8	6	湖畔の世界花ロータスレイクを中心とした、<br>国土のほとんどが湖に覆われた国。<br>大昔に起きた「やまない雨」による影響で、<br>今はいくつもの巨大な蓮の葉の上に生活圏を築いている。<br>長らく他国との交流を断ち国を閉ざしていたが、<br>水棲害虫の活発化に伴い、国を開くこととなった。	
33	1000032	湖畔の世界花・水中	こはんのせかいばなすいちゅう	5	33	late	94	70	23	15	10	6	湖畔の世界花ロータスレイクの力により、<br>水中でも生活が可能となった国。<br>伝説に語られる「眠り姫」のおかげで<br>この水中都市が生まれたと云われており、<br>今でも世界有数の安全な国として知られている。<br>民衆の信仰は厚く、踊り子や司聖官の布教活動も盛ん。	
34	1000033	フェリアの花園	ふぇりあのはなぞの	5	34	late	87	70	24	15	11	6	ブロッサムヒルに存在する広大な花園。<br>千年前、ここはただの丘陵地だったが、<br>害虫の登場とその被害に心を痛めた賢人フォスが、<br>ここに死者を埋葬し弔うことにした。<br>この地に住居を構えていた魔女フェリアは、<br>フォスの計画を嫌がったものの、<br>根気強い説得についに折れ、その地を守ると約束する。<br>ただの墓場では寂しいだろうという意見の一致から、<br>巫女でもあるフォスと魔女フェリアは協力し、<br>魔法によって美しい花園に変えたという。	
35	1000034	リリィウッド元老院	りりぃうっどげんろういん	5	35	normal	60	70	30	15	12	6	主に貴族で構成される高位政治機関。<br>花騎士が登場するよりも古くから国を支え続け、<br>膨大な前例と規則によって慎重な判断を行なう。<br>そのため意思決定には長い時間がかかり、<br>前例を覆すことや、前例のない施策には消極的である。<br>近年ではそういった体制を改革する動きもあり、<br>議員に花騎士が増え始めたのもその一端といえよう。	
36	1000035	霊峰	れいほう	5	36	normal	64	70	24	15	17	6	ウィンターローズ・ブロッサムヒル両国の<br>境界に位置する山脈。<br>精霊の加護が厚い霊場であり、<br>その過酷な環境と魔力の豊かさで、<br>古来より修行の場として名高い。<br>ここで精進すると「霊峰のお告げ」が聞けるという<br>噂もあるが、真偽の程は定かでない。	
37	1000036	リゾート都市プラタノ	りぞーととしぷらたの	5	37	normal	94	70	18	15	14	6	バナナオーシャンの高級リゾート地。<br>観光スポットであるラカタンビーチなどに比べ、<br>静かで穏やかな時間を過ごせる。<br>水上コテージから眺める夕日は絶景の一言。<br>ちなみに海の家なずな二号店があり、<br>高級リゾート地だけに、ラカタンビーチの一号店よりも、<br>高級メニューが揃っているようだ。	
38	1000037	海の家　クール・デ・ラメール	うみのいえくーるでらめーる	5	38	normal	98	70	18	15	13	6	ロータスレイク北部、クール海岸に立つ海の家。<br>世界花から遠いため害虫の出現は少なくないが、<br>海の家を経営する人々の努力と情熱、<br>そして海を楽しみたい人々の強い気持ちにより、<br>夏場のレジャースポットとして繁盛している。	
39	1000038	水中遺跡	すいちゅういせき	5	39	normal	56	70	33	15	11	6	ロータスレイク北西の湖底に眠る古代遺跡。<br>かつては魔法の聖地として繁栄していたが、<br>大昔に起きた「やまない雨」によって水没した。<br>魔法仕掛けの罠は今でも機能するものが多く<br>探索・探検は困難を極めるが、<br>それに見合うだけの遺産があると推測されている。	
40	1000039	桃源郷	とうげんきょう	5	40	late	68	70	21	16	19	6	どの国家にも属さずに独立した歓楽街。<br>わけあって表の世界を歩けなくなった者が多く、<br>そういった人々が強く美しく、<br>時には誰かに甘えながら生きていける場所として、<br>一人の女将が中心となり広がっていった。<br>街を彩る華やかな花魁のほか、<br>花騎士以外も所属する自警団等が存在する。	
41	1000040	あふれる夢の雫	あふれるゆめのしずく	4	41	late	24	50	17	5	5	2	それは「華霊石」と呼ばれる、世界花の輝きの結晶。<br>石と呼ばれるが、それは世界花から生まれるものだ。<br>そこに込められた魔法は、時に人の活力を増し、<br>奇跡すら起こすと言われている。	
42	1000041	クジラが空を泳いだ日	くじらがそらをおよいだひ	4	42	normal	33	50	14	5	4	2	"古代の魔女が集めた、人々の他愛ない夢想とラクガキ。 <br>いつかの発明家が書き足した補足と希望。 <br>いつしかそれは人の目に触れ、一つの形を作り出す。 <br><br>夢はいつしかクジラとなって、青い空へと泳ぎ出す。"	
43	1000042	ナズナバルーン	なずなばるーん	4	43	normal	21	50	17	5	6	2	＼ででーん！／<br>と現れた存在感抜群のバルーン。<br>何かイベントがあるたびに出現し、<br>人々をなんとも言えない表情でいつも見守っている。	
44	1000043	花騎士たちへの贈り物	はなきしたちへのおくりもの	4	44	normal	22	50	14	5	8	2	あれにしようか、これにしようか……。<br><br>いつも悩む、花騎士たちへの贈り物。<br>どういうものなら喜んでくれるだろう？<br>乙女心の解析は、どんな任務より難しい。	
45	1000044	スワンボート	すわんぼーと	4	45	late	23	50	18	5	4	2	"あーっ、困ります困ります、改造しないでください！ <br>上に載らないでください、武器を搭載してはいけません、 <br>スワンボートの首につかまらないでください！ <br>あーっ、危ない、危ない、あーっ！？"	
46	1000045	光水晶の楔	ひかりすいしょうのくさび	4	46	late	21	50	18	5	5	2	その楔は、世界花より力を注がれ、<br>悪しきモノどもを封じ込める力の具現。<br>燦然と輝く十字架の前では<br>古の魔物さえ頭を垂れるだろう――。	
47	1000046	執務室の甲冑	しつむしつのかっちゅう	4	47	late	24	50	18	5	4	2	"これでも結構貴重な、男性用の甲冑なんです。 <br>今まで、誰かが中に隠れたり、小動物が入り込んだり、 <br>物置にされたりしています。 <br>いつか団長に着用される日は来るのでしょうか？"	
48	1000047	驚天カラクリ城	ぎょうてんからくりじょう	4	48	late	18	50	19	5	5	2	宵闇に響く奇妙な音、月光遮る夜の怪物。<br>刮目せよ！　あれこそは対害虫兵器、<br>人々を守る防衛拠点カラクリ城！<br><br>……傾斜の厳しい斜面を下りられなかったため、<br>なかったことにされた、ある意味悲劇の城である……。	
49	1000048	虹色の植木鉢	にじいろのうえきばち	4	49	normal	33	50	9	5	9	2	人に世界花の加護が宿る時、<br>色とりどりの植木鉢を幻視することがあるという。<br>人によって色が違うとか、天分によって変わるとか、<br>諸説はあるが、誰もが知っていることがある。<br>惜しみなく愛を注げば、すべての花騎士は<br>華麗に咲き誇ることが出来るのだと。	
50	1000049	水上競技会と女王バルーン	すいじょうきょうぎかいとじょうおうばるーん	4	50	normal	33	50	15	5	3	2	二人のプライドをかけた水上の競技会！<br>障害物競泳、スワンボートレース、<br>果ては水上相撲まで、<br>なんでもアリの真剣バトル！！<br>笑いあり、涙あり、白熱した競技会の結末は……！？	
51	1000050	進化の竜	しんかのりゅう	4	51	normal	18	50	15	5	8	2	その竜たちは、力を高めた花騎士に<br>新しい力を与えると言い伝えられる。<br>どこに棲むのか、どのような生態なのか。<br>知られていないことだらけだが、<br>案外むこうも、こっちに興味津々かも？	
52	1000051	アンプルゥのかくれんぼ	あんぷるぅのかくれんぼ	4	52	normal	27	50	17	5	4	2	どこに隠れているのかな？<br>海の中、陸の果て、空の向こう……。<br>案外、庭の草むらかもしれない。<br>これでもれっきとした霊獣なんです。<br>見つけられたら、ちょっとラッキー！	
53	1000052	旅するマニュ	たびするまにゅ	4	53	normal	39	50	12	5	4	2	花騎士に力を与える精霊マニュ。<br>一説によれば、大地の下にはマニュの村があり、<br>マニュ達はそこから地上に遊びに来るという。<br>力を与えるべき相手を探すため……のはずだが、<br>案外、旅を楽しんでいるだけなのかも？	
54	1000053	光の華	ひかりのはな	4	54	early	21	50	18	5	5	2	鮮やかな光の中で、その日、君は花になる。<br>流れる音楽、沸き上がる歓声、<br>過去から未来へと歩き出す、新しい第一歩。<br>そこは、選ばれた姫君達のステージ。	
55	1000054	木陰のお茶会	こかげのおちゃかい	4	55	early	18	50	17	5	7	2	「わぁ……ケーキもお茶も、すごくおいしいです」<br>「ふふ。気に入ってもらえたようで嬉しいわ。<br>　貴方さえ良ければ、またお呼びしたいのだけど」<br>「ウチはかまいませんが……いいのでしょうか？」<br>「いいのよ、遠慮なんかしなくって。<br>　貴方のことが気になって、私が呼んだんだから」<br>「それに、貴方のお話、なかなかに興味深いもの。<br>　もっと色々と聞いてみたいわ」<br>「あ……きょ、恐縮です……。<br>　ウチもエーデルワイスさんとお喋りできて、<br>　その、楽しいです……」<br>「あら、ありがとう。<br>　またひとつ、素敵な想い出ができた気分だわ。ふふ」	
56	1000055	星明りの縁日	ほしあかりのえんにち	4	56	early	15	50	20	5	5	2	"提灯の灯りに、出店の灯り、 <br>きらきらまたたく星明り。 <br>縁日、綿菓子、りんご飴、 <br>キミと二人で遊びつくそう。 <br>……一人占めするには、もったいなさすぎるから。"	
57	1000056	日なたの午後	ひなたのごご	4	57	early	11	50	23	5	4	2	のんびりゆったり家の中。<br>陽光差し込む窓のそば。<br>ふかふか絨毯、ごろりと寝ころび、<br>パンが焼けるのを待っている。<br>あれ、ここは極楽かにゃ……？	
58	1000057	ずっとずっとたからもの	ずっとずっとたからもの	4	58	early	15	50	15	6	9	2	"楽しい時間で世界を救う、なんて、 <br>うまい話があってもいい。 <br>憧れていたシチュエーション、みたいな、 <br>素敵な未来を手に入れたい。 <br>二人なら、きっとかなうはず。"	
59	1000058	旅は道連れ世はお金	たびはみちずれよはおかね	4	59	late	12	50	21	5	5	2	"それはとある旅の途中。 <br>路銀が尽きて立ち往生した一行が <br>ウィンターローズで始めたのはメイド喫茶のお手伝い。 <br>最高のメイドになるために！ <br>……ではなく、ブロッサムヒルへ帰るために、 <br>奉ぜよフラワーメイドガール！"	
60	1000059	～巻き込まれた少女～	まきこまれたしょうじょ	4	60	normal	27	50	12	5	8	2	"物語のような冒険、ロマンティックな恋。 <br>本で読むだけで、憧れているだけで、 <br>そんなことは起きないと思っていた。 <br><br>それでも、全てを巻き込む嵐のように、 <br>運命は動き始める。"	
61	1000060	移動力UP	いどうりょくあっぷ	3	61	normal	10	0	5	0	2	0	分身の術が使えたら、<br>今よりもっと速く走れるカモ！？	
62	1000061	移動力DOWN	いどうりょくだうん	3	62	normal	10	0	5	0	2	0	ゆっくりするのも大事だし、<br>たまにはのんびり歩こうよ～。	
63	1000062	回復ブースト	かいふくぶーすと	3	63	normal	10	0	5	0	2	0	備えあれば憂いなし！<br>いつも元気120％でいてくださいね♪	
64	1000063	1ターン攻撃UP	いちたーんこうげきあっぷ	3	64	normal	10	0	5	0	2	0	いざ、雄叫びをあげるきぃ～！<br>最初の一撃に、パワーを込めるきぃ！！	
65	1000064	クリティカルUP	くりてぃかるあっぷ	3	65	normal	10	0	5	0	2	0	"付け焼刃の投げキッスだって、 <br>致命的なほど、効果はてきめんでした。"	
66	1000065	弱点ダメージUP	じゃくてんだめーじあっぷ	3	66	normal	10	0	5	0	2	0	わ”あ”あ”ぁ”ぁ”ァ”あ”あ”あ”あ”あ！<br>弱点を突くとは卑怯ですぱ！！	
67	1000066	防御発動UP	ぼうぎょはつどうあっぷ	3	67	normal	10	0	5	0	2	0	"あぶないでしゅ！ <br>ここはがっちりガードでしゅ～！！"	
68	1000067	挑発	ちょうはつ	3	68	normal	10	0	5	0	2	0	"奴は私が育てた！！ <br>……あれ、なんでこっち睨んでるの？"	
69	1000069	睡蓮のまどろみ	すいれんのまどろみ	6	69	normal	180	90	42	25	24	10	水底に夜が訪れて、小さな灯りが机上を照らす。<br>真面目で健気なお姫様、今日も夜までお勉強。<br>いつか来る未来のために、無理をするのもまた自由。<br>だけど、このまま寝ては風邪をひいてしまいます。<br>一人微笑み、メイドは祈る。<br>その努力が、いつかあなたの翼となりますように。	
70	1000070	花騎士４コマ劇場	はなきしよんこまげきじょう	5	70	normal	83	70	18	15	18	6	「皆さん、準備はいいですか？」<br>「は～い、いつでも大丈夫ですよ～♪」<br>「いざ、運命の出会いを求めて……」<br>「遅れたりしたら、承知しないんだからね！」<br>「この旅は、断じて予測不可能……です？」<br>それはいつかの時代、どこかの世界の出来事。<br>可愛らしい花騎士たちの物語、はじまりはじまり――。	
71	1000071	ダメになる時間	だめになるじかん	6	71	normal	105	90	75	25	14	10	日差しの差し込むベッドにて、不機嫌そうな女の子。<br>かけがえのない、素直に心を開ける相手との時間は、<br>ついつい甘えてしまいがち。<br>膝枕をされながら日々の辛さを吐き出すと、<br>優しい声が耳を癒し、温かい手が頬を撫でる。<br>……ああ、これでまた頑張れる。	
72	1000072	花騎士の私室	はなきしのししつ	5	72	normal	94	70	20	15	13	6	世界花の加護を受け害虫と戦う花騎士は、<br>十分な報酬、待遇を受けている。<br>駐屯地に用意された私室も、<br>騎士学校時代のような相部屋ではなく、<br>きちんとした個室が与えられることがほとんどだ。<br>必要な家具は支給されるが、私物を持ち込む花騎士も多く、<br>中には本やぬいぐるみで部屋が埋まっているものもいる。<br>日中、過酷な討伐任務で疲れた花騎士たちが<br>ぐっすりと眠って休息する、癒やしの空間である。	
73	1000073	水族艦赤のマンタ艇	すいぞくかんあかのまんたてい	5	73	early	45	70	36	15	11	6	ただ一隻、悠然と空を泳ぐクジラ。<br>その随伴艇として飛ぶ、色とりどりのマンタたち。<br>盾となり、剣となり、いずれ大きな群れとなる。<br><br>孤独に戦うクジラの周囲は、<br>こうして賑やかになってゆく。	
74	1000074	恋の手ほどき	こいのてほどき	6	74	normal	150	90	69	25	6	10	お風呂上がりの長い髪、放置してたら大惨事。<br>しっかり乾かし、整えて、三人官女もご満悦。<br>慕ってくれる可愛い従姉妹はいつかきっと、<br>手ごわいライバルになるだろう。<br>……強くなれ、恋も戦いも。	
75	1000075	舞踏会から飛び出して？	ぶとうかいからとびだして	6	75	normal	165	90	38	25	33	10	童話のお姫様を真似ても、そう上手くはいかなくて。<br>苦笑いして見回せば、靴が見事に消えていた。<br>靴を探して階段降りて、周囲を見渡すその時に、<br>先ほどまで馬だったはずのリスは、高らかに告げた。<br>「そこで出て行けば完璧なのだよ！」	
76	1000076	血よりも濃い絆？	ちよりもこいきづな	6	76	normal	195	90	42	25	20	10	おおおお待ちくださいませ！<br>確かに私コリウスちゃんは、主である<br>シュウメイギク様を母親の如く慕っている、<br>と言うのは確かですが……<br>今になって抱っこは勘弁でございます！<br>ガジュマル、笑ってないで何とかしてください！	
77	1000077	一緒に帰ろう	いっしょにかえろう	6	77	normal	180	90	33	25	33	10	自分でもわからない、この気持ち。<br>恨み、憎しみ、それだけで生きてきたのに、<br>どうしてこうなってしまったのか。<br>何が正しいの？　何が間違っているの？<br>だから、それがわかるまで。<br>……この気持ちに、答えを出さないで。	
78	1000078	水族艦青のマンタ艇	すいぞくかんあおのまんたてい	5	78	early	90	70	27	15	6	6	ただ一隻、悠然と空を泳ぐクジラ。<br>その随伴艇として飛ぶ、色とりどりのマンタたち。<br>盾となり、剣となり、いずれ大きな群れとなる。<br><br>空に潜むは、青いマンタ。<br>クジラを守り、敵を討ち砕く。	
79	1000082	それいけ大脱走！	それいけだいだっそう	6	79	normal	150	90	39	25	36	10	書類、増える書類、たくさんの書類。<br>具体的には、溜めに溜め込んだ未記入の報告書。<br>自由を求める心の叫びに、大量の白紙は舞い踊り、<br>迫りくる追手を縛り上げ、窓を開けたら大脱走！<br>そう、ままならねぇ現実からの逃避行ってやつです。<br>……あとでこっぴどく叱られましたけど。	
80	1000079	ささやかな悩みごと	ささやかななやみごと	5	80	ex_early	83	70	24	15	12	6	奥ゆかしい少女の朝は、身支度から始まる。<br>控えめな心に、ちっとも控えめではない身体。<br>姿見を眺め、身なりを整え、そっと小さなため息一つ。<br><br>……ああ、この胸がもっとささやかであったなら。	
81	1000084	不思議の世界でお茶会を	ふしぎのせかいでおちゃかいを	5	81	ex_early	90	70	17	15	17	6	リリィウッドのとある木陰。<br>仲良しの花騎士達は、いつものように<br>お茶会の準備をしていました……けれど、<br>ひょんなことから見知らぬ空間に迷い込んでしまい、<br>不思議な精霊たちに、あることをお願いされます。<br>果たして一行はお願いを果たし、<br>元の場所へと帰れるのでしょうか……？	
82	1000080	誰かが好きだったパンの味	だれかがすきだったぱんのあじ	6	82	normal	135	90	26	25	54	10	時は過ぎゆき、人も街並みも少しずつ入れ替わっていく。<br>歌も言葉も、心も花も、ゆっくりと変わり続けていく。<br>……それでも、変わらないものがあるのだと<br>知っているからこそ、彼女は今日もパンを焼く。<br>素朴でどこか懐かしい、少し硬めのパンを。<br>「ほれ、たーんとお食べ」	
83	1000083	青き海の茶会	あおきうみのちゃかい	6	83	normal	108	90	74	25	15	10	風花の香る渓谷を離れ、訪れた常夏の青い海。<br>柔らかな木漏れ日ではなく、照り付ける陽光の下、<br>友と二人、品格漂う茶会を催す。<br>時には仕事を忘れ、生きることを楽しもう。<br>それもまた、他者への範となるのだから。	
84	1000088	水族艦黄のマンタ艇	すいぞくかんきのまんたてい	5	84	early	68	70	33	15	8	6	ただ一隻、悠然と空を泳ぐクジラ。<br>その随伴艇として飛ぶ、色とりどりのマンタたち。<br>盾となり、剣となり、いずれ大きな群れとなる。<br><br>来光の如く煌く、黄色のマンタ。<br>放たれた矢のように、敵を貫く。	
85	1000081	巣ごもりの星	すごもりのほし	6	85	normal	186	90	30	25	35	10	散らかってなんかいませんよ？<br>適切な場所に、適度な配置。<br>華麗にピカッと引き篭もり！<br>お気に入りの本、お布団、ぬいぐるみ。<br>……それに、団長さんまで居てくれるんですから。<br>よければ、いっしょにゴロゴロしませんか？	
86	1000086	変化の記憶	へんかのきおく	6	86	early	156	90	41	25	33	10	変わりたかった自分。変えようと思った部分。<br>その時にはもう変わっていただなんて、<br>言われるまで気が付きもしなかった。<br>他人をよく見る、興味を持つ。<br>全て、あなたと出会ってからのこと。<br>……口に出すのは癪だから、その日の記憶はお酒で流すの。	
