209	209	2	キルクの遺跡		魔女と呼ばれた古代の賢人キルクが、自身の権威を示すために建造したとされる遺跡。<br>敷地のほとんどは長い年月により朽ちてしまい、境界線すら曖昧になっている。<br>しかし黄金の果実を祀る巨大な祭壇だけはほぼ当時のままの姿を保っており、<br>その地下には、キルクの趣味で蒐集された様々な知恵や技術が眠っていると言われる。	395	135	0
300	300	3	世界花「ブロッサムヒル」		知徳の世界花。周囲にはスプリングガーデンでも最大級の繁栄を誇る都市が広がっている。<br>初代花騎士であるフォスの名が刻まれたフォス花騎士養成学校があり、<br>騎士団学校はここからスプリングガーデン全土へと広がっていった。<br>また、絹織物をはじめとする産業や交易が盛んである。<br>その理由の一つとして、害虫の侵入を阻む堅牢な城壁が挙げられる。	522	291	0
301	301	3	旧フォス修練区		ブロッサムヒルとウィンターローズの国境付近に位置する廃墟。<br>かつてフォスが騎士団のために設立した修練場だったが、<br>現在は廃墟となり使用されておらず、害虫の巣窟になっている。	525	169	0
302	302	3	港都市ヨーテホルク		ブロッサムヒルでは唯一海に面した地形に位置する港都市。<br>中心部よりフォス街道で繋がっており、航路からもたらされる物資は市場を大いに賑わせる。<br>この街から広がる一帯はヨーテ地方と呼ばれ、<br>都市の北部には専用の港を持つ貴族たちの居住区「マグナホルク」が存在する。	742	156	0
303	303	3	フォス平原		中心街から港都市へ続くフォス街道により、南北を分断される平原。<br>穏やかな気候と海に面した陸地のおかげで緑の草木が広がっており、<br>整備された街道からの眺めは常に春の訪れを感じさせる。	658	195	0
304	304	3	ミムイスの湖畔		ブロッサムヒル南一帯に広がる広大な湖のほとり。<br>水源は遠く北国の雪解け水であり、<br>長大な地下水脈を経て流れ込んできている。<br>その特殊な水質から漁業の場として愛されてきたものの、<br>害虫の活発化に伴い、その賑わいも鳴りを潜め始めている。	498	456	1
305	305	3	ガルデ城塞		ブロッサムヒル領北西部に位置する頑強な城塞。<br>ウィンターローズ霊峰から続く山脈ガルデより出現する<br>凶暴な害虫の侵入を防ぐため、昼夜を問わず厳重な警戒態勢が敷かれている。	336	225	0
306	306	3	ガルデの裾野		ウィンターローズ霊峰から続く山脈ガルデの裾野。<br>都市部から離れた国境付近ということもあり、フォス丘陵地と比較して凶暴な害虫が多い。<br>また、ブロッサムヒルの穏やかな気候とは相反して、ウィンターローズの寒い気候の影響を受ける。	342	149	0
307	307	3	ブロッサムヒル外郭		ブロッサムヒル、ウィンターローズ、リリィウッドの国境が入り交じる区域。<br>その特異な地理から街や集落が存在せず、<br>また各国とも調査や警備に消極的であり、害虫の出現が後を絶えない。	236	265	0
308	308	3	ナヴィア平野		ブロッサムヒル南西、リリィウッドとの国境付近に位置し、<br>ミムイスの湖畔の西に広がる緩やかな丘陵地帯の一部にあたる平野を指す。<br>ブロッサムヒル南の玄関とも呼ばれる商業都市スカネを含んでいる。	128	461	1
309	309	3	商業都市スカネ		ブロッサムヒル領南西部、ナヴィア平野に位置する商業都市。<br>ブロッサムヒル南の玄関とも呼ばれ、日々様々な交易が盛んに行われており、<br>多くの商業関係者が立ち寄る都市である。<br>そのため、ブロッサムヒル騎士団の駐留が義務付けられている。	186	512	1
310	310	3	商業路ミムイス		ブロッサムヒル中心街と商業都市スカネを結ぶ商業路。<br>中心街から南西に続いており、ミムイスの湖畔付近を通り、商業都市スカネまでの最短ルートとなる。<br>比較的緩やかな路であり、物資輸送のために使われる他、商業関係者や騎士団が常時往来している。	420	439	1
311	311	3	フォス街道		ブロッサムヒル有数の幹線道路。<br>昼夜を問わず多くの市民や商隊が往来するため、<br>各騎士団には、絶え間ない巡回が古くから義務付けられている。<br>その関係で周辺の害虫活動は比較的抑えられている傾向にあり、<br>准騎士の実戦訓練地や新人騎士団長の初任務先として選ばれることも珍しくない。	366	353	0
312	312	3	ジョルン湿地帯		ミムイスの湖畔と隣接する湿地帯。<br>ブロッサムヒルの領土ではないが、商業都市スカネから眺望できる景色は有名である。<br>水深に潜む害虫が陸地に上がってきたという報告はないものの、<br>国境付近ということもあって警戒している騎士団は多い。	339	551	1
313	313	3	フェリアの花園		ブロッサムヒル中央に広がる花園。<br>世界花の恩恵が特に強く、力強く根付く木々、色鮮やかに咲く草花は、<br>幾度とない害虫侵攻にさらされても枯れることはなかったという。<br>その力強い生命力は人々を元気づけ、<br>春になるとひな祭りやお花見の会場として、多くの客で賑わうようになる。	494	372	0
400	400	4	世界花「ベルガモットバレー」		風谷の世界花。<br>縦横無尽に伸びる枝が峡谷の都市を支えている。<br>季節と共に葉の色が紅に黄色に変化するのが大きな特徴。<br>高地にあるため害虫に襲われにくく、朝靄に包まれて峡谷に浮かぶ姿は壮観である。	482	318	0
401	401	4	ウカガミの谷		ベルガモットバレーの代名詞にもなっている深い峡谷郡。<br>高地から流れる滝には世界花を潤す力があり、スプリングガーデン随一の水源とされている。<br>この恩恵を最大限に活用するために水力、風力といった自然と共生できる技術が発展してきた。<br>また、険しい地形は愛染流を修める花騎士の修行の場としても活かされている。	294	123	0
402	402	4	ケンザンのからくり屋敷跡		ウカガミの谷奥深くにそびえる巨大な建造物。<br>かつて、ベルガモットバレーの様々な技術を作り上げた天才発明家ケンザンが住んでいた。<br>ケンザンの発明の集大成でもあり、ありとあらゆるカラクリが張り巡らされている。<br>その地下には、まだ誰も知らない研究成果が眠っていると噂されるが……。	400	154	0
403	403	4	桃源郷		どの国家にも属さずに独立して存在する歓楽街。<br>様々な花魁がいるスプリングガーデンの理想郷とも呼ばれ、<br>独自の自警団によって治安が成り立っている。<br>周囲は水路に囲まれており、出入り口が橋一本しか存在しないため要塞のようでもある。	542	212	0
404	404	4	フラスベルグ渓谷		リリィウッドとの国境線に近い渓谷地帯。起伏が非常に激しい。<br>渓谷の入口には警備隊の詰め所があるものの、<br>山間部は過酷な環境に適応した害虫が多く闊歩し、魔窟と化している。	614	376	0
405	405	4	白百合街道		リリィウッドの国土をX字に分断するように整備された街道。<br>北東はブロッサムヒル、北西はベルガモットバレーへと通じており、<br>用途も商業から催事までと多岐に渡るため、<br>街道としてはリリィウッドの中で最も使用されている。	841	458	1
406	406	4	キルフ交易路跡		繁栄都市ブレーメンを中心に、ベルガモットバレーとリリィウッドをつないでいた交易路の跡地。<br>かつては多くの人々が往来していたが、ブレーメンの壊滅後、<br>両国との国境は厳重な警備により閉鎖され、今なお通行不可となっている。	611	494	1
407	407	4	実りの渓谷地帯		秋の訪れとともに様々な果実を実らせる渓谷地帯。<br>地形の緩急が激しいベルガモットバレーでは貴重な観光資源とされ、<br>秋になると急増する観光客のほとんどがこの地を訪れる。<br>特にほくほく芋が絶品であり、その魅力は害虫までも惹き寄せてしまうとか。	631	315	0
408	408	4	マフル高原		ベルガモットバレーでは珍しく、平坦な地形が広がる高原。<br>周辺地帯の警備拠点としてはうってつけであり、基地や監視哨が点在する。<br>そのため屋外訓練場が整備されており、<br>年に一度開催される「花騎士競技会」の会場に指定されている。	420	404	1
409	409	4	生命の湯		険しい渓谷地帯のどこかにあると言われる秘湯。<br>その効能は美容や健康どころか、若返りや不老不死の効果があるとされる。<br>「偶然発見することができた」という複数の騎士団の証言で存在自体は明らかになっているが、<br>不思議なことに、再びこの秘湯を目指しても何故かたどり着くことはできないらしい。	315	308	0
410	410	4	忘我幽谷		フラスベルグ渓谷最奥の地。<br>害虫の存在は確認されているが、我を忘れるほどに深く、<br>奥に進めば進むほど、心ごと深淵に囚われて帰って来られなくなるといわれており、<br>慎重な警戒体制が敷かれるにとどまり続けている。	670	369	0
500	500	5	世界花「リリィウッド」		深い森の世界花。<br>比較的古くから存在し、儀礼としきたりを重視する傾向にある。<br>多数の大樹と大きな湖に囲まれており、<br>世界花を中央に据えたリリィウッド中心市街には、<br>リリィウッド騎士団本部や女王の暮らす城、そして城下町が存在する。	461	312	0
501	501	5	リリィウッド東監視哨		ブロッサムヒルとの国境周辺に設置された監視哨。<br>光の差し込む明るい森林地帯ではあるが、<br>やや頻繁に害虫が目撃されており、<br>白百合の集落を宿とする騎士たちが監視、警備にあたっている。	703	79	0
502	502	5	白百合の集落		ブロッサムヒルから国境を越えてすぐに位置する集落。<br>東監視哨にて監視を務めるリリィウッドの騎士団が駐留する場所でもある。<br>街といえるまでの規模はないが、宿泊施設や商業施設が整備されている。<br>大きなキノコを使用した煮込みスープ料理が名物。	738	138	0
503	503	5	白百合街道		リリィウッドの国土をX字に分断するように整備された街道。<br>北東はブロッサムヒル、北西はベルガモットバレーへと通じており、<br>用途も商業から催事までと多岐に渡るため、<br>街道としてはリリィウッドの中で最も使用されている。	692	260	0
504	504	5	無垢なる森林区		ブロッサムヒルおよびウィンターローズとの国境付近に位置する森林地帯。<br>街道とわかるように柵や橋が建てられている場所はあるものの、<br>古より人の手はほとんど入らず、原生林と言える状態が保たれている。	607	184	0
505	505	5	イオル外郭		リリィウッド領北部に位置する、ウィンターローズとの国境区域。<br>周囲に街や集落が存在しないため、<br>リリィウッド市街地からの物資輸送が欠かせない。<br>ミズの回廊に伝わる“何か”の一部がこの地域の地下に封印されているらしい。	476	126	0
506	506	5	エレンベルクの樹海		オズの神霊樹林、白き花畑などを含む広大な樹海。<br>ウィンターローズにあるフヴァの氷結湖を源泉とする川を境界線とし、<br>エダの深き森と隣接している。<br>その広さゆえ、害虫に対する完全な防衛網を敷くことは不可能とされ、<br>対策は定期的な巡回と定点的な哨戒に留まっている。	171	71	0
507	507	5	エダの深き森		賢人エダがかつて修行をした森。<br>現在は彼の者が眠る墓所として、エダの祭壇が祀られている。<br>祭壇は経年劣化により朽ちているものの、一定周期で祭事が行われているため<br>人が立ち入れないほどの状態ではない。	220	221	0
508	508	5	ミズ回廊		リリィウッドの世界花と中心市街をぐるりと取り囲む回廊。<br>白百合街道や富と誇りの遊歩道と接続している。<br>古の言い伝えによれば、この回廊の地下深くには<br>とぐろを巻く巨大な“何か”が封印されているらしい。	550	292	0
509	509	5	キルフ交易路跡		繁栄都市ブレーメンを中心に、ベルガモットバレーとリリィウッドをつないでいた交易路の跡地。<br>かつては多くの人々が往来していたが、ブレーメンの壊滅後、<br>両国との国境は厳重な警備により閉鎖され、今なお通行不可となっている。	268	364	0
510	510	5	富と誇りの遊歩道		北はウィンターローズから南はバナナオーシャンまで、<br>リリィウッド国土を縦断するように整備された街道。<br>多くの商人が行き交うことから名付けられたが、<br>市民や旅人、騎士団関係者など、利用する人々の顔ぶれは様々である。	427	486	1
511	511	5	エダ商業地区		リリィウッド領東に位置する商業地区。賢人エダがリリィウッドと他国の交流を取り持った経緯がある。<br>現在では主に商業都市スカネとの交易が盛んであり、害虫対策として堅牢な城壁が築かれている。<br>かつてはブロッサムヒル、バナナオーシャン以外の国とも交流があったようだが、<br>害虫被害の増加に伴い、街道の一つは閉ざされてしまった。	625	392	1
512	512	5	雫の森		リリィウッド南西に広がる森林地帯の一角。<br>世界花の養分となる陽光の雫を採取できる神聖な地だが、<br>他の森林地帯と比べても複雑に入り組んでおり、地元の者でも辿り着くのに苦労する。<br>とはいえ、この森を目指すのならば、実は夜間の方がわかりやすい。<br>陽光の雫を求める導きの光虫が、暗い森の中で煌々と輝き、飛び交っているからだ。	386	390	1
513	513	5	キルクの遺跡		魔女と呼ばれた古代の賢人キルクが、自身の権威を示すために建造したとされる遺跡。<br>敷地のほとんどは長い年月により朽ちてしまい、境界線すら曖昧になっている。<br>しかし黄金の果実を祀る巨大な祭壇だけはほぼ当時のままの姿を保っており、<br>その地下には、キルクの趣味で蒐集された様々な知恵や技術が眠っていると言われる。	350	500	1
600	600	6	世界花「コダイバナ」		スプリングガーデンに遥か昔から存在する世界花の一つ。<br>金色に輝く雄大な世界花だったが、害虫の出現によって侵食され枯れてしまった。<br>現在は害虫の巣窟となっており、どこからともなく凶暴な害虫が湧いて出てくる。<br>各国の騎士団が幾度も討伐に向かっているが、<br>中心部であるコダイバナにたどり着くことはできていない。	300	391	0
601	601	6	滅びの都市ブレーメン		枯れた世界花の極東に位置する都市。<br>かつては繁栄都市と呼ばれ、キルフ交易路を通して多くの人や物が行き来していたが、<br>現在は建造物の跡が不気味に残るゴーストタウンと化している。	693	139	0
602	602	6	ブレーメン防衛基地跡		ブレーメンを防衛するため、スプリングガーデン各地から有志が募って設置された基地の跡地。<br>古代の脅威と呼ばれる害虫の出現により都市ごと壊滅させられてしまい、<br>現在はその跡地だけが生々しく残っている。	678	229	0
603	603	6	キルフ交易路跡		繁栄都市ブレーメンを中心に、ベルガモットバレーとリリィウッドをつないでいた交易路の跡地。<br>かつては多くの人々が往来していたが、ブレーメンの壊滅後、<br>両国との国境は厳重な警備により閉鎖され、今なお通行不可となっている。	655	65	0
604	604	6	英断の滝		フヴァの氷結湖から連綿と続く川を源泉とする滝。<br>事実上、この滝の落ちる崖がコダイバナとの境界線であり、これより西への進行は禁じられている。<br>また、滝の裏側には巨大な空洞があるようだ。<br>滝の上からでも聞こえる怨嗟のうめき声は、洞穴に蠢く害虫のものか、<br>それとも、千年前に滅びたコダイバナの国の人々のものなのか――。	540	164	0
700	700	7	世界花「ロータスレイク」		湖畔の世界花。天に向かって鮮やかに咲き誇る。<br>人々は大きな蓮の葉の上に居住区を持ち、中心部は四層に分かれた立体構造となっている。<br>また、世界花の力で浄化された淡水が運河として街中に流れているため、小舟を利用した移動が多い。<br>街の広場では女王や踊り子による儀式が執り行われるが、<br>「踊り」を主体としたその教えは民衆にも広く受け入れられており、信奉者は非常に多い。	434	320	0
701	701	7	雄弁なる花園		多くの蓮の花が咲き乱れる花園。<br>それらは複雑に絡み合っているため、主な往来手段は小舟を利用する。<br>観光スポットとして国民からは愛されているが、<br>他国と接するその向こう側への渡航は固く禁じられている。	312	223	0
702	702	7	悲哀の巨塔		大昔に建てられたとされる巨塔。現在は廃墟になっている。<br>誰が何のために建造したのか、どうしてこのような名で呼ばれているのか、<br>その一切が遠い過去に忘れ去られ、不明とされている。<br>また、入り口らしきものが見当たらないこともその謎に拍車をかけている。	814	168	0
703	703	7	清心の湖畔		ロータスレイクでは数少ない、陸地に構えられた居住区。<br>「地に足をつけて生きる」という教えに感銘を受けた人々がこの地を訪れるが、<br>水上での暮らしに慣れきった者は、逆に陸酔いで悩まされるという。<br>また、ロータスレイクでは珍しい「海」に近いことも人を惹き付ける理由となっている。	645	141	0
704	704	7	蓮の里		中心街から離れた位置にある集落。<br>世界花の加護により浄化された水を引き揚げ、山葵の棚田を中心に村を形成している。<br>最下層の外周は居住区と倉庫街となっており、<br>西方にある船着き場から、収穫された山葵を出荷して日々の主な稼ぎとしている。	610	209	0
705	705	7	双頭蓮の岸辺		入江の両端に祭壇が位置する岸辺。<br>祭壇はかつて儀式の際に利用されていたというが、<br>その入口はなぜか陸ではなく湖の方を向いている。<br>また、古くは「双頭蓮の丘」と呼ばれていたようだ。	671	263	0
706	706	7	断崖の水都ロータスルート		ロータスレイク南部に位置する、断崖の上下に作られた町。<br>崖下の港町がバナナオーシャン・ブロッサムヒルとの交流窓口、<br>崖上の街が中心街へ物資を運ぶ拠点となっており、<br>町全体は貿易を中心に栄え、ロータスレイクの海の玄関口として機能している。<br>ただし、崖上の街へはロータスレイク出身の者しか基本的には立ち入れない。	498	513	1
707	707	7	ジョルン湿地帯		ミムイスの湖畔と隣接する湿地帯。<br>ブロッサムヒルの領土ではないが、商業都市スカネから眺望できる景色は有名である。<br>水深に潜む害虫が陸地に上がってきたという報告はないものの、<br>国境付近ということもあって警戒している騎士団は多い。	260	159	0
800	800	8	カレンサス砂漠		カレンサスの大半を占める灼熱の砂漠。<br>動物も植物もほとんど存在しないが、<br>時々、様々な理由でカレンサスの人々が放浪するという。<br>そのタイミングを狙い、悪魔憑きと呼ばれる害虫が姿を現すことも……。	476	371	1
801	801	8	流砂の抜け穴		カレンサス砂漠の地下へと通じる穴。<br>人々を地上の厄災から逃がすため、陽炎様やカレンサスの虫たちが作ったとされる。<br>カレンサス砂漠にいくつか点在しているが、<br>中には害虫が作った偽物もあり、間違えて飛び込むと二度と助からないという。	476	120	0
