346	610042	603045	
347	610042	604458	
348	610042	604459	
349	610042	604460	
350	610042	604461	
351	610042	604462	
352	610043	601049	
353	610043	602046	
354	610043	603046	
355	610043	604468	
356	610043	604469	
357	610043	604470	
358	610043	604471	
359	610043	604472	
360	610044	601050	
361	610044	602047	
362	610044	603047	
363	610044	604478	
364	610044	604479	
365	610044	604480	
366	610044	604481	
367	610044	604482	
368	610045	601052	
369	610045	602049	
370	610045	603048	
371	610045	604491	
372	610045	604492	
373	610045	604493	
374	610045	604494	
375	610045	604495	
376	610046	601053	
377	610046	602050	
378	610046	603049	
379	610046	604503	
380	610046	604504	
381	610046	604505	
382	610046	604506	
383	610046	604507	
384	610047	601054	
385	610047	602051	
386	610047	603050	
387	610047	604511	
388	610047	604512	
389	610047	604513	
390	610047	604514	
391	610047	604515	
392	610048	601055	
393	610048	602052	
394	610048	603051	
395	610048	604520	
396	610048	604521	
397	610048	604522	
398	610048	604523	
399	610048	604524	
400	610049	601056	
401	610049	602053	
402	610049	603052	
403	610049	604530	
404	610049	604531	
405	610049	604532	
406	610049	604533	
407	610049	604534	
408	610050	601057	
409	610050	602054	
410	610050	603053	
411	610050	604537	
412	610050	604538	
413	610050	604539	
414	610050	604540	
415	610050	604541	
416	610051	601058	
417	610051	602055	
418	610051	603054	
419	610051	604545	
420	610051	604546	
421	610051	604547	
422	610051	604548	
423	610051	604549	
424	610052	601059	
425	610052	602056	
426	610052	603055	
427	610052	604554	
428	610052	604555	
429	610052	604556	
430	610052	604557	
431	610052	604558	
432	610053	601060	
433	610053	602057	
434	610053	603056	
435	610053	604563	
436	610053	604564	
437	610053	604565	
438	610053	604566	
439	610053	604567	
440	610054	601061	
441	610054	602058	
442	610054	603057	
443	610054	604572	
444	610054	604573	
445	610054	604574	
446	610054	604575	
447	610054	604576	
448	610055	601062	
449	610055	602059	
450	610055	603058	
451	610055	604582	
452	610055	604583	
453	610055	604584	
454	610055	604585	
455	610055	604586	
456	610056	601063	
457	610056	602060	
458	610056	603059	
459	610056	604592	
460	610056	604593	
461	610056	604594	
462	610056	604595	
463	610056	604596	
464	610057	601064	
465	610057	602061	
466	610057	603060	
467	610057	604601	
468	610057	604602	
469	610057	604603	
470	610057	604604	
471	610057	604605	
472	610058	601065	
473	610058	602062	
474	610058	603061	
475	610058	604610	
476	610058	604611	
477	610058	604612	
478	610058	604613	
479	610058	604614	
480	610058	604615	
481	610059	601066	
482	610059	602063	
483	610059	603062	
484	610059	604621	
485	610059	604622	
486	610059	604623	
487	610059	604624	
488	610059	604625	
489	610060	601067	
490	610060	602065	
491	610060	603064	
492	610060	604630	
493	610060	604631	
494	610060	604632	
495	610060	604633	
496	610060	604634	
497	610061	601069	
498	610061	602067	
499	610061	603066	
500	610061	604637	
501	610061	604638	
502	610061	604639	
503	610061	604640	
504	610061	604641	
505	610062	601070	
506	610062	602068	
507	610062	603067	
508	610062	604658	
509	610062	604659	
510	610062	604660	
511	610062	604661	
512	610062	604662	
513	610063	601071	
514	610063	603068	
515	610063	602069	
516	610063	604681	
517	610063	604682	
518	610063	604683	
519	610063	604684	
520	610063	604685	
521	610064	601072	
522	610064	602070	
523	610064	603069	
524	610064	604689	
525	610064	604690	
526	610064	604691	
527	610064	604692	
528	610064	604693	
529	610065	601073	
530	610065	602071	
531	610065	603070	
532	610065	604697	
533	610065	604698	
534	610065	604699	
535	610065	604700	
536	610065	604701	
537	610066	601074	
538	610066	602072	
539	610066	603071	
540	610066	604704	
541	610066	604705	
542	610066	604706	
543	610066	604707	
544	610066	604708	
545	610067	601075	
546	610067	602073	
547	610067	603072	
548	610067	604714	
549	610067	604715	
550	610067	604716	
551	610067	604717	
552	610067	604718	
553	610068	601076	
554	610068	602074	
555	610068	603073	
556	610068	604723	
557	610068	604724	
558	610068	604725	
559	610068	604726	
560	610068	604727	
561	610069	601077	
562	610069	602075	
563	610069	603074	
564	610069	604731	
565	610069	604732	
566	610069	604733	
567	610069	604734	
568	610069	604735	
569	610070	601078	
570	610070	602076	
571	610070	603075	
572	610070	604740	
573	610070	604741	
574	610070	604742	
575	610070	604743	
576	610070	604744	
577	610071	601079	
578	610071	602077	
579	610071	603076	
580	610071	604747	
581	610071	604748	
582	610071	604749	
583	610071	604750	
584	610071	604751	
585	610072	601080	
586	610072	602078	
587	610072	603077	
588	610072	604754	
589	610072	604755	
590	610072	604756	
591	610072	604757	
592	610072	604758	
593	610073	601081	
594	610073	602079	
595	610073	603078	
596	610073	604762	
597	610073	604763	
598	610073	604764	
599	610073	604765	
600	610073	604766	
601	610074	601082	
602	610074	602080	
603	610074	603079	
604	610074	604769	
605	610074	604770	
606	610074	604771	
607	610074	604772	
608	610074	604773	
609	610075	601083	
610	610075	602081	
611	610075	603080	
612	610075	604788	
613	610075	604789	
614	610075	604790	
615	610075	604791	
616	610075	604792	
617	610077	601084	
618	610077	602082	
619	610077	603081	
620	610077	604799	
621	610077	604800	
622	610077	604801	
623	610077	604802	
624	610077	604803	
625	610078	601085	
626	610078	602083	
627	610078	603082	
628	610078	604810	
629	610078	604811	
630	610078	604812	
631	610078	604813	
632	610078	604814	
633	610079	601086	
634	610079	602084	
635	610079	603083	
636	610079	604831	
637	610079	604832	
638	610079	604833	
639	610079	604834	
640	610079	604835	
641	610080	601087	
642	610080	602085	
643	610080	603084	
644	610080	604848	
645	610080	604849	
646	610080	604850	
647	610080	604851	
648	610080	604852	
649	610081	601088	
650	610081	602086	
651	610081	603085	
652	610081	604857	
653	610081	604858	
654	610081	604859	
655	610081	604860	
656	610081	604861	
657	610081	604862	
658	610082	601089	
659	610082	602087	
660	610082	603086	
661	610082	604866	
662	610082	604867	
663	610082	604868	
664	610082	604869	
665	610082	604870	
666	610083	601090	
667	610083	602088	
668	610083	603087	
669	610083	604882	
670	610083	604883	
671	610083	604884	
672	610083	604885	
673	610083	604886	
674	610084	601091	
675	610084	602089	
676	610084	603088	
677	610084	604890	
678	610084	604891	
679	610084	604892	
680	610084	604893	
681	610084	604894	
682	610085	601092	
683	610085	602090	
684	610085	603089	
685	610085	604909	
686	610085	604910	
687	610085	604911	
688	610085	604912	
689	610085	604913	
690	610086	601093	
691	610086	602091	
692	610086	603090	
693	610086	604922	
694	610086	604923	
695	610086	604924	
696	610086	604925	
697	610086	604926	
698	610087	601094	
699	610087	602092	
700	610087	603091	
701	610087	604937	
702	610087	604938	
703	610087	604939	
704	610087	604940	
705	610087	604941	
706	610088	601095	
707	610088	602093	
708	610088	603092	
709	610088	604952	
710	610088	604953	
711	610088	604954	
712	610088	604955	
713	610088	604956	
714	610089	601096	
715	610089	602094	
716	610089	603093	
717	610089	604959	
718	610089	604960	
719	610089	604961	
720	610089	604962	
721	610089	604963	
722	610090	601097	
723	610090	602095	
724	610090	603094	
725	610090	604987	
726	610090	604988	
727	610090	604989	
728	610090	604990	
729	610090	604991	
730	610091	601098	
731	610091	602096	
732	610091	603095	
733	610091	605002	
734	610091	605003	
735	610091	605004	
736	610091	605005	
737	610091	605006	
738	610092	601099	
739	610092	602097	
740	610092	603096	
741	610092	605015	
742	610092	605016	
743	610092	605017	
744	610092	605018	
745	610092	605019	
746	610093	601100	
747	610093	602098	
748	610093	603097	
749	610093	605063	
750	610093	605064	
751	610093	605065	
752	610093	605066	
753	610093	605067	
754	610094	601101	
755	610094	602099	
756	610094	603098	
757	610094	605071	
758	610094	605072	
759	610094	605073	
760	610094	605074	
761	610094	605075	
762	610095	601102	
763	610095	602100	
764	610095	603099	
765	610095	605107	
766	610095	605108	
767	610095	605109	
768	610095	605110	
769	610095	605111	
