23602	2	3	6	古代バナナ遺跡(オキタエール、イロドール)	1500000	6	23602	40	20
31401	3	1	4	フォス街道(強化霊)	300000	7	31401	20	50
31402	3	1	4	フォス街道(進化竜)	300000	7	31402	20	50
31501	3	1	5	フォス街道(強化霊)	400000	8	31501	30	30
31502	3	1	5	フォス街道(進化竜)	400000	8	31502	30	30
31503	3	1	5	フォス街道(贈り物)	300000	8	31503	30	30
31504	3	1	5	フォス街道(ゴールド)	300000	8	31504	30	30
31601	3	1	6	フォス街道(贈り物)	400000	9	31601	30	20
31602	3	1	6	フォス街道(ゴールド)	400000	9	31602	30	20
32401	3	2	4	フォス街道(強化霊)	900000	7	32401	30	50
32501	3	2	5	フォス街道(強化霊)	1000000	8	32501	30	30
32502	3	2	5	フォス街道(開花素材)	1000000	8	32502	30	30
32503	3	2	5	フォス街道(贈り物・咲)	1000000	8	32503	30	30
32504	3	2	5	フォス街道(ゴールド)	1000000	8	32504	30	30
32601	3	2	6	フォス街道(強化霊)	1100000	9	32601	40	20
32602	3	2	6	フォス街道(開花素材)	1100000	9	32602	40	20
32603	3	2	6	フォス街道(贈り物・咲)	1100000	9	32603	40	20
32604	3	2	6	フォス街道(霊獣、覚醒竜)	1100000	9	32604	40	20
33401	3	3	4	フォス街道(霊獣、覚醒竜)	1300000	7	33401	40	50
33501	3	3	5	フォス街道(霊獣、覚醒竜)	1400000	8	33501	40	30
33502	3	3	5	フォス街道(ゴールド)	1400000	8	33502	40	30
33601	3	3	6	フォス街道(霊獣・上)	1600000	9	33601	40	20
33602	3	3	6	フォス街道(オキタエール、イロドール)	1500000	9	33602	40	20
41401	4	1	4	マフル高原(強化霊)	300000	10	41401	20	50
41402	4	1	4	マフル高原(進化竜)	300000	10	41402	20	50
41501	4	1	5	マフル高原(強化霊)	400000	11	41501	30	30
41502	4	1	5	マフル高原(進化竜)	400000	11	41502	30	30
41503	4	1	5	マフル高原(贈り物)	300000	11	41503	30	30
41504	4	1	5	マフル高原(ゴールド)	300000	11	41504	30	30
41601	4	1	6	マフル高原(贈り物)	400000	12	41601	30	20
41602	4	1	6	マフル高原(ゴールド)	400000	12	41602	30	20
42401	4	2	4	マフル高原(強化霊)	900000	10	42401	30	50
42501	4	2	5	マフル高原(強化霊)	1000000	11	42501	30	30
42502	4	2	5	マフル高原(開花素材)	1000000	11	42502	30	30
42503	4	2	5	マフル高原(贈り物・咲)	1000000	11	42503	30	30
42504	4	2	5	マフル高原(ゴールド)	1000000	11	42504	30	30
42601	4	2	6	マフル高原(強化霊)	1100000	12	42601	40	20
42602	4	2	6	マフル高原(開花素材)	1100000	12	42602	40	20
42603	4	2	6	マフル高原(贈り物・咲)	1100000	12	42603	40	20
42604	4	2	6	マフル高原(霊獣、覚醒竜)	1100000	12	42604	40	20
43401	4	3	4	マフル高原(霊獣、覚醒竜)	1300000	10	43401	40	50
43501	4	3	5	マフル高原(霊獣、覚醒竜)	1400000	11	43501	40	30
43502	4	3	5	マフル高原(ゴールド)	1400000	11	43502	40	30
43601	4	3	6	マフル高原(霊獣・上)	1600000	12	43601	40	20
43602	4	3	6	マフル高原(オキタエール、イロドール)	1500000	12	43602	40	20
51401	5	1	4	無垢なる森林区(強化霊)	300000	13	51401	20	50
51402	5	1	4	無垢なる森林区(進化竜)	300000	13	51402	20	50
51501	5	1	5	無垢なる森林区(強化霊)	400000	14	51501	30	30
51502	5	1	5	無垢なる森林区(進化竜)	400000	14	51502	30	30
51503	5	1	5	無垢なる森林区(贈り物)	300000	14	51503	30	30
51504	5	1	5	無垢なる森林区(ゴールド)	300000	14	51504	30	30
51601	5	1	6	無垢なる森林区(贈り物)	400000	15	51601	30	20
51602	5	1	6	無垢なる森林区(ゴールド)	400000	15	51602	30	20
52401	5	2	4	無垢なる森林区(強化霊)	900000	13	52401	30	50
52501	5	2	5	無垢なる森林区(強化霊)	1000000	14	52501	30	30
52502	5	2	5	無垢なる森林区(開花素材)	1000000	14	52502	30	30
52503	5	2	5	無垢なる森林区(贈り物・咲)	1000000	14	52503	30	30
52504	5	2	5	無垢なる森林区(ゴールド)	1000000	14	52504	30	30
52601	5	2	6	無垢なる森林区(強化霊)	1100000	15	52601	40	20
52602	5	2	6	無垢なる森林区(開花素材)	1100000	15	52602	40	20
52603	5	2	6	無垢なる森林区(贈り物・咲)	1100000	15	52603	40	20
52604	5	2	6	無垢なる森林区(霊獣、覚醒竜)	1100000	15	52604	40	20
53401	5	3	4	無垢なる森林区(霊獣、覚醒竜)	1300000	13	53401	40	50
53501	5	3	5	無垢なる森林区(霊獣、覚醒竜)	1400000	14	53501	40	30
53502	5	3	5	無垢なる森林区(ゴールド)	1400000	14	53502	40	30
53601	5	3	6	無垢なる森林区(霊獣・上)	1600000	15	53601	40	20
53602	5	3	6	無垢なる森林区(オキタエール、イロドール)	1500000	15	53602	40	20
71401	7	1	4	ジョルン湿地帯(強化霊)	300000	16	71401	20	50
71402	7	1	4	ジョルン湿地帯(進化竜)	300000	16	71402	20	50
71501	7	1	5	ジョルン湿地帯(強化霊)	400000	17	71501	30	30
71502	7	1	5	ジョルン湿地帯(進化竜)	400000	17	71502	30	30
71503	7	1	5	ジョルン湿地帯(贈り物)	300000	17	71503	30	30
71504	7	1	5	ジョルン湿地帯(ゴールド)	300000	17	71504	30	30
71601	7	1	6	ジョルン湿地帯(贈り物)	400000	18	71601	30	20
71602	7	1	6	ジョルン湿地帯(ゴールド)	400000	18	71602	30	20
72401	7	2	4	ジョルン湿地帯(強化霊)	900000	16	72401	30	50
72501	7	2	5	ジョルン湿地帯(強化霊)	1000000	17	72501	30	30
72502	7	2	5	ジョルン湿地帯(開花素材)	1000000	17	72502	30	30
72503	7	2	5	ジョルン湿地帯(贈り物・咲)	1000000	17	72503	30	30
72504	7	2	5	ジョルン湿地帯(ゴールド)	1000000	17	72504	30	30
72601	7	2	6	ジョルン湿地帯(強化霊)	1100000	18	72601	40	20
72602	7	2	6	ジョルン湿地帯(開花素材)	1100000	18	72602	40	20
72603	7	2	6	ジョルン湿地帯(贈り物・咲)	1100000	18	72603	40	20
72604	7	2	6	ジョルン湿地帯(霊獣、覚醒竜)	1100000	18	72604	40	20
73401	7	3	4	ジョルン湿地帯(霊獣、覚醒竜)	1300000	16	73401	40	50
73501	7	3	5	ジョルン湿地帯(霊獣、覚醒竜)	1400000	17	73501	40	30
73502	7	3	5	ジョルン湿地帯(ゴールド)	1400000	17	73502	40	30
73601	7	3	6	ジョルン湿地帯(霊獣・上)	1600000	18	73601	40	20
73602	7	3	6	ジョルン湿地帯(オキタエール、イロドール)	1500000	18	73602	40	20
81401	8	1	4	廃都カレンサス(強化霊)	300000	19	81401	20	50
81402	8	1	4	廃都カレンサス(進化竜)	300000	19	81402	20	50
81501	8	1	5	廃都カレンサス(強化霊)	400000	20	81501	30	30
81502	8	1	5	廃都カレンサス(進化竜)	400000	20	81502	30	30
81503	8	1	5	廃都カレンサス(贈り物)	300000	20	81503	30	30
81504	8	1	5	廃都カレンサス(ゴールド)	300000	20	81504	30	30
81601	8	1	6	廃都カレンサス(贈り物)	400000	21	81601	30	20
81602	8	1	6	廃都カレンサス(ゴールド)	400000	21	81602	30	20
82401	8	2	4	廃都カレンサス(強化霊)	900000	19	82401	30	50
82501	8	2	5	廃都カレンサス(強化霊)	1000000	20	82501	30	30
82502	8	2	5	廃都カレンサス(開花素材)	1000000	20	82502	30	30
82503	8	2	5	廃都カレンサス(贈り物・咲)	1000000	20	82503	30	30
82504	8	2	5	廃都カレンサス(ゴールド)	1000000	20	82504	30	30
82601	8	2	6	廃都カレンサス(強化霊)	1100000	21	82601	40	20
82602	8	2	6	廃都カレンサス(開花素材)	1100000	21	82602	40	20
82603	8	2	6	廃都カレンサス(贈り物・咲)	1100000	21	82603	40	20
82604	8	2	6	廃都カレンサス(霊獣、覚醒竜)	1100000	21	82604	40	20
83401	8	3	4	廃都カレンサス(霊獣、覚醒竜)	1300000	19	83401	40	50
83501	8	3	5	廃都カレンサス(霊獣、覚醒竜)	1400000	20	83501	40	30
83502	8	3	5	廃都カレンサス(ゴールド)	1400000	20	83502	40	30
83601	8	3	6	廃都カレンサス(霊獣・上)	1600000	21	83601	40	20
83602	8	3	6	廃都カレンサス(オキタエール、イロドール)	1500000	21	83602	40	20
91401	9	1	4	カレンサスの砂漠(強化霊)	300000	22	91401	20	50
91402	9	1	4	カレンサスの砂漠(進化竜)	300000	22	91402	20	50
91501	9	1	5	カレンサスの砂漠(強化霊)	400000	23	91501	30	30
91502	9	1	5	カレンサスの砂漠(進化竜)	400000	23	91502	30	30
91503	9	1	5	カレンサスの砂漠(贈り物)	300000	23	91503	30	30
91504	9	1	5	カレンサスの砂漠(ゴールド)	300000	23	91504	30	30
91601	9	1	6	カレンサスの砂漠(贈り物)	400000	24	91601	30	20
91602	9	1	6	カレンサスの砂漠(ゴールド)	400000	24	91602	30	20
92401	9	2	4	カレンサスの砂漠(強化霊)	900000	22	92401	30	50
92501	9	2	5	カレンサスの砂漠(強化霊)	1000000	23	92501	30	30
92502	9	2	5	カレンサスの砂漠(開花素材)	1000000	23	92502	30	30
92503	9	2	5	カレンサスの砂漠(贈り物・咲)	1000000	23	92503	30	30
92504	9	2	5	カレンサスの砂漠(ゴールド)	1000000	23	92504	30	30
92601	9	2	6	カレンサスの砂漠(強化霊)	1100000	24	92601	40	20
92602	9	2	6	カレンサスの砂漠(開花素材)	1100000	24	92602	40	20
92603	9	2	6	カレンサスの砂漠(贈り物・咲)	1100000	24	92603	40	20
92604	9	2	6	カレンサスの砂漠(霊獣、覚醒竜)	1100000	24	92604	40	20
93401	9	3	4	カレンサスの砂漠(霊獣、覚醒竜)	1300000	22	93401	40	50
93501	9	3	5	カレンサスの砂漠(霊獣、覚醒竜)	1400000	23	93501	40	30
93502	9	3	5	カレンサスの砂漠(ゴールド)	1400000	23	93502	40	30
93601	9	3	6	カレンサスの砂漠(霊獣・上)	1600000	24	93601	40	20
93602	9	3	6	カレンサスの砂漠(オキタエール、イロドール)	1500000	24	93602	40	20
101401	10	1	4	ミズゴケの迷宮(強化霊)	300000	25	101401	20	50
101402	10	1	4	ミズゴケの迷宮(進化竜)	300000	25	101402	20	50
101501	10	1	5	ミズゴケの迷宮(強化霊)	400000	26	101501	30	30
101502	10	1	5	ミズゴケの迷宮(進化竜)	400000	26	101502	30	30
101503	10	1	5	ミズゴケの迷宮(贈り物)	300000	26	101503	30	30
101504	10	1	5	ミズゴケの迷宮(ゴールド)	300000	26	101504	30	30
101601	10	1	6	ミズゴケの迷宮(贈り物)	400000	27	101601	30	20
101602	10	1	6	ミズゴケの迷宮(ゴールド)	400000	27	101602	30	20
102401	10	2	4	ミズゴケの迷宮(強化霊)	900000	25	102401	30	50
102501	10	2	5	ミズゴケの迷宮(強化霊)	1000000	26	102501	30	30
102502	10	2	5	ミズゴケの迷宮(開花素材)	1000000	26	102502	30	30
102503	10	2	5	ミズゴケの迷宮(贈り物・咲)	1000000	26	102503	30	30
102504	10	2	5	ミズゴケの迷宮(ゴールド)	1000000	26	102504	30	30
102601	10	2	6	ミズゴケの迷宮(強化霊)	1100000	27	102601	40	20
102602	10	2	6	ミズゴケの迷宮(開花素材)	1100000	27	102602	40	20
102603	10	2	6	ミズゴケの迷宮(贈り物・咲)	1100000	27	102603	40	20
102604	10	2	6	ミズゴケの迷宮(霊獣、覚醒竜)	1100000	27	102604	40	20
103401	10	3	4	ミズゴケの迷宮(霊獣、覚醒竜)	1300000	25	103401	40	50
103501	10	3	5	ミズゴケの迷宮(霊獣、覚醒竜)	1400000	26	103501	40	30
103502	10	3	5	ミズゴケの迷宮(ゴールド)	1400000	26	103502	40	30
103601	10	3	6	ミズゴケの迷宮(霊獣・上)	1600000	27	103601	40	20
103602	10	3	6	ミズゴケの迷宮(オキタエール、イロドール)	1500000	27	103602	40	20
