31	パネル説明　BOXガチャポイントパネル　イベントID：31800-31870		"2015-09-30 00:00:00"	"2015-09-30 00:00:00"	0	
32	パネル説明　秋の味覚パネル　イベントID：31900-31970		"2015-09-30 00:00:00"	"2015-09-30 00:00:00"	0	
33	パネル説明　アイテムドロップチビ害虫　イベントID：32000-32070		"2015-09-30 00:00:00"	"2015-10-27 00:00:00"	0	
34	パネル説明　おばけカボチャパネル　イベントID：32000-32070		"2015-10-27 00:00:00"	"2015-10-27 00:00:00"	0	
35	パネル説明　陽光の雫パネル　イベントID：32100-32170		"2015-11-12 00:00:00"	"2015-11-12 00:00:00"	0	
36	パネル説明　聖歌隊のベルパネル　イベントID：32200-32270		"2015-11-25 00:00:00"	"2015-11-25 00:00:00"	0	
37	パネル説明　プレゼントパネル　イベントID：32300-32330		"2015-12-11 00:00:00"	"2015-12-11 00:00:00"	0	
38	パネル説明　プレゼントパネル　イベントID：32340-32370		"2015-12-17 00:00:00"	"2015-12-17 00:00:00"	0	
39	パネル説明　奉納パネル　イベントID：32400-32480		"2015-12-23 00:00:00"	"2015-12-23 00:00:00"	0	
40	パネル説明　チャレンジ手形パネル　イベントID：32500-32580		"2016-01-07 00:00:00"	"2016-01-07 00:00:00"	0	
41	初回庭園　機能説明チュートリアル		"2016-01-14 00:00:00"	"2016-01-14 00:00:00"	0	
42	パネル説明　チビノーマルパネル　イベントID：200000		"2016-01-14 00:00:00"	"2016-01-14 00:00:00"	0	
43	パネル説明　投票券パネル　イベントID：32600-32680		"2016-01-21 00:00:00"	"2016-01-21 00:00:00"	0	
44	パネル説明　板チョコパネル　イベントID：32700-32680		"2016-02-04 00:00:00"	"2016-02-04 00:00:00"	0	
45	強ボスイベント　説明用		"2016-02-05 00:00:00"	"2016-02-05 00:00:00"	0	
46	戦闘画面　防御システムについて		"2016-02-18 00:00:00"	"2016-02-18 00:00:00"	0	
47	パネル説明　ひな祭りの飾りパネル　イベントID：32800-32870		"2016-02-18 00:00:00"	"2016-02-18 00:00:00"	0	
48	パネル説明　アイテムドロップチビ害虫(ひな祭り)　イベントID：32800-32870		"2016-02-18 00:00:00"	"2016-02-18 00:00:00"	0	
49	パネル説明　リボン胸章パネル		"2016-03-03 00:00:00"	"2016-03-03 00:00:00"	0	
50	パネル説明　階段パネル		"2016-03-03 00:00:00"	"2016-03-03 00:00:00"	0	
51	パネル説明　祝砲パネル		"2016-03-03 00:00:00"	"2016-03-03 00:00:00"	0	
52	パネル説明　チビナズナパネル　イベントID：33000-33870		"2016-03-16 00:00:00"	"2016-03-16 00:00:00"	0	
53	パネル説明　お花見パネル		"2016-03-17 00:00:00"	"2016-03-17 00:00:00"	0	
54	パネル説明　害虫の巣パネル		"2016-03-17 00:00:00"	"2016-03-17 00:00:00"	0	
55	パネル説明　スタンプパネル　イベントID：33300-33370		"2016-04-27 00:00:00"	"2016-04-27 00:00:00"	0	
56	強ボスイベント　春めくスカネの古書祭り説明用		"2016-03-29 00:00:00"	"2016-03-29 00:00:00"	0	
57	パネル説明　材料パネル　イベントID：33200-33270		"2016-04-13 00:00:00"	"2016-04-13 00:00:00"	0	
58	パネル説明　気球パネル　イベントID：33200-33270		"2016-04-13 00:00:00"	"2016-04-13 00:00:00"	0	
59	クジラ艇チュートリアル		"2016-04-14 00:00:00"	"2016-04-14 00:00:00"	0	
60	クジラ艇交換所		"2016-04-18 00:00:00"	"2016-04-18 00:00:00"	0	
61	クジラ艇ステージチュートリアル		"2016-04-23 00:00:00"	"2016-04-23 00:00:00"	0	
62	クジラ艇編成チュートリアル		"2016-04-23 00:00:00"	"2016-04-23 00:00:00"	0	
63	パネルミッションチュートリアル		"2016-04-26 00:00:00"	"2016-04-26 00:00:00"	0	
64	パネル説明　巣と卵パネル　イベントID：33400-33470		"2016-05-12 00:00:00"	"2016-05-12 00:00:00"	0	
65	パネル説明　スワンボート　イベントID：33400-33470		"2016-05-12 00:00:00"	"2016-05-12 00:00:00"	0	
66	パネル説明　レインアイテムパネル　イベントID：33500-33570		"2016-05-26 00:00:00"	"2016-05-26 00:00:00"	0	
67	パネル説明　スネイルキャノンパネル　イベントID：33500-33570		"2016-05-26 00:00:00"	"2016-05-26 00:00:00"	0	
68	カードめくりチュートリアル(廃止)		"2016-05-27 00:00:00"	"2016-05-27 00:00:00"	0	
69	絆水晶		"2016-05-31 00:00:00"	"2016-05-31 00:00:00"	0	
70	Ｈシーン後追い通知		"2016-05-31 00:00:00"	"2016-05-31 00:00:00"	0	
71	庭園鉢植えチュートリアル		"2016-05-31 00:00:00"	"2016-05-31 00:00:00"	0	
72	パネル説明　披露宴パネル　イベントID：33600-33670		"2016-06-06 00:00:00"	"2016-06-06 00:00:00"	0	
73	開花合成チュートリアル		"2016-06-07 00:00:00"	"2016-06-07 00:00:00"	0	
75	パネル説明　飾り笹パネル　イベントID：33700-33770		"2016-06-22 00:00:00"	"2016-06-22 00:00:00"	0	
76	スワンボートレースイベント		"2016-07-04 00:00:00"	"2016-07-04 00:00:00"	0	
77	パネル説明　フルーツパネル　イベントID：33800-33870		"2016-07-06 00:00:00"	"2016-07-06 00:00:00"	0	
78	パネル説明　スワンボートBETアイテム説明		"2016-07-06 00:00:00"	"2016-07-06 00:00:00"	0	
79	パネル説明　大砲の弾パネル　イベントID：33900-33970		"2016-07-20 00:00:00"	"2016-07-20 00:00:00"	0	
80	パネル説明　海賊スワンポートパネル　イベントID：33900-33970		"2016-07-20 00:00:00"	"2016-07-20 00:00:00"	0	
81	強ボスイベント　深い森の納涼祭		"2016-08-04 00:00:00"	"2016-08-04 00:00:00"	0	
82	パネル説明　お祭り団扇パネル　イベントID：34000-34070		"2016-08-05 00:00:00"	"2016-08-05 00:00:00"	0	
83	クジラ艇　ホエイルカノン		"2016-08-12 00:00:00"	"2016-08-12 00:00:00"	0	
84	パネル説明　肝試しパネル　イベントID：34100-34170		"2016-08-18 00:00:00"	"2016-08-18 00:00:00"	0	
85	パネル説明　ガルデクリスタルパネル　イベントID：34100-34170		"2016-08-18 00:00:00"	"2016-08-18 00:00:00"	0	
86	スワンボートレースイベント時間修正		"2016-08-18 00:00:00"	"2016-08-18 00:00:00"	0	
87	スワンボートレースイベント時間修正		"2016-08-18 00:00:00"	"2016-08-18 00:00:00"	0	
88	花騎士予想ボタン　イベントID：34100-34170		"2016-08-18 00:00:00"	"2016-08-26 00:00:00"	0	
89	クジラ艇　チャンスパネル		"2016-08-18 00:00:00"	"2016-08-26 00:00:00"	0	
90	パネル説明　祭典酒パネル　イベントID：34200-34270		"2016-09-02 00:00:00"	"2016-09-02 00:00:00"	0	
91	パネル説明　お月見パネル　イベントID：34300-34370		"2016-09-12 00:00:00"	"2016-09-12 00:00:00"	0	
92	クジラ艇　分岐パネル		"2016-09-23 00:00:00"	"2016-09-23 00:00:00"	0	
93	パネル説明　裁縫道具パネル　イベントID：34400-34470		"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	
94	パネル説明　ブロッサムクォーツ　イベントID：34400-34470		"2016-09-29 00:00:00"	"2016-09-29 00:00:00"	0	
95	交換所錬成チュートリアル		"2016-09-30 00:00:00"	"2016-09-30 00:00:00"	0	
97	イベント45弾カードめくりチュートリアル		"2016-10-12 00:00:00"	"2016-10-12 00:00:00"	0	
98	キャラ素材倉庫チュートリアル		"2016-10-15 00:00:00"	"2016-10-15 00:00:00"	0	
99	装備素材倉庫チュートリアル		"2016-10-15 00:00:00"	"2016-10-15 00:00:00"	0	
100	パネル説明　落ち葉パネル　イベントID：34500-34570		"2016-10-14 00:00:00"	"2016-10-14 00:00:00"	0	
101	贈り物精製チュートリアル		"2016-10-17 00:00:00"	"2016-10-17 00:00:00"	0	
102	コンセプト6弾　移動増減パネル無効アビリティ推奨		"2016-10-27 00:00:00"	"2016-10-27 00:00:00"	0	
103	パネル説明　お菓子パネル　イベントID:34600-34670		"2016-10-28 00:00:00"	"2016-10-28 00:00:00"	0	
104	イベント専用通貨説明　空色の羽		"2016-10-28 00:00:00"	"2016-10-28 00:00:00"	0	
105	パネル説明　調理器具パネル　イベントID：34700-34770		"2016-11-11 00:00:00"	"2016-11-11 00:00:00"	0	
106	強ボスイベント　お茶会は海風に吹かれて		"2016-11-11 00:00:00"	"2016-11-11 00:00:00"	0	
107	強ボスチュートリアル		"2016-11-14 00:00:00"	"2016-11-14 00:00:00"	0	
108	パネル説明　聖夜の贈り物パネル　イベントID：34800-34870		"2016-11-24 00:00:00"	"2016-11-24 00:00:00"	0	
109	パネル説明　六花石　イベントID：34800-34870		"2016-11-24 00:00:00"	"2016-11-24 00:00:00"	0	
110	アイテム一覧機能チュートリアル		"2016-12-01 00:00:00"	"2016-12-01 00:00:00"	0	
111	パネル説明　クリスマスパネル　イベントID：34900-34970		"2016-12-07 00:00:00"	"2016-12-07 00:00:00"	0	
112	パネル説明　スノー・ジェダイド　イベントID：34900-34970		"2016-12-07 00:00:00"	"2016-12-07 00:00:00"	0	
113	初回育成アビリティ装着　装着説明チュートリアル		"2016-12-19 00:00:00"	"2016-12-19 00:00:00"	0	
114	パネル説明　スノー・ジェダイド　イベントID：35000-35070		"2016-12-22 00:00:00"	"2016-12-22 00:00:00"	0	
115	初回育成アビリティ習得　習得説明チュートリアル		"2016-12-23 00:00:00"	"2016-12-23 00:00:00"	0	
116	パネル説明　風呂桶パネル　イベントID:35200-35270		"2017-01-05 00:00:00"	"2017-01-05 00:00:00"	0	
117	イベント専用通貨説明　あったか温泉饅頭		"2017-01-05 00:00:00"	"2017-01-05 00:00:00"	0	
118	クジラ艇　チャンス攻撃		"2017-01-13 00:00:00"	"2017-01-13 00:00:00"	0	
119	パネル説明　総選挙パネル　イベントID：35300-35370		"2017-01-18 00:00:00"	"2017-01-18 00:00:00"	0	
120	パネル説明　応援メガホン　イベントID：35300-35370		"2017-01-18 00:00:00"	"2017-01-18 00:00:00"	0	
121	初回育成アビリティ強化　強化説明チュートリアル		"2017-01-20 00:00:00"	"2017-01-20 00:00:00"	0	
122	投票イベントチュートリアル		"2017-01-20 00:00:00"	"2017-01-20 00:00:00"	0	
123	パネル説明　節分チョコパネル　イベントID：35400-35470		"2017-02-02 00:00:00"	"2017-02-02 00:00:00"	0	
124	パネル説明　ブロッサム・ライト　イベントID：35400-35470		"2017-02-02 00:00:00"	"2017-02-02 00:00:00"	0	
125	パネル説明　クリスタルパネル　イベントID：35500-35570		"2017-02-16 00:00:00"	"2017-02-16 00:00:00"	0	
126	パネル説明　水切りの櫂　イベントID：35500-35570		"2017-02-16 00:00:00"	"2017-02-16 00:00:00"	0	
127	ボックスガチャ説明		"2017-02-20 00:00:00"	"2017-02-20 00:00:00"	0	
128	戦闘画面　特殊任務水影の騎士		"2017-02-23 00:00:00"	"2017-02-23 00:00:00"	0	
129	特務の褒章交換所		"2017-02-23 00:00:00"	"2017-02-23 00:00:00"	0	
130	ステージ画面　特殊任務水影の騎士		"2017-02-23 00:00:00"	"2017-02-23 00:00:00"	0	
131	バブルロータスパネル　イベントID：35500-35570		"2017-02-23 00:00:00"	"2017-02-23 00:00:00"	0	
132	海辺のお土産パネル　イベントID：35600-35670		"2017-03-03 00:00:00"	"2017-03-03 00:00:00"	0	
133	カードめくりヒント　チュートリアル		"2017-03-06 00:00:00"	"2017-03-06 00:00:00"	0	
134	レイドボスイベントチュートリアル		"2017-03-15 00:00:00"	"2017-03-15 00:00:00"	0	
135	パネル説明　キッチン器具パネル　イベントID:35700-35770		"2017-03-15 00:00:00"	"2017-03-15 00:00:00"	0	
136	イベント専用通貨説明　黄金の輝きカレー		"2017-03-15 00:00:00"	"2017-03-15 00:00:00"	0	
137	トレジャーラリー　チュートリアル		"2017-03-29 00:00:00"	"2017-03-29 00:00:00"	0	
138	パネル説明　お花見セットパネル　イベントID:35800-35870		"2017-03-31 00:00:00"	"2017-03-31 00:00:00"	0	
139	パネル説明　祝杯のクラッカー　イベントID:35840-35870		"2017-03-31 00:00:00"	"2017-03-31 00:00:00"	0	
140	トレジャーラリー　特別マスパネル		"2017-04-10 00:00:00"	"2017-04-10 00:00:00"	0	
141	パネル説明　イースターエッグパネル　イベントID：35900-35970		"2017-04-12 00:00:00"	"2017-04-12 00:00:00"	0	
142	パネル説明　ロータスマリン　イベントID：35900-35970		"2017-04-12 00:00:00"	"2017-04-12 00:00:00"	0	
143	スワンボートレースイベント58弾		"2017-04-20 00:00:00"	"2017-04-20 00:00:00"	0	
144	イベントチュートリアル		"2017-04-26 00:00:00"	"2017-04-26 00:00:00"	0	
145	パネル説明　お花パネル　イベントID：36000-36070		"2017-04-28 00:00:00"	"2017-04-28 00:00:00"	0	
146	パネル説明　幻想の水中花　イベントID：36000-36070		"2017-04-28 00:00:00"	"2017-04-28 00:00:00"	0	
147	ステージ画面　特殊任務水影の騎士HPゲージ説明		"2017-05-01 00:00:00"	"2017-05-01 00:00:00"	0	
148	パネル説明　サバイバルパネル　イベントID:36100-36170		"2017-05-08 00:00:00"	"2017-05-08 00:00:00"	0	
149	イベント専用通貨説明　封印の宝玉		"2017-05-08 00:00:00"	"2017-05-08 00:00:00"	0	
150	ゴールパネル(少女)説明　コンセプトID：401200		"2017-05-08 00:00:00"	"2017-05-08 00:00:00"	0	
151	パネル説明　望遠鏡パネル　イベントID：36100-36170		"2017-05-08 00:00:00"	"2017-05-08 00:00:00"	0	
152	パネル説明　封印の碑文パネル　イベントID：36100-36170		"2017-05-08 00:00:00"	"2017-05-08 00:00:00"	0	
153	パネル説明　障害物パネル　イベントID：36200-36270		"2017-05-25 00:00:00"	"2017-05-25 00:00:00"	0	
154	パネル説明　チビナズナパネル(大交流戦ver)　イベントID：36200-36270		"2017-05-25 00:00:00"	"2017-05-25 00:00:00"	0	
155	パネル説明　害虫の巣パネル(大交流戦ver)　イベントID：36200-36270		"2017-05-25 00:00:00"	"2017-05-25 00:00:00"	0	
156	少女パネル説明　コンセプトID：401210		"2017-05-29 00:00:00"	"2017-05-29 00:00:00"	0	
157	少女ステージ１		"2017-05-31 00:00:00"	"2017-05-31 00:00:00"	0	
158	少女ステージ２		"2017-05-31 00:00:00"	"2017-05-31 00:00:00"	0	
159	パネル説明　婚礼の原石　イベントID:36300-36370		"2017-06-05 00:00:00"	"2017-06-05 00:00:00"	0	
160	パネル説明　祝祭のシャンパン　イベントID:36340-36370		"2017-06-05 00:00:00"	"2017-06-05 00:00:00"	0	
161	パネル説明　ゴールパネル(ウェディングver)　イベントID:36300-36370		"2017-06-07 00:00:00"	"2017-06-07 00:00:00"	0	
162	パネル説明　笹飾りパネル　イベントID:36400-36470		"2017-06-21 00:00:00"	"2017-06-21 00:00:00"	0	
163	パネル説明　天の川鉱石　イベントID:36400-36470		"2017-06-21 00:00:00"	"2017-06-21 00:00:00"	0	
164	パネル説明　流れ星パネル　イベントID:36400-36470		"2017-06-21 00:00:00"	"2017-06-21 00:00:00"	0	
165	ステージ画面　特殊任務水影の騎士撤退するアクアシャドウ		"2017-06-22 00:00:00"	"2017-06-22 00:00:00"	0	
166	ステージ画面　特殊任務水影の騎士アクアシャドウのアビリティについて		"2017-06-22 00:00:00"	"2017-06-22 00:00:00"	0	
167	クジラ艇　スワン艇		"2017-06-28 00:00:00"	"2017-06-28 00:00:00"	0	
168	少女ステージ3		"2017-07-05 00:00:00"	"2017-07-05 00:00:00"	0	
169	少女パネル説明　コンセプトID：401220		"2017-07-05 00:00:00"	"2017-07-05 00:00:00"	0	
170	パネル説明　ティーリの髪飾り　イベントID：36500-36570		"2017-07-07 00:00:00"	"2017-07-07 00:00:00"	0	
171	パネル説明　波際のサーフボード　イベントID：36500-36570		"2017-07-07 00:00:00"	"2017-07-07 00:00:00"	0	
172	パネル説明　アチーブメント画像		"2017-07-07 00:00:00"	"2017-07-07 00:00:00"	0	
173	パネル説明　魅惑の餌袋　イベントID:36600-36670		"2017-07-18 00:00:00"	"2017-07-18 00:00:00"	0	
174	パネル説明　黒陰の針　イベントID:36600-36670		"2017-07-18 00:00:00"	"2017-07-18 00:00:00"	0	
175	少女ステージパネル説明　コンセプトID：401230		"2017-08-01 00:00:00"	"2017-08-01 00:00:00"	0	
176	少女ステージ4		"2017-08-01 00:00:00"	"2017-08-01 00:00:00"	0	
177	パネル説明　祭事の矢羽　イベントID：36700-36770		"2017-08-03 00:00:00"	"2017-08-03 00:00:00"	0	
178	パネル説明　祭事の矢羽　イベントID：36700-36770		"2017-08-03 00:00:00"	"2017-08-03 00:00:00"	0	
179	通常任務40　古代害虫、クリスタルについて２		"2017-08-03 00:00:00"	"2017-08-03 00:00:00"	0	
180	（仮）特殊任務ロータスレイク第3弾の実装パネル説明		"2017-08-14 00:00:00"	"2017-08-14 00:00:00"	0	
181	パネル説明　祭事の矢羽　イベントID：36800-36870		"2017-08-15 00:00:00"	"2017-08-15 00:00:00"	0	
182	パネル説明　祭事の矢羽　イベントID：36800-36870		"2017-08-15 00:00:00"	"2017-08-15 00:00:00"	0	
183	ステージ画面　特殊任務水影の騎士アビリティ効果獲得パネル		"2017-08-21 00:00:00"	"2017-08-21 00:00:00"	0	
184	ステージ画面　通常任務40-5		"2017-08-24 00:00:00"	"2017-08-24 00:00:00"	0	
185	通常任務40_5用		"2017-08-24 00:00:00"	"2017-08-24 00:00:00"	0	
186	少女ステージパネル説明　コンセプトID：401240		"2017-08-29 00:00:00"	"2017-08-29 00:00:00"	0	
187	少女ステージ5		"2017-08-29 00:00:00"	"2017-08-29 00:00:00"	0	
188	パネル説明　輝くバナナ　イベントID：36900-36970		"2017-09-01 00:00:00"	"2017-09-01 00:00:00"	0	
189	パネル説明　バナナ・トパーズ　イベントID:36900-36970		"2017-09-01 00:00:00"	"2017-09-01 00:00:00"	0	
190	パネル説明　花騎士自叙伝　イベントID:37000-37070		"2017-09-13 00:00:00"	"2017-09-13 00:00:00"	0	
191	パネル説明　花騎士たちの秘密　イベントID:37000-37070		"2017-09-13 00:00:00"	"2017-09-13 00:00:00"	0	
192	ステージ画面　特殊極限任務3弾　アビリティについて		"2017-09-19 00:00:00"	"2017-09-19 00:00:00"	0	
193	チュートリアル終了後に初めて「キャラ確認」画面に遷移した		"2017-09-22 00:00:00"	"2017-09-22 00:00:00"	0	
194	チュートリアル終了後に初めて「強化合成」画面に遷移した		"2017-09-22 00:00:00"	"2017-09-22 00:00:00"	0	
195	チュートリアル終了後に初めて「キャラ売却」画面に遷移した		"2017-09-22 00:00:00"	"2017-09-22 00:00:00"	0	
196	チュートリアル終了後に初めて「装備合成」画面に遷移した		"2017-09-22 00:00:00"	"2017-09-22 00:00:00"	0	
197	チュートリアル終了後に初めて「装備売却」画面に遷移した		"2017-09-22 00:00:00"	"2017-09-22 00:00:00"	0	
198	少女ステージパネル説明　コンセプトID：401250		"2017-09-25 00:00:00"	"2017-09-25 00:00:00"	0	
199	少女ステージ6		"2017-09-25 00:00:00"	"2017-09-25 00:00:00"	0	
200	パネル説明　魅惑の餌袋　イベントID:37100-37170		"2017-09-25 00:00:00"	"2017-09-25 00:00:00"	0	
201	パネル説明　黒陰の針　イベントID:37100-37170		"2017-09-25 00:00:00"	"2017-09-25 00:00:00"	0	
202	パネル説明　真実の弾丸　イベントID:37200-37270		"2017-10-11 00:00:00"	"2017-10-11 00:00:00"	0	
203	ステージ画面　特殊任務水影の騎士水妖術・九尾ノ影		"2017-10-11 00:00:00"	"2017-10-11 00:00:00"	0	
204	少女ステージパネル説明　コンセプトID：401260		"2017-10-24 00:00:00"	"2017-10-24 00:00:00"	0	
205	少女ステージ7		"2017-10-24 00:00:00"	"2017-10-24 00:00:00"	0	
206	パネル説明　ヘヴィカボチャ　イベントID:37300-37370		"2017-10-24 00:00:00"	"2017-10-24 00:00:00"	0	
207	パネル説明　ライトニングカボチャ　イベントID:37300-37370		"2017-10-24 00:00:00"	"2017-10-24 00:00:00"	0	
208	パネル説明　パンプキン号　イベントID:37300-37370		"2017-10-24 00:00:00"	"2017-10-24 00:00:00"	0	
209	ステージ画面　水影破級　ID：410050		"2017-11-07 00:00:00"	"2017-11-07 00:00:00"	0	
210	ステージ選択画面　水影破級　ID：410050		"2017-11-07 00:00:00"	"2017-11-07 00:00:00"	0	
211	パネル説明　日なたのマカロン　イベントID:37400-37470		"2017-11-08 00:00:00"	"2017-11-08 00:00:00"	0	
212	パネル説明　慈雨のマカロン　イベントID:37400-37470		"2017-11-08 00:00:00"	"2017-11-08 00:00:00"	0	
213	育成イベントチュートリアル画像　イベントID:37400-37470		"2017-11-08 00:00:00"	"2017-11-08 00:00:00"	0	
214	パネル説明　陽力の器　イベントID:37400-37470		"2017-11-08 00:00:00"	"2017-11-08 00:00:00"	0	
215	バリスタパネル説明		"2017-11-16 00:00:00"	"2017-11-16 00:00:00"	0	
216	パネル説明　砂雪だるま　イベントID:37500-37570		"2017-11-22 00:00:00"	"2017-11-22 00:00:00"	0	
217	パネル説明　バナナルナストーン　イベントID:37500-37570		"2017-11-22 00:00:00"	"2017-11-22 00:00:00"	0	
218	パネル説明　サーフボードパネル　イベントID:37500-37570		"2017-11-22 00:00:00"	"2017-11-22 00:00:00"	0	
219	パネル説明　ご馳走パネル　イベントID:37600-37670		"2017-12-06 00:00:00"	"2017-12-06 00:00:00"	0	
220	パネル説明　トナカイのぬいぐるみ　イベントID:37600-37670		"2017-12-06 00:00:00"	"2017-12-06 00:00:00"	0	
221	パネル説明　赤いプレゼント箱パネル　イベントID:37600-37670		"2017-12-06 00:00:00"	"2017-12-06 00:00:00"	0	
222	ステージ画面　特殊任務水影の騎士5弾　アビリティについて		"2017-12-06 00:00:00"	"2017-12-06 00:00:00"	0	
223	パネル説明　雑煮蕎麦のレシピパネル　イベントID:37700-37820		"2017-12-20 00:00:00"	"2017-12-20 00:00:00"	0	
224	パネル説明　感謝のお賽銭　イベントID:37700-37820		"2017-12-20 00:00:00"	"2017-12-20 00:00:00"	0	
225	パネル説明　雪かきパネル　イベントID:37900-37990		"2018-01-05 00:00:00"	"2018-01-05 00:00:00"	0	
226	パネル説明　狙い撃ちキャノンパネル		"2018-01-17 00:00:00"	"2018-01-17 00:00:00"	0	
227	パネル説明　総選挙パネル　イベントID:38000-38070		"2018-01-18 00:00:00"	"2018-01-18 00:00:00"	0	
228	パネル説明　プロモートカード　イベントID:38000-38070		"2018-01-18 00:00:00"	"2018-01-18 00:00:00"	0	
229	バブルボールシップパネル		"2018-01-19 00:00:00"	"2018-01-19 00:00:00"	0	
230	パネル説明　チョコづくりパネル　イベントID:38100-38190		"2018-01-30 00:00:00"	"2018-01-30 00:00:00"	0	
231	パネル説明　おいしいチョコバナナ　イベントID:38100-38190		"2018-01-30 00:00:00"	"2018-01-30 00:00:00"	0	
232	ステージ画面　特殊任務水影の騎士6弾　アビリティについて		"2018-02-05 00:00:00"	"2018-02-05 00:00:00"	0	
233	パネル説明　毒霧発生地点　イベントID:38200-38290		"2018-02-15 00:00:00"	"2018-02-15 00:00:00"	0	
234	パネル説明　フラスパウダー　イベントID:38200-38290		"2018-02-15 00:00:00"	"2018-02-15 00:00:00"	0	
235	3大害虫前半ムービー		"2018-02-19 00:00:00"	"2018-02-19 00:00:00"	0	
236	3大害虫後半チュートリアル		"2018-02-19 00:00:00"	"2018-02-19 00:00:00"	0	
237	3大害虫後半ムービー		"2018-02-19 00:00:00"	"2018-02-19 00:00:00"	0	
238	3大害虫前半チュートリアル		"2018-02-19 00:00:00"	"2018-02-19 00:00:00"	0	
239	3大害虫後半チュートリアル		"2018-02-19 00:00:00"	"2018-02-19 00:00:00"	0	
240	3大害虫後半ステージ　報酬説明　イベントID：700000-700040		"2018-02-24 00:00:00"	"2018-02-24 00:00:00"	0	
241	パネル説明　複数弱点属性　ステージID:401310		"2018-03-01 00:00:00"	"2018-03-01 00:00:00"	0	
242	パネル説明　お菓子パネルの説明　ステージID:38300-38390		"2018-03-02 00:00:00"	"2018-03-02 00:00:00"	0	
243	3大害虫終了ムービー		"2018-03-05 00:00:00"	"2018-03-05 00:00:00"	0	
244	複数のゴール地点		"2018-03-12 00:00:00"	"2018-03-12 00:00:00"	0	
245	特命任務召喚キーチュートリアル		"2018-03-15 00:00:00"	"2018-03-15 00:00:00"	0	
246	パネル説明　スポーツパネルの説明　ステージID:38400-38490		"2018-03-16 00:00:00"	"2018-03-16 00:00:00"	0	
