295	ヨメナ	0	
296	ブバルディア	0	
297	サンデリアーナ	0	
298	カレンデュラ	0	
299	ペンステモン	0	
300	ハバネロ	0	
301	バイカモ	0	
302	ギンバイソウ	0	
303	フェンネル	0	
304	クレソン	0	
305	クコ	1	
306	モケ	0	
307	ナイトフロックス	0	
308	ハゼラン	0	
309	オミナエシ	0	
310	エケベリア	0	
311	トレニア	0	
312	カウスリップ	0	
313	コマクサ	0	
314	ミスミソウ	0	
315	ロベリア	0	
316	ミズバコパ	0	
317	ホシクジャク	1	
318	イフェイオン	1	
319	エノテラ	1	
320	スズシロ	0	
321	ワルナスビ	1	
322	ラークスパー	0	
323	ストレプトカーパス	0	
324	メギ	0	
325	ミツガシワ	0	
326	ニワゼキショウ	0	
327	アサザ	0	
328	ヤクノヒナホシ	0	
329	アルテミシア	0	
330	ヤマゴーヤ	0	
331	スズナ	0	
332	ネモフィラ	0	
333	スパラキシス	0	
334	タツナミソウ	0	
335	ツツジ	1	
336	クラスペディア	0	
337	ヒギリ	0	
338	ミルトニア	0	
339	カンヒザクラ	0	
340	カリン	0	
341	バイケイソウ	0	
342	レオノチス	0	
343	ペペロミア	0	
344	ストック	0	
345	ビバーナム	0	
346	ガジュマル	0	
347	クローバー	0	
348	シュウメイギク	1	
349	コリウス	0	
350	カラタチ	0	
351	トウカ	0	
352	レモン	0	
353	シバザクラ	0	
354	パフィオペディルム	0	
355	ウルシ	0	
356	ウィンターコスモス	0	
357	エリンジウム	0	
358	コムギ	1	
359	キヌサヤ	0	
360	カガミ	0	
361	キンセンカ	0	
362	アズキ	0	
363	マルメロ	0	
364	アグロステンマ	0	
365	アデニウム	0	
366	ブプレウルム	1	
367	テッポウユリ	0	
368	ミズアオイ	1	
369	ホルデュウム	0	
370	ヒツジグサ	1	
371	アヤメ	0	
372	ワビスケ	0	
373	カカラ	0	
374	カルミア	0	
375	サワギキョウ	0	
376	イキシア	0	
377	レインボーローズ	0	
378	ウェルウィッチア	0	
379	ミズヒキ	0	
380	ヘナ	0	
381	ヘリクリサム	0	
382	トリトニア	0	
383	ビンカ	0	
384	チトニア	0	
385	チューベローズ	0	
386	スターチス	1	
387	セダム	1	
388	ステラ	1	
389	スイセイラン	0	
390	コルチカム	0	
391	ビスカリア	0	
392	セアノサス	0	
393	クラリンドウ	0	
394	ベロペロネ	0	
395	キンポウゲ	0	
396	ムラサキハナナ	0	
397	アベリア	0	
398	ニレ	0	
399	リトープス	0	
400	コランバイン	0	
401	グーズベリー	0	
402	ムギ	0	
403	ヒョウタン	0	
404	クルミ	0	
405	ゼブリナ	0	
406	オレガノ	0	
407	ボタンヅル	0	
408	キツネノボタン	1	
409	ルコウソウ	0	
410	ハナオクラ	0	
411	カノコユリ	0	
412	クガイソウ	0	
413	タイリンオモダカ	0	
414	フユサンゴ	0	
415	クランベリー	0	
416	コーレア	0	
417	サカキ	0	
418	マイヅルソウ	0	
419	チャノキ	0	
420	ガウラ	0	
421	ディアスキア	0	
422	コオニタビラコ	1	
423	ポンテデリア	0	
424	サンビタリア	0	
425	ノイバラ	0	
426	カランコエ	0	
427	ミニバラ	0	
428	ノースポール	0	
429	シオン(ノコンギク)	0	
430	トレイニー(シェフレラ)	0	
431	ミリム(セキチク)	0	
432	シズ(ドウダンツツジ)	0	
433	異世界の武士	0	
434	異世界の精霊使い	0	
435	異世界の暴君	0	
436	異世界の炎使い	0	
437	アンゼリカ	0	
438	ジャノメエリカ	0	
439	ウサギゴケ	1	
440	バイカソウ	0	
441	ヘチマ	0	
442	アナナス	0	
443	アステリカリス	0	
444	スキラ	0	
445	ヒヤシンス	1	
446	カゲツ	0	
447	シルフィウム	0	
448	アンゲロニア	0	
449	ウサギギク	0	
450	アナガリス	0	
451	クリンソウ	0	
452	ノラナ	0	
453	ツワブキ	0	
454	フィソステギア	0	
455	ボリジ	0	
456	タラゴン	1	
457	ソリダスター	0	
458	ブンタン	0	
459	スミシアンサ	0	
460	ゴデチア	0	
461	エリンギ	0	
462	ブラキカム	0	
463	ランギク	0	
464	マスデバリア	0	
465	プラム	0	
466	ホスタ	0	
467	ハマナデシコ	0	
468	カズラ	0	
469	デュランタ	1	
470	テンナンショウ	0	
471	ギリア	0	
472	ツルバキア	0	
473	フリチラリア	0	
474	イソギク	1	
475	アキメネス	0	
476	ルリタマアザミ	0	
477	モントブレチア	0	
478	ファンフラワー	0	
479	エビネ	0	
480	ロエオ	0	
481	クローブ	0	
482	パピルス	0	
483	ネムノキ	1	
484	シザンサス	0	
485	アンチューサ	0	
486	コケモモ	0	
487	ホウセンカ	0	
488	バーベナ	1	
489	ディモルフォセカ	0	
490	ケイトウ	0	
491	ヒメノカリス	0	
492	インクバナ	0	
493	ピレスラム	0	
494	カヤナ	0	
495	ゼンマイ	0	
496	バーゼリア	0	
497	キランソウ	0	
498	ナツメ	0	
499	パクチー	0	
500	ガーリックバイン	0	
501	ハマシオン	0	
502	トキソウ	0	
503	シャコバサボテン	0	
504	ヤブデマリ	0	
505	イセビ	0	
506	スグリ	0	
507	クルマユリ	0	
508	ミムルス	0	
509	メルテンシア	0	
510	ヒメオドリコソウ	0	
511	リッピア	0	
512	カルダミネ・リラタ	1	
513	パキスタキス	0	
514	ユキハナソウ	0	
515	フウロソウ	0	
516	ネペタ	0	
517	チコリー	0	
518	アニソドンテア	0	
519	マツバボタン	0	
520	リクニス	0	
521	レウイシア	0	
522	アカネ	0	
523	ハルジオン	0	
524	ゲウム	0	
525	グロリオサ	0	
526	キジムシロ	0	
527	トケイソウ	0	
528	キャッツテール	0	
529	ヒナソウ	1	
530	ハートツリー	0	
531	ユズ	0	
532	オレンジ	1	
533	ブローディア	0	
534	モンヨウショウ	0	
535	メコノプシス	1	
536	エノキ	0	
537	ガンライコウ	1	
538	インパチェンス	0	
539	イワレンゲ	0	
540	ヒペリカム	0	
541	オステオスペルマム	0	
542	見当かなみ	0	
543	魔想志津香	0	
544	サテラ	0	
545	シィル・プライン	0	
546	アザミ	1	
547	イタドリ	0	
548	フキ	0	
549	ツリフネソウ	0	
550	ベッセラ	0	
551	エキザカム	0	
552	ロケア	0	
553	アガパンサス	0	
554	ヘリアンサス	0	
555	ヘリオプシス	0	
556	リナリア	0	
557	コンボルブルス	1	
558	ハマギク	0	
559	ハマナス	0	
560	ミズヒナゲシ	0	
561	チオノドクサ	0	
562	コナラ	0	
563	ブラックベリー	0	
564	シイタケ	0	
565	プルーン	0	
566	コナギ	0	
567	スノーベリー	0	
570	プルモナリア	1	
571	ミゾソバ	0	
572	トゥルシー	0	
573	バジル	0	
574	ヘムロック	0	
575	ミツマタ	0	
576	イトスギ	0	
577	クマツヅラ	0	
578	ジンチョウゲ	0	
579	バーバスカム	0	
580	ミズキ	0	
581	アマドコロ	0	
582	ポトス	1	
583	サントリナ	0	
584	ヘメロカリス	0	
585	バウエラ	0	
586	オキナグサ	0	
587	ネコヤナギ	0	
588	ヘンルーダ	0	
589	ブーゲンビリア	0	
590	ブリオニア	0	
591	ブルーレースフラワー	0	
592	アッシュ	0	
593	プミラ	0	
594	ゴールドバニー	0	
595	グミ	0	
596	ジューンベリー	0	
597	チェッカーベリー	0	
598	ローマンカモミール	0	
599	レウコフィルム	0	
600	クワイ	0	
601	ディル	0	
602	キャロット	0	
603	バードック	0	
604	ソリダゴ	0	
605	リンネソウ	0	
606	タツタソウ	0	
607	モスローズ	0	
608	リュウキンカ	0	
613	アーモンド	0	
614	リアトリス	0	
615	リーガルリリー	0	
616	ナルコユリ	0	
617	ミズタマソウ	0	
618	バニラ	0	
619	アイ	0	
620	アエオニウム	0	
621	ソヨゴ	0	
622	ミソハギ	0	
623	ケロネ	0	
624	アシ	0	
625	ペリストロフェ	0	
626	ネジバナ	0	
627	ホタルブクロ	0	
628	ヤツシロソウ	0	
629	ヒマ	0	
630	クレピス	0	
631	クロバナロウゲ	0	
632	カシス	0	
633	ライムギ	0	
634	ポテト	0	
635	カライトソウ	0	
636	スイセン	0	
637	ブロワリア	0	
638	ビロードアオイ	0	
639	ハシバミ	0	
640	エスカロニア	0	
641	ブルーベル	0	
642	ルリギク	0	
643	クリスマスブッシュ	0	
644	ハーデンベルギア	0	
645	ユキモチソウ	0	
646	オウバイ	0	
647	クレオメ	0	
648	ジギタリス	0	
649	ラバテラ	0	
650	スカシユリ	0	
651	バンダ	0	
652	スイカズラ	1	
653	アーティチョーク	0	
654	アケビ	0	
655	オモイグサ	0	
