57	ゴン太	16	5	141301	8	1	111101	8	2	150801	7	1	111501	4	1	130501	5	2	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
58	やっしー	16	5	111101	8	1	141101	8	1	151801	7	1	121303	4	1	122301	5	2	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
59	Murail	17	5	141303	10	1	111505	7	1	141901	7	1	121303	5	1	111101	5	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
60	ジェフリー	17	5	131401	10	1	120401	7	1	141301	7	1	142503	5	1	121303	5	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
61	ゆーすけ	18	5	120401	10	1	142401	7	2	111501	5	1	150801	10	2	152701	8	2	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
62	LUCIE	18	5	152801	10	1	142503	7	1	111505	5	1	122305	10	3	122301	8	3	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
63	ハルト	19	5	142503	5	1	111505	8	1	141303	4	1	142201	5	1	131401	5	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
64	ロランド	19	5	150803	5	1	120201	8	2	112801	4	1	132401	5	1	120101	5	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
65	ヴァノ	20	5	132501	10	2	150801	9	1	122305	7	1	140803	5	1	121601	2	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
66	扇風機	20	5	121303	10	1	121601	9	1	151801	7	1	141303	5	1	111505	2	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
67	ノヴァ	21	5	142503	12	1	141701	7	2	140803	7	1	112601	5	1	152801	5	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
68	カルメロ	21	5	111505	12	1	120201	7	1	141701	7	1	141301	5	1	141303	5	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
69	カフェラテ	22	5	111903	4	1	112601	10	2	152801	13	2	122705	12	1	132001	11	2	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
70	Robert	22	5	152707	4	1	142503	10	2	120201	13	2	150801	12	1	122305	11	2	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
71	オルガ	23	5	121601	12	1	131401	15	2	151801	6	1	141901	3	1	130501	5	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
72	ぽんすけ	23	5	111505	12	1	141901	15	1	142401	6	1	112801	3	1	130501	5	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
73	ファン	24	5	120201	12	1	121303	9	2	152401	7	1	152707	7	1	122301	9	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
74	伊賀	24	5	150801	12	1	141101	9	2	152801	7	1	142503	7	1	130501	9	2	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
75	ペペロンチーノ	25	5	142503	16	1	131401	9	1	112601	7	1	111101	7	1	132501	6	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
76	シェス	25	5	131401	16	2	112801	9	2	141303	7	1	120401	7	1	121303	6	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
77	丸太	26	5	132501	7	1	152801	14	2	142503	13	1	141901	12	1	150801	11	2	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
78	Luisa	26	5	120203	7	1	151801	14	1	152801	13	1	141303	12	1	120101	11	2	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
79	フェルン	27	5	141303	18	1	141901	11	2	132501	11	1	111101	7	1	131401	12	2	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
80	てるぞー	27	5	111505	18	1	140803	11	2	120201	11	1	132501	7	1	132001	12	2	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
81	エドゥアルド	28	5	132501	18	1	112601	14	1	152801	10	1	152709	8	1	141303	8	2	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
82	Lantz	28	5	152801	18	2	121601	14	2	121303	10	1	111505	8	1	111101	8	2	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
83	コンチェルト	29	5	142503	9	1	111505	16	2	112601	13	1	150801	12	1	122301	11	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
84	ネッケ	29	5	152709	9	1	141901	16	2	112601	13	2	151801	12	1	142201	11	2	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
85	三度寝	30	5	120201	20	1	152401	14	2	150801	10	1	152711	8	1	152801	8	2	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
86	イバン	30	5	112601	20	2	141303	14	2	111505	10	2	120201	8	1	121303	8	2	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
87	しろのいて	31	5	111503	11	1	141701	18	1	112801	13	2	111501	12	1	122305	11	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
88	ロザランブレ	31	5	152705	11	1	140803	18	1	142503	13	2	121601	12	1	152701	11	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
89	テラロボ	32	5	152001	16	1	142401	10	2	141303	10	2	140803	4	1	141701	4	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
90	硬い饅頭	32	5	152401	16	1	141303	10	1	152801	10	1	150801	4	1	121601	4	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
91	窓際一族	33	5	111503	12	1	131401	19	1	141901	13	2	111101	12	1	150801	16	2	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
92	ベルガルツ	33	5	131401	21	2	140803	14	2	152801	12	2	141301	10	1	111501	15	2	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
93	タイファ	34	5	120401	21	2	121303	17	1	142503	12	2	111501	8	1	142401	10	2	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
94	グニラ	34	5	130801	14	1	151801	18	1	141901	13	2	121601	12	1	150801	7	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
95	Hasslo	35	5	131901	14	1	111505	18	1	120201	13	1	141901	12	1	132501	7	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
96	ジョルジ	35	5	152711	18	1	112801	10	1	141901	10	1	142401	4	1	150801	4	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
97	カレカ	36	5	132501	18	1	141901	10	1	111505	10	1	111501	4	1	152801	4	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
98	ああね	36	5	131501	10	1	142503	21	1	130501	20	2	132501	13	2	150801	10	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
99	ジャメーリ	37	5	142503	11	1	111505	20	1	122305	20	1	141303	15	2	151801	7	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
100	duque	37	5	141701	20	1	132501	12	2	141901	10	2	152801	8	1	111101	7	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
101	シリル	38	5	140803	20	2	112601	12	2	141303	10	1	151801	8	1	141301	7	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
102	ロザリア	38	5	152801	30	2	141101	14	1	142503	12	1	141901	10	1	141701	15	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
103	ヤナ	39	5	141101	28	2	141901	20	1	112801	15	2	111101	10	1	141701	8	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
104	なりひろ	39	5	150803	17	1	141301	25	1	122705	13	1	112601	15	2	120201	12	2	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
105	縁	40	5	152001	18	1	122305	20	2	111101	15	1	141101	20	1	120201	16	2	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
106	kei	40	5	120203	20	1	111503	24	1	120401	19	2	141303	19	1	142503	17	2	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
107	ゴン太	41	5	111503	20	1	131401	21	1	111501	21	1	122705	21	1	142401	23	2	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
108	やっしー	41	5	142501	12	1	120401	23	2	142201	20	1	131401	13	2	121303	7	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
109	Murail	42	5	152001	12	1	152801	23	1	130501	20	2	141901	13	2	120401	7	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
110	ジェフリー	42	5	142401	30	2	121601	28	2	141901	20	1	121303	21	2	120401	12	2	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
111	ゆーすけ	43	5	121601	30	2	141701	24	1	111503	24	1	140803	25	2	142503	20	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
112	LUCIE	43	5	111505	30	1	112801	30	1	132501	22	1	141301	18	1	131401	20	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
113	ハルト	44	5	112801	30	1	150801	30	1	140803	26	2	150803	17	1	130501	19	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
114	ロランド	44	5	131001	19	1	141101	19	2	111505	20	2	141701	12	1	142503	10	2	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
115	ヴァノ	45	5	142503	20	1	111505	25	2	150801	21	1	111501	12	1	141303	16	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
116	扇風機	45	5	152705	18	1	120201	30	2	122705	18	2	111501	10	1	141303	11	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
117	ノヴァ	46	5	152001	21	1	150801	21	2	132501	27	1	120201	15	1	121601	18	2	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
118	カルメロ	46	5	130801	14	1	151801	26	2	132001	20	2	112601	13	2	111501	20	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
119	カフェラテ	47	5	131901	25	1	111505	28	1	131401	20	1	112801	20	2	121303	22	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
120	Robert	47	5	131401	30	2	120401	30	2	140803	25	1	132101	22	2	152801	19	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
121	オルガ	48	5	141901	30	2	121303	30	2	111501	28	2	151801	25	2	141303	20	2	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
122	ぽんすけ	48	5	131501	24	1	111905	27	2	132501	21	2	121601	22	1	141101	26	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
123	ファン	49	5	131901	25	1	142501	20	2	152801	29	1	111501	28	1	140803	26	2	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
124	伊賀	49	5	150803	20	1	152001	18	1	122705	13	1	111101	15	2	142401	10	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
125	ペペロンチーノ	50	5	121201	27	1	152801	30	1	111505	27	1	111501	25	2	151801	25	2	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
126	シェス	50	5	152401	25	1	142503	25	1	111501	28	1	152801	30	2	121303	27	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
127	丸太	51	5	111503	30	1	111505	30	2	150801	30	1	120201	30	2	151801	29	2	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
128	Luisa	51	5	132101	29	1	111501	27	1	122705	29	2	121601	26	1	140803	26	2	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
129	フェルン	52	5	152001	26	1	112601	29	2	141303	29	2	140803	29	1	120401	28	2	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
130	てるぞー	52	5	152707	25	1	141303	27	1	111501	28	1	120201	30	2	111505	25	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
131	エドゥアルド	53	5	142503	26	1	111903	25	2	141701	30	1	141901	27	2	131401	26	2	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
132	Lantz	53	5	142501	25	1	132501	29	2	140803	25	1	121303	27	2	142503	30	2	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
133	コンチェルト	54	5	111903	25	1	142401	29	1	111503	26	2	111505	27	2	142503	26	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
134	ネッケ	54	5	152401	25	1	141101	26	1	141701	27	2	112601	27	1	142503	25	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
135	三度寝	55	5	131901	26	1	131401	29	1	140803	27	1	152801	29	1	121601	28	2	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
136	イバン	55	5	141701	29	1	141901	29	2	112601	27	1	122305	26	1	142401	26	2	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
137	しろのいて	56	5	141901	29	1	111905	29	2	111101	26	2	111501	28	1	111505	27	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
138	ロザランブレ	56	5	120203	27	1	142503	29	2	140803	29	2	111101	26	1	132501	29	2	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
139	テラロボ	57	5	131901	27	1	152707	25	2	131401	30	2	111505	27	1	122705	27	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
140	硬い饅頭	57	5	152709	26	1	111501	29	2	120201	28	1	120401	29	2	132501	25	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
141	窓際一族	58	5	111903	30	1	152801	26	1	141101	29	1	150801	25	2	120201	28	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
142	ベルガルツ	58	5	131001	25	1	111503	27	2	142503	26	1	121601	28	2	152801	29	2	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
143	タイファ	59	5	142503	27	1	142501	30	2	112601	27	2	141303	29	2	111501	25	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
144	グニラ	59	5	152711	30	1	120203	28	1	152801	26	2	141303	28	1	141301	26	2	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
145	Hasslo	60	5	152001	27	1	120203	25	3	111505	27	2	151801	30	1	150801	29	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
146	ジョルジ	60	5	152707	25	1	141303	29	1	152801	27	1	120401	26	1	111501	28	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
147	カレカ	61	5	111503	30	1	142501	30	2	111505	25	1	111101	28	1	112801	28	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
148	ああね	61	5	152705	28	1	151801	28	1	120401	30	2	122705	27	2	121601	27	2	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
149	ジャメーリ	62	5	121201	25	1	130801	25	2	111101	30	2	112801	28	2	121303	27	2	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
150	duque	62	5	130801	30	1	151801	28	2	141901	25	1	142503	27	2	141301	26	2	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
151	シリル	63	5	131901	25	1	150803	26	2	111503	27	2	150801	27	2	112601	27	2	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
152	ロザリア	63	5	142501	26	1	141301	28	2	132501	25	2	152801	29	1	111101	25	2	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
153	ヤナ	64	5	121201	27	1	131501	30	3	142401	28	2	111505	30	1	141303	30	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
154	なりひろ	64	5	152801	30	2	141101	28	2	121601	29	2	132501	26	1	111505	29	2	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
155	縁	65	5	141303	28	2	132101	29	2	111905	30	1	120401	26	1	152801	25	2	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
156	kei	65	5	152711	30	1	111903	32	2	152401	28	1	111505	30	1	141301	25	2	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
157	ゴン太	66	5	152001	33	1	131001	31	2	120401	29	1	111101	30	1	111505	27	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
158	やっしー	66	5	131501	28	1	142503	34	2	142501	25	1	141301	25	2	151801	29	2	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
159	Murail	67	5	111503	32	1	150803	28	2	121303	30	2	141301	29	2	152801	26	2	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
160	ジェフリー	67	5	152709	34	1	121201	33	1	152707	30	2	111501	29	4	141901	26	2	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
161	ゆーすけ	68	5	111903	33	1	120203	34	1	141101	26	2	141303	25	4	152801	25	2	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
162	LUCIE	68	5	152401	32	1	111503	29	3	150803	30	1	152801	25	1	121303	27	2	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
163	ハルト	69	5	142503	32	1	152705	28	3	120201	25	2	111505	29	1	151801	28	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
164	ロランド	69	5	152711	35	1	111903	31	2	130801	26	1	141701	30	1	112801	26	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
165	ヴァノ	70	5	132501	31	1	131001	29	2	150801	29	2	141101	28	1	120201	27	2	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
166	扇風機	70	5	140801	35	1	131901	28	2	152709	30	1	112801	26	2	141303	29	2	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
167	ノヴァ	71	5	131903	35	1	152709	35	2	111505	29	2	142503	29	2	150801	26	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
168	カルメロ	71	5	132101	28	1	152001	32	1	152801	30	1	122705	28	4	121303	27	2	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
169	カフェラテ	72	5	130501	32	1	152401	29	1	121303	30	2	141901	29	4	112601	27	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
170	Robert	72	5	120203	32	1	151801	28	2	152705	25	1	152801	26	1	120201	26	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
171	オルガ	73	5	111503	31	1	142501	32	1	141101	29	2	131501	31	4	120401	30	2	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
172	ぽんすけ	73	5	152705	29	1	132501	36	1	120203	33	2	111503	26	4	150801	30	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
173	ファン	74	5	132801	30	1	152707	33	1	142503	33	2	132101	30	4	120201	30	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
174	伊賀	74	5	140801	29	1	142503	36	1	132101	33	2	132501	26	4	112601	30	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
175	オーリッジ	75	5	120101	30	1	132101	33	1	111903	33	2	120203	30	4	120401	30	1	"2014-10-22 00:00:00"	"2014-10-22 00:00:00"	0	
