2029	マーガレットと意外な結末	進化済み	キャラ専用装備	3	0	213	130802	32	0	1	1	"2016-07-07 00:00:00"	"2016-07-07 00:00:00"	0		
2030	当然のこと！	レベル10以上		1	2031	0	120801	19	0	10	0	"2016-07-19 00:00:00"	"2016-07-19 00:00:00"	0		
2031	突然の招待	レベル30以上		2	2032	0	120801	19	0	30	0	"2016-07-19 00:00:00"	"2016-07-19 00:00:00"	0		
2032	ヒマワリと、失われた王国	進化済み	キャラ専用装備	3	0	226	120802	19	0	1	1	"2016-07-19 00:00:00"	"2016-07-19 00:00:00"	0		
2033	マイナス思考な花騎士	レベル10以上		1	2034	0	140901	48	0	10	0	"2016-07-19 00:00:00"	"2016-07-19 00:00:00"	0		
2034	特別な任務	レベル30以上		2	2035	0	140901	48	0	30	0	"2016-07-19 00:00:00"	"2016-07-19 00:00:00"	0		
2035	シクラメンの勇気と努力	進化済み	キャラ専用装備	3	0	227	140902	48	0	1	1	"2016-07-19 00:00:00"	"2016-07-19 00:00:00"	0		
2036	急にお腹が	レベル10以上		1	2037	0	160007	406	0	10	0	"2017-10-10 00:00:00"	"2017-10-11 00:00:00"	0		
2037	厳しい世界	レベル30以上		2	2038	0	160007	406	0	30	0	"2017-10-10 00:00:00"	"2017-10-11 00:00:00"	0		
2038	修行中のミツガシワ	進化済み	キャラ専用装備	3	0	533	160008	406	0	1	1	"2017-10-10 00:00:00"	"2017-10-11 00:00:00"	0		
2039	自己犠牲の精神で	レベル10以上		1	2040	0	160809	592	0	10	0	"2019-04-23 00:00:00"	"2019-04-23 00:00:00"	0		
2040	事件は現場で起きている	レベル30以上		2	2041	0	160809	592	0	30	0	"2019-04-23 00:00:00"	"2019-04-23 00:00:00"	0		
2041	ツワブキは眠らない	進化済み	キャラ専用装備	3	0	898	160810	592	0	1	1	"2019-04-23 00:00:00"	"2019-04-23 00:00:00"	0		
3000	シチューにチュー	レベル10以上		1	3001	0	112601	9	0	10	0	"2015-08-10 00:00:00"	"2015-08-10 00:00:00"	0		
3001	ガラス細工のウサギ	レベル30以上		2	3002	0	112601	9	0	30	0	"2015-08-10 00:00:00"	"2015-08-10 00:00:00"	0		
3002	アルストロメリアの未来	進化済み	キャラ専用装備	3	0	13	112602	9	0	1	1	"2015-08-10 00:00:00"	"2015-08-10 00:00:00"	0		
3003	騎士として　貴族として	レベル10以上		1	3004	0	111903	7	0	10	0	"2015-08-17 00:00:00"	"2015-08-19 00:00:00"	0		
3004	見えない距離	レベル30以上		2	3005	0	111903	7	0	30	0	"2015-08-17 00:00:00"	"2015-08-19 00:00:00"	0		
3005	ロイヤルプリンセスへの手紙	進化済み	キャラ専用装備	3	0	17	111904	7	0	1	1	"2015-08-17 00:00:00"	"2015-08-19 00:00:00"	0		
3006	生きることは	レベル10以上		1	3007	0	120401	17	0	10	0	"2016-02-09 00:00:00"	"2016-02-09 00:00:00"	0		
3007	それもまた彼女の闘い	レベル30以上		2	3008	0	120401	17	0	30	0	"2016-02-09 00:00:00"	"2016-02-09 00:00:00"	0		
3008	花騎士以上のグラジオラス	進化済み	キャラ専用装備	3	0	118	120402	17	0	1	1	"2016-02-09 00:00:00"	"2016-02-09 00:00:00"	0		
3009	ご褒美といえば	レベル10以上		1	3010	0	111503	3	0	10	0	"2016-03-09 00:00:00"	"2016-03-09 00:00:00"	0		
3010	プレゼントって難しい	レベル30以上		2	3011	0	111503	3	0	30	0	"2016-03-09 00:00:00"	"2016-03-09 00:00:00"	0		
3011	イエローパンジーの答え	進化済み	キャラ専用装備	3	0	134	111504	3	0	1	1	"2016-03-09 00:00:00"	"2016-03-09 00:00:00"	0		
3012	逃走劇は突然に	レベル10以上		1	3013	0	111905	8	0	10	0	"2016-03-22 00:00:00"	"2016-03-22 00:00:00"	0		
3013	天使が微笑みかけている	レベル30以上		2	3014	0	111905	8	0	30	0	"2016-03-22 00:00:00"	"2016-03-22 00:00:00"	0		
3014	二つの夢のノヴァーリス	進化済み	キャラ専用装備	3	0	142	111906	8	0	1	1	"2016-03-22 00:00:00"	"2016-03-22 00:00:00"	0		
3015	誰かいるの？	レベル10以上		1	3016	0	121303	22	0	10	0	"2016-04-05 00:00:00"	"2016-04-05 00:00:00"	0		
3016	秘密の共有	レベル30以上		2	3017	0	121303	22	0	30	0	"2016-04-05 00:00:00"	"2016-04-05 00:00:00"	0		
3017	アカバナスイレンの、ネガポジ	進化済み	キャラ専用装備	3	0	150	121304	22	0	1	1	"2016-04-05 00:00:00"	"2016-04-05 00:00:00"	0		
3018	ある日のサプライズ	レベル10以上		1	3019	0	141301	51	0	10	0	"2016-04-20 00:00:00"	"2016-04-20 00:00:00"	0		
3019	嘘と秘密	レベル30以上		2	3020	0	141301	51	0	30	0	"2016-04-20 00:00:00"	"2016-04-20 00:00:00"	0		
3020	ブルーロータスのサプライズ	進化済み	キャラ専用装備	3	0	158	141302	51	0	1	1	"2016-04-20 00:00:00"	"2016-04-20 00:00:00"	0		
3021	メイドの務め	レベル10以上		1	3022	0	132801	45	0	10	0	"2016-05-12 00:00:00"	"2016-05-12 00:00:00"	0		
3022	最高のメイドを目指して	レベル30以上		2	3023	0	132801	45	0	30	0	"2016-05-12 00:00:00"	"2016-05-12 00:00:00"	0		
3023	コチョウランのメイド哲学	進化済み	キャラ専用装備	3	0	166	132802	45	0	1	1	"2016-05-12 00:00:00"	"2016-05-12 00:00:00"	0		
3024	紅の罠	レベル10以上		1	3025	0	120201	15	0	10	0	"2016-05-23 00:00:00"	"2016-05-23 00:00:00"	0		
3025	セクシーナンバー１への道	レベル30以上		2	3026	0	120201	15	0	30	0	"2016-05-23 00:00:00"	"2016-05-23 00:00:00"	0		
3026	クレナイのポリシー	進化済み	キャラ専用装備	3	0	174	120202	15	0	1	1	"2016-05-23 00:00:00"	"2016-05-23 00:00:00"	0		
3027	ひと皮むけるために	レベル10以上		1	3028	0	142401	56	0	10	0	"2016-05-23 00:00:00"	"2016-05-23 00:00:00"	0		
3028	和を乱せ！	レベル30以上		2	3029	0	142401	56	0	30	0	"2016-05-23 00:00:00"	"2016-05-23 00:00:00"	0		
3029	キンモクセイと一緒	進化済み	キャラ専用装備	3	0	175	142402	56	0	1	1	"2016-05-23 00:00:00"	"2016-05-23 00:00:00"	0		
3030	大きな荷物と小さな花騎士	レベル10以上		1	3031	0	122305	26	0	10	0	"2016-06-20 00:00:00"	"2016-06-20 00:00:00"	0		
3031	バナナオーシャンの美味しい水	レベル30以上		2	3032	0	122305	26	0	30	0	"2016-06-20 00:00:00"	"2016-06-20 00:00:00"	0		
3032	アサガオが届けたもの	進化済み	キャラ専用装備	3	0	183	122306	26	0	1	1	"2016-06-20 00:00:00"	"2016-06-20 00:00:00"	0		
3033	孤児院の新顔	レベル10以上		1	3034	0	122301	24	0	10	0	"2016-06-20 00:00:00"	"2016-06-20 00:00:00"	0		
3034	不思議な少年	レベル30以上		2	3035	0	122301	24	0	30	0	"2016-06-20 00:00:00"	"2016-06-20 00:00:00"	0		
3035	ヒルガオと少年の秘密	進化済み	キャラ専用装備	3	0	184	122302	24	0	1	1	"2016-06-20 00:00:00"	"2016-06-20 00:00:00"	0		
3036	すべては勝利のために	レベル10以上		1	3037	0	140803	47	0	10	0	"2016-06-20 00:00:00"	"2016-06-20 00:00:00"	0		
3037	予言のカラクリ	レベル30以上		2	3038	0	140803	47	0	30	0	"2016-06-20 00:00:00"	"2016-06-20 00:00:00"	0		
3038	マリーゴールドとダンスを	進化済み	キャラ専用装備	3	0	185	140804	47	0	1	1	"2016-06-20 00:00:00"	"2016-06-20 00:00:00"	0		
3039	謎のお茶会	レベル10以上		1	3040	0	111501	2	0	10	0	"2016-06-20 00:00:00"	"2016-06-20 00:00:00"	0		
3040	姉会の真相	レベル30以上		2	3041	0	111501	2	0	30	0	"2016-06-20 00:00:00"	"2016-06-20 00:00:00"	0		
3041	ホワイトパンジーの素顔	進化済み	キャラ専用装備	3	0	192	111502	2	0	1	1	"2016-06-20 00:00:00"	"2016-06-20 00:00:00"	0		
3042	神様って？	レベル10以上		1	3043	0	120701	18	0	10	0	"2016-06-20 00:00:00"	"2016-06-20 00:00:00"	0		
3043	神様が見ている	レベル30以上		2	3044	0	120701	18	0	30	0	"2016-06-20 00:00:00"	"2016-06-20 00:00:00"	0		
3044	神様とキキョウのお祈り	進化済み	キャラ専用装備	3	0	193	120702	18	0	1	1	"2016-06-20 00:00:00"	"2016-06-20 00:00:00"	0		
3045	バトルマニア	レベル10以上		1	3046	0	141303	52	0	10	0	"2016-06-23 00:00:00"	"2016-06-23 00:00:00"	0		
3046	地獄の特訓の始まり	レベル30以上		2	3047	0	141303	52	0	30	0	"2016-06-23 00:00:00"	"2016-06-23 00:00:00"	0		
3047	サザンカの判断	進化済み	キャラ専用装備	3	0	204	141304	52	0	1	1	"2016-06-23 00:00:00"	"2016-06-23 00:00:00"	0		
3048	酒気帯び花騎士	レベル10以上		1	3049	0	142501	57	0	10	0	"2016-06-23 00:00:00"	"2016-06-23 00:00:00"	0		
3049	怪しい花嫁修業	レベル30以上		2	3050	0	142501	57	0	30	0	"2016-06-23 00:00:00"	"2016-06-23 00:00:00"	0		
3050	ジャスミンに乾杯	進化済み	キャラ専用装備	3	0	205	142502	57	0	1	1	"2016-06-23 00:00:00"	"2016-06-23 00:00:00"	0		
3051	甘露を求めて	レベル10以上		1	3052	0	141901	54	0	10	0	"2016-07-07 00:00:00"	"2016-07-07 00:00:00"	0		
3052	過ぎ行く時の中で	レベル30以上		2	3053	0	141901	54	0	30	0	"2016-07-07 00:00:00"	"2016-07-07 00:00:00"	0		
3053	センニチコウと母の思い出	進化済み	キャラ専用装備	3	0	210	141902	54	0	1	1	"2016-07-07 00:00:00"	"2016-07-07 00:00:00"	0		
3054	強いやつに会いに行く！	レベル10以上		1	3055	0	132401	43	0	10	0	"2016-07-07 00:00:00"	"2016-07-07 00:00:00"	0		
3055	都会の名物？	レベル30以上		2	3056	0	132401	43	0	30	0	"2016-07-07 00:00:00"	"2016-07-07 00:00:00"	0		
3056	レンゲソウの大都会探検隊	進化済み	キャラ専用装備	3	0	211	132402	43	0	1	1	"2016-07-07 00:00:00"	"2016-07-07 00:00:00"	0		
3057	高みを目指して	レベル10以上		1	3058	0	120203	16	0	10	0	"2016-07-19 00:00:00"	"2016-07-19 00:00:00"	0		
3058	花騎士ハードキャンプ	レベル30以上		2	3059	0	120203	16	0	30	0	"2016-07-19 00:00:00"	"2016-07-19 00:00:00"	0		
3059	アジサイと、共に高みへ	進化済み	キャラ専用装備	3	0	228	120204	16	0	1	1	"2016-07-19 00:00:00"	"2016-07-19 00:00:00"	0		
3060	主といっしょ	レベル10以上		1	3061	0	151801	63	0	10	0	"2016-07-19 00:00:00"	"2016-07-19 00:00:00"	0		
3061	謎を追いかけて	レベル30以上		2	3062	0	151801	63	0	30	0	"2016-07-19 00:00:00"	"2016-07-19 00:00:00"	0		
3062	カーネーションと本棚の秘密	進化済み	キャラ専用装備	3	0	229	151802	63	0	1	1	"2016-07-19 00:00:00"	"2016-07-19 00:00:00"	0		
3063	相棒を捜して	レベル10以上		1	3064	0	160405	407	0	10	0	"2017-10-10 00:00:00"	"2017-10-11 00:00:00"	0		
3064	ちょっと一休み	レベル30以上		2	3065	0	160405	407	0	30	0	"2017-10-10 00:00:00"	"2017-10-11 00:00:00"	0		
3065	ニワゼキショウのパートナー	進化済み	キャラ専用装備	3	0	534	160406	407	0	1	1	"2017-10-10 00:00:00"	"2017-10-11 00:00:00"	0		
3066	計画的ファッション	レベル10以上		1	3067	0	110807	551	0	10	0	"2018-12-18 00:00:00"	"2018-12-18 00:00:00"	0		
3067	意外性アクション	レベル30以上		2	3068	0	110807	551	0	30	0	"2018-12-18 00:00:00"	"2018-12-18 00:00:00"	0		
3068	乙女心サンビタリア	進化済み	キャラ専用装備	3	0	828	110808	551	0	1	1	"2018-12-18 00:00:00"	"2018-12-18 00:00:00"	0		
4000	魔女という名の薬剤師	レベル10以上		1	4001	0	152707	69	0	10	0	"2015-07-29 00:00:00"	"2015-07-31 00:00:00"	0		
4001	怪しい実験	レベル30以上		2	4002	0	152707	69	0	30	0	"2015-07-29 00:00:00"	"2015-07-31 00:00:00"	0		
4002	イエローチューリップの秘薬	進化済み	キャラ専用装備	3	0	6	152708	69	0	1	1	"2015-07-29 00:00:00"	"2015-07-31 00:00:00"	0		
4003	予想外な贈り物	レベル10以上		1	4004	0	152501	66	0	10	0	"2015-08-10 00:00:00"	"2015-08-10 00:00:00"	0		
4004	風に遊ばれて	レベル30以上		2	4005	0	152501	66	0	30	0	"2015-08-10 00:00:00"	"2015-08-10 00:00:00"	0		
4005	料理　洗濯　ライラック	進化済み	キャラ専用装備	3	0	14	152502	66	0	1	1	"2015-08-10 00:00:00"	"2015-08-10 00:00:00"	0		
4006	盤上と戦場	レベル10以上		1	4007	0	141701	53	0	10	0	"2015-08-25 00:00:00"	"2015-08-27 00:00:00"	0		
4007	悪手と妙手	レベル30以上		2	4008	0	141701	53	0	30	0	"2015-08-25 00:00:00"	"2015-08-27 00:00:00"	0		
4008	白と黒とワレモコウ	進化済み	キャラ専用装備	3	0	21	141702	53	0	1	1	"2015-08-25 00:00:00"	"2015-08-27 00:00:00"	0		
4009	友達、いますか？	レベル10以上		1	4010	0	152801	72	0	10	0	"2015-09-02 00:00:00"	"2015-09-02 00:00:00"	0		
4010	婚活、しますか？	レベル30以上		2	4011	0	152801	72	0	30	0	"2015-09-02 00:00:00"	"2015-09-02 00:00:00"	0		
4011	ギンランと運命の人……ですか？	進化済み	キャラ専用装備	3	0	27	152802	72	0	1	1	"2015-09-02 00:00:00"	"2015-09-02 00:00:00"	0		
4012	探し物は何ですか？	レベル10以上		1	4013	0	152709	70	0	10	0	"2015-09-07 00:00:00"	"2015-09-10 00:00:00"	0		
4013	わかること　わからないこと	レベル30以上		2	4014	0	152709	70	0	30	0	"2015-09-07 00:00:00"	"2015-09-10 00:00:00"	0		
4014	パープルチューリップの心	進化済み	キャラ専用装備	3	0	29	152710	70	0	1	1	"2015-09-07 00:00:00"	"2015-09-10 00:00:00"	0		
4015	魔法の壺	レベル10以上		1	4016	0	130501	31	0	10	0	"2015-10-05 00:00:00"	"2015-10-05 00:00:00"	0		
4016	壺の正体	レベル30以上		2	4017	0	130501	31	0	30	0	"2015-10-05 00:00:00"	"2015-10-05 00:00:00"	0		
4017	セントポーリアの贈り物	進化済み	キャラ専用装備	3	0	45	130502	31	0	1	1	"2015-10-05 00:00:00"	"2015-10-05 00:00:00"	0		
4018	競争相手	レベル10以上		1	4019	0	130301	30	0	10	0	"2015-10-21 00:00:00"	"2015-10-21 00:00:00"	0		
4019	意図と真意と言葉の裏と	レベル30以上		2	4020	0	130301	30	0	30	0	"2015-10-21 00:00:00"	"2015-10-21 00:00:00"	0		
4020	意地っ張りなアブラナへ	進化済み	キャラ専用装備	3	0	53	130302	30	0	1	1	"2015-10-21 00:00:00"	"2015-10-21 00:00:00"	0		
4021	お仕事、ちょうだい	レベル10以上		1	4022	0	152001	64	0	10	0	"2015-11-17 00:00:00"	"2015-11-17 00:00:00"	0		
4022	バターロールを焼こう	レベル30以上		2	4023	0	152001	64	0	30	0	"2015-11-17 00:00:00"	"2015-11-17 00:00:00"	0		
4023	不器用なスノーフレーク	進化済み	キャラ専用装備	3	0	69	152002	64	0	1	1	"2015-11-17 00:00:00"	"2015-11-17 00:00:00"	0		
4024	騎士としての誇り	レベル10以上		1	4025	0	132501	44	0	10	0	"2015-12-08 00:00:00"	"2015-12-08 00:00:00"	0		
4025	森の中の世界	レベル30以上		2	4026	0	132501	44	0	30	0	"2015-12-08 00:00:00"	"2015-12-08 00:00:00"	0		
4026	ハクモクレンと秘密の庭	進化済み	キャラ専用装備	3	0	77	132502	44	0	1	1	"2015-12-08 00:00:00"	"2015-12-08 00:00:00"	0		
4027	ひどい悪夢	レベル10以上		1	4028	0	132101	42	0	10	0	"2015-12-09 00:00:00"	"2015-12-17 00:00:00"	0		
4028	寝る子は止まる？	レベル30以上		2	4029	0	132101	42	0	30	0	"2015-12-09 00:00:00"	"2015-12-17 00:00:00"	0		
4029	ヒノキのお昼寝スポット	進化済み	キャラ専用装備	3	0	85	132102	42	0	1	1	"2015-12-09 00:00:00"	"2015-12-17 00:00:00"	0		
4030	反省と鍛錬	レベル10以上		1	4031	0	122701	27	0	10	0	"2015-12-22 00:00:00"	"2015-12-24 00:00:00"	0		
4031	ケーキ店にて	レベル30以上		2	4032	0	122701	27	0	30	0	"2015-12-22 00:00:00"	"2015-12-24 00:00:00"	0		
4032	カサブランカの新たな視点	進化済み	キャラ専用装備	3	0	94	122702	27	0	1	1	"2015-12-22 00:00:00"	"2015-12-24 00:00:00"	0		
4033	それぞれの憧れ	レベル10以上		1	4034	0	120101	14	0	10	0	"2016-01-13 00:00:00"	"2016-01-13 00:00:00"	0		
4034	病は気から？	レベル30以上		2	4035	0	120101	14	0	30	0	"2016-01-13 00:00:00"	"2016-01-13 00:00:00"	0		
4035	どこまでもまっすぐなハイビスカス	進化済み	キャラ専用装備	3	0	102	120102	14	0	1	1	"2016-01-13 00:00:00"	"2016-01-13 00:00:00"	0		
4036	大真面目なお医者さん	レベル10以上		1	4037	0	152711	71	0	10	0	"2016-01-26 00:00:00"	"2016-01-26 00:00:00"	0		
4037	医者としての腕	レベル30以上		2	4038	0	152711	71	0	30	0	"2016-01-26 00:00:00"	"2016-01-26 00:00:00"	0		
4038	ホワイトチューリップの務め	進化済み	キャラ専用装備	3	0	110	152712	71	0	1	1	"2016-01-26 00:00:00"	"2016-01-26 00:00:00"	0		
4039	夜の街へご案内	レベル10以上		1	4040	0	122001	208	0	10	0	"2016-02-23 00:00:00"	"2016-02-23 00:00:00"	0		
4040	わかってるふり　酔ったふり	レベル30以上		2	4041	0	122001	208	0	30	0	"2016-02-23 00:00:00"	"2016-02-23 00:00:00"	0		
4041	ゼフィランサスの本当の気持ち	進化済み	キャラ専用装備	3	0	126	122002	208	0	1	1	"2016-02-23 00:00:00"	"2016-02-23 00:00:00"	0		
4042	何を買ったの？	レベル10以上		1	4043	0	152401	65	0	10	0	"2016-03-22 00:00:00"	"2016-03-22 00:00:00"	0		
4043	公私を分ければ	レベル30以上		2	4044	0	152401	65	0	30	0	"2016-03-22 00:00:00"	"2016-03-22 00:00:00"	0		
4044	スイートピーとのダラダラ休日	進化済み	キャラ専用装備	3	0	143	152402	65	0	1	1	"2016-03-22 00:00:00"	"2016-03-22 00:00:00"	0		
4045	やだなぁ……こわいなぁ……	レベル10以上		1	4046	0	151901	219	0	10	0	"2016-04-05 00:00:00"	"2016-04-05 00:00:00"	0		
4046	だっておかしいじゃない	レベル30以上		2	4047	0	151901	219	0	30	0	"2016-04-05 00:00:00"	"2016-04-05 00:00:00"	0		
4047	気づかなかったナナカマド	進化済み	キャラ専用装備	3	0	151	151902	219	0	1	1	"2016-04-05 00:00:00"	"2016-04-05 00:00:00"	0		
4048	いつでも全力疾走！	レベル10以上		1	4049	0	122401	228	0	10	0	"2016-04-20 00:00:00"	"2016-04-20 00:00:00"	0		
4049	お肉が一番！	レベル30以上		2	4050	0	122401	228	0	30	0	"2016-04-20 00:00:00"	"2016-04-20 00:00:00"	0		
4050	カイコウズとのダンス	進化済み	キャラ専用装備	3	0	159	122402	228	0	1	1	"2016-04-20 00:00:00"	"2016-04-20 00:00:00"	0		
4051	さびない剣	レベル10以上		1	4052	0	135101	233	0	10	0	"2016-05-12 00:00:00"	"2016-05-12 00:00:00"	0		
4052	遠い昔の記憶の中の	レベル30以上		2	4053	0	135101	233	0	30	0	"2016-05-12 00:00:00"	"2016-05-12 00:00:00"	0		
4053	ワスレナグサの死闘	進化済み	キャラ専用装備	3	0	167	135102	233	0	1	1	"2016-05-12 00:00:00"	"2016-05-12 00:00:00"	0		
4054	代理講師の依頼	レベル10以上		1	4055	0	150803	62	0	10	0	"2016-05-23 00:00:00"	"2016-05-23 00:00:00"	0		
4055	花騎士の意識	レベル30以上		2	4056	0	150803	62	0	30	0	"2016-05-23 00:00:00"	"2016-05-23 00:00:00"	0		
4056	ヤグルマギクの教え	進化済み	キャラ専用装備	3	0	176	150804	62	0	1	1	"2016-05-23 00:00:00"	"2016-05-23 00:00:00"	0		
4057	強くなるために	レベル10以上		1	4058	0	150801	61	0	10	0	"2016-08-09 00:00:00"	"2016-08-09 00:00:00"	0		
4058	大人の証	レベル30以上		2	4059	0	150801	61	0	30	0	"2016-08-09 00:00:00"	"2016-08-09 00:00:00"	0		
4059	タンポポは大人を目指す	進化済み	キャラ専用装備	3	0	238	150802	61	0	1	1	"2016-08-09 00:00:00"	"2016-08-09 00:00:00"	0		
4060	不思議な料理	レベル10以上		1	4061	0	160005	408	0	10	0	"2017-10-10 00:00:00"	"2017-10-11 00:00:00"	0		
4061	食べ過ぎ注意！	レベル30以上		2	4062	0	160005	408	0	30	0	"2017-10-10 00:00:00"	"2017-10-11 00:00:00"	0		
4062	アサザの新メニュー	進化済み	キャラ専用装備	3	0	535	160006	408	0	1	1	"2017-10-10 00:00:00"	"2017-10-11 00:00:00"	0		
4063	深刻なダメージ	レベル10以上		1	4064	0	160011	532	0	10	0	"2018-11-06 00:00:00"	"2018-11-06 00:00:00"	0		
4064	胃にやさしいもの	レベル30以上		2	4065	0	160011	532	0	30	0	"2018-11-06 00:00:00"	"2018-11-06 00:00:00"	0		
4065	タイリンオモダカのオリジナル	進化済み	キャラ専用装備	3	0	793	160012	532	0	1	1	"2018-11-06 00:00:00"	"2018-11-06 00:00:00"	0		
5000	一緒に踊って！	レベル10以上		1	5001	0	112801	10	0	10	0	"2015-07-16 00:00:00"	"2015-07-29 00:00:00"	0		
5001	おいかけて　つかまえて	レベル30以上		2	5002	0	112801	10	0	30	0	"2015-07-16 00:00:00"	"2015-07-29 00:00:00"	0		
5002	白い世界のオンシジューム	進化済み	キャラ専用装備	3	7012	2	112802	10	0	1	1	"2015-07-16 00:00:00"	"2015-07-29 00:00:00"	0		
5003	お手入れ？やらせていただきます！	レベル10以上		1	5004	0	154901	141	0	10	0	"2015-07-22 00:00:00"	"2015-07-24 00:00:00"	0		
5004	念願の包丁を手に入れたぞ！	レベル30以上		2	5005	0	154901	141	0	30	0	"2015-07-22 00:00:00"	"2015-07-24 00:00:00"	0		
5005	むむっ、サンゴバナの料理はたまらん！	進化済み	キャラ専用装備	3	7006	4	154902	141	0	1	1	"2015-07-22 00:00:00"	"2015-07-24 00:00:00"	0		
5006	「とりあえず、生で」	レベル10以上		1	5007	0	124703	142	0	10	0	"2015-07-22 00:00:00"	"2015-07-24 00:00:00"	0		
5007	記憶に残る人	レベル30以上		2	5008	0	124703	142	0	30	0	"2015-07-22 00:00:00"	"2015-07-24 00:00:00"	0		
5008	クチナシの純酔な気持ち	進化済み	キャラ専用装備	3	7109	5	124704	142	0	1	1	"2015-07-22 00:00:00"	"2015-07-24 00:00:00"	0		
5009	愛ゆえに	レベル10以上		1	5010	0	141103	50	0	10	0	"2015-07-29 00:00:00"	"2015-07-31 00:00:00"	0		
5010	忍び寄る者	レベル30以上		2	5011	0	141103	50	0	30	0	"2015-07-29 00:00:00"	"2015-07-31 00:00:00"	0		
5011	夜空の下のラベンダー	進化済み	キャラ専用装備	3	7018	7	141104	50	0	1	1	"2015-07-29 00:00:00"	"2015-07-31 00:00:00"	0		
5012	あなたのために	レベル10以上		1	5013	0	125001	144	0	10	0	"2015-07-29 00:00:00"	"2015-07-29 00:00:00"	0		
